"","description","costA","costB","ward","program","year","cost"
"496","ON S FRANCISCO AVE FROM W POPE JOHN PAUL II DR (4300 S) TO W 44TH ST (4400 S) 0.00 ","5,603.00",NA,"15","Sidewalk Menu",2015,5603
"497","ON S WHIPPLE ST FROM W 45TH ST (4500 S) TO W 46TH ST (4600 S) 0.00 ","5,250.00",NA,"15","Sidewalk Menu",2015,5250
"498","ON S SEELEY AVE FROM W 47TH ST (4700 S) TO W 50TH ST (5000 S) 3.00 ","171,303.00",NA,"15","Street Resurfacing Menu",2015,171303
"499","ON S TALMAN AVE FROM W 55TH ST (5500 S) TO W 56TH ST (5600 S) 1.00 ","48,152.00",NA,"15","Street Resurfacing Menu",2015,48152
"500","ON W 44TH ST FROM S MOZART ST (2830 W) TO S FRANCISCO AVE (2900 W) 1.00 ","18,355.00",NA,"15","Street Resurfacing Menu",2015,18355
"501","ON S WOLCOTT AVE FROM W 47TH ST (4700 S) TO W 50TH ST (5000 S) 3.00 ","169,026.00",NA,"15","Street Resurfacing Menu",2015,169026
"502","ON W 46TH ST FROM S ALBANY AVE (3100 W) TO S FAIRFIELD AVE (2730 W) 7.00 ","195,178.00",NA,"15","Street Resurfacing Menu",2015,195178
"503","ON W 42ND ST FROM S WESTERN BLVD (2400 W) TO S ROCKWELL ST (2600 W) 4.00 ","86,312.00",NA,"15","Street Resurfacing Menu",2015,86312
"504","ON S WINCHESTER AVE FROM W 47TH ST (4700 S) TO W 51ST ST (5100 S) 4.00 ","223,519.00",NA,"15","Street Resurfacing Menu (1-5)",2015,223519
"505","ON S HONORE ST FROM W 47TH ST (4700 S) TO W 49TH ST (4900 S) 2.00 ","97,163.00",NA,"15","Street Resurfacing Menu (1-5)",2015,97163
"506","ON S MOZART ST FROM W 44TH ST (4400 S) TO W 45TH ST (4500 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"507","ON W 56TH ST FROM S TALMAN AVE (2630 W) TO S WASHTENAW AVE (2700 W) 1.00 ","1,850.00",NA,"15","Street Speed Hump Menu",2015,1850
"508","ON W 42ND ST FROM S ALBANY AVE (3100 W) TO S KEDZIE AVE (3200 W) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"509","ON S TALMAN AVE FROM W POPE JOHN PAUL II DR (4300 S) TO W 44TH ST (4400 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"510","ON S HONORE ST FROM W 66TH ST (6600 S) TO W MARQUETTE RD (6700 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"511","ON W 48TH ST FROM S WOLCOTT AVE (1900 W) TO S WINCHESTER AVE (1930 W) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"512","ON S WOOD ST FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"513","ON W 66TH ST FROM S HONORE ST (1830 W) TO S WOOD ST (1800 W) 1.00 ","1,850.00",NA,"15","Street Speed Hump Menu",2015,1850
"514","ON S ARTESIAN AVE FROM W POPE JOHN PAUL II DR (4299 S) TO W 44TH ST (4400 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"515","ON S SEELEY AVE FROM W 47TH ST (4700 S) TO W 48TH ST (4800 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"516","ON S MAPLEWOOD AVE FROM W 44TH ST (4400 S) TO W 45TH ST (4500 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"517","ON S SEELEY AVE FROM W 48TH ST (4800 S) TO W 49TH ST (4900 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"518","ON S WASHTENAW AVE FROM W 46TH ST (4600 S) TO W 47TH ST (4700 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"519","ON S WOLCOTT AVE FROM W 47TH ST (4700 S) TO W 48TH ST (4800 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"520","ON W 46TH ST FROM S HONORE ST (1830 W) TO S WOLCOTT AVE (1900 W) 1.00 ","1,850.00",NA,"15","Street Speed Hump Menu",2015,1850
"521","ON S MOZART ST FROM W POPE JOHN PAUL II DR (4300 S) TO W 44TH ST (4400 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"522","ON S WASHTENAW AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"523","ON W 50TH PL FROM S LEAVITT ST (2200 W) TO S OAKLEY AVE (2300 W) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"524","ON S FAIRFIELD AVE FROM W 44TH ST (4400 S) TO W 45TH ST (4500 S) 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2015,3700
"525","S RICHMOND ST & W 55TH ST&S SACRAMENTO AVE & W 56TH ST 1.00 ","28,327.00",NA,"16","Alley Resurfacing Menu",2015,28327
"526","W 57TH ST & S ASHLAND AVE&W 58TH ST & S JUSTINE ST 1.00 ","40,013.00",NA,"16","Alley Resurfacing Menu",2015,40013
"527","S FAIRFIELD AVE & W 61ST ST&S WASHTENAW AVE & W 62ND ST 1.00 ","34,297.00",NA,"16","Alley Resurfacing Menu",2015,34297
"528","S DAMEN AVE & W MARQUETTE RD&S WINCHESTER AVE & W 68TH ST 1.00 ","13,709.00",NA,"16","Alley Resurfacing Menu (1-1)",2015,13709
"529","S HOYNE AVE & W 52ND PL&S DAMEN AVE & W 52ND PL 1.00 ","1,400.00",NA,"16","Alley Speed Hump Menu",2015,1400
"530","S DAMEN AVE & W 51ST ST&S WINCHESTER AVE & W 53RD ST 1.00 ","3,500.00",NA,"16","Alley Speed Hump Menu",2015,3500
"531","6601 S WESTERN AVE ","1,400.00",NA,"16","Alley Speed Hump Menu",2015,1400
"532","ON S PEORIA ST FROM W 64TH ST (6400 S) TO W 65TH ST (6500 S) 0.00 ","14,024.00",NA,"16","Curb & Gutter Menu",2015,14024
"533","ON S TROY ST FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S) 0.00 ","23,076.00",NA,"16","Sidewalk Menu",2015,23076
"534","ON S MOZART ST FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S) 0.00 ","16,003.00",NA,"16","Sidewalk Menu",2015,16003
"535","ON W 63RD ST FROM S SANGAMON ST (932 W) TO S MORGAN ST (999 W) 0.00 ","5,635.00",NA,"16","Sidewalk Menu",2015,5635
"536","ON W 57TH ST FROM S JUSTINE ST (1530 W) TO S ASHLAND AVE (1600 W) 0.00 ","26,363.00",NA,"16","Sidewalk Menu",2015,26363
"537","ON S FRANCISCO AVE FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S) 0.00 ","26,335.00",NA,"16","Sidewalk Menu",2015,26335
"538","ON S MORGAN ST FROM W 64TH ST (6400 S) TO W 65TH ST (6500 S) 0.00 ","11,348.00",NA,"16","Sidewalk Menu",2015,11348
"539","ON S MOZART ST FROM W 55TH ST (5500 S) TO W 56TH ST (5600 S) 0.00 ","18,167.00",NA,"16","Sidewalk Menu",2015,18167
"540","ON S RICHMOND ST FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S) 0.00 ","7,719.00",NA,"16","Sidewalk Menu",2015,7719
"541","ON S FRANCISCO AVE FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S) 0.00 ","12,225.00",NA,"16","Sidewalk Menu",2015,12225
"542","ON W 65TH ST FROM S MAY ST (1130 W) TO S RACINE AVE (1200 W) 0.00 ","19,627.00",NA,"16","Sidewalk Menu",2015,19627
"543","ON W 57TH ST FROM S MAY ST (1130 W) TO S RACINE AVE (1200 W) 0.00 ","10,716.00",NA,"16","Sidewalk Menu",2015,10716
"544","ON W 57TH ST FROM S MOZART ST (2830 W) TO S FRANCISCO AVE (2900 W) 0.00 ","17,323.00",NA,"16","Sidewalk Menu",2015,17323
"545","ON S ADA ST FROM W 62ND ST (6200 S) TO W 63RD ST (6300 S) 0.00 ","28,303.00",NA,"16","Sidewalk Menu",2015,28303
"546","ON W 61ST ST FROM S RICHMOND ST (2930 W) TO S FRANCISCO AVE (2900 W) 0.00 ","10,508.00",NA,"16","Sidewalk Menu",2015,10508
"547","ON S JUSTINE ST FROM W 58TH ST (5800 S) TO W 59TH ST (5900 S) 0.00 ","49,951.00",NA,"16","Sidewalk Menu",2015,49951
"548","ON S FRANCISCO AVE FROM W 57TH ST (5700 S) TO W 58TH ST (5800 S) 0.00 ","37,482.00",NA,"16","Sidewalk Menu",2015,37482
"549","ON S ADA ST FROM W 61ST ST (6100 S) TO W 62ND ST (6200 S) 0.00 ","3,260.00",NA,"16","Sidewalk Menu",2015,3260
"550","ON W 64TH ST FROM S MAY ST (1130 W) TO S RACINE AVE (1200 W) 0.00 ","35,970.00",NA,"16","Sidewalk Menu",2015,35970
"551","ON S RICHMOND ST FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S) 0.00 ","13,297.00",NA,"16","Sidewalk Menu",2015,13297
"552","ON W 68TH ST FROM S WOLCOTT AVE (1900 W) TO S WINCHESTER AVE (1930 W) 1.00 ","36,279.00",NA,"16","Street Resurfacing Menu",2015,36279
"553","ON S LAFLIN ST FROM W 64TH ST (6400 S) TO W 65TH ST (6500 S) 1.00 ","80,449.00",NA,"16","Street Resurfacing Menu",2015,80449
"554","ON S FRANCISCO AVE FROM W 61ST ST (6100 S) TO W 62ND ST (6200 S) 1.00 ","84,088.00",NA,"16","Street Resurfacing Menu",2015,84088
"555","ON W 61ST ST FROM S RACINE AVE (1200 W) TO S ELIZABETH ST (1230 W) 1.00 ","29,654.00",NA,"16","Street Resurfacing Menu",2015,29654
"556","ON S MOZART ST FROM W 55TH ST (5500 S) TO W 56TH ST (5600 S) 1.00 ","59,721.00",NA,"16","Street Resurfacing Menu",2015,59721
"557","ON W 64TH ST FROM S ASHLAND AVE (1600 W) TO S RACINE AVE (1200 W) 8.00 ","199,679.00",NA,"16","Street Resurfacing Menu (1-5)",2015,199679
"558","ON W 61ST ST FROM S ELIZABETH ST (1230 W) TO S RACINE AVE (1200 W) 1.00 ","1,850.00",NA,"16","Street Speed Hump Menu",2015,1850
"559","ON S MOZART ST FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S) 2.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2015,3700
"560","5959 S MOZART ST . Current W.O # : 11531600 - 1.00 ","600.00",NA,"16","Floodlight Menu",2015,600
"561","6100 S RACINE AVE . Current W.O # : 11531600 - 1.00 ","200.00",NA,"16","Street Light Pole Painting Menu",2015,200
"562","design ","312,000.00",NA,"16","Street Light Residential Staggered Piggy Back Menu",2015,312000
"563","545.00 ","545.00",NA,"16","Miscellaneous CDOT Projects",2015,545
"564","ON S WESTERN AVE FROM 7030 S TO W 71ST ST (7100 S) ","993.00",NA,"17","Alley Resurfacing Menu",2015,993
"565","S ADA ST & W 78TH ST&S THROOP ST & W 79TH ST 1.00 ","81,403.00",NA,"17","Alley Resurfacing Menu",2015,81403
"566","W 79TH ST & S THROOP ST&W 78TH PL & S RACINE AVE 1.00 ","37,242.00",NA,"17","Alley Resurfacing Menu",2015,37242
"567","ON S YALE AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S) 0.00 ","3,824.00",NA,"17","Curb & Gutter Menu",2015,3824
"568","S VINCENNES AVE & W 80TH ST 1.00 ","600.00",NA,"17","In-Road ""State Law Stop For Pedestrians"" Signs",2015,600
"569","W 74TH ST & S CARPENTER ST 1.00 ","600.00",NA,"17","In-Road ""State Law Stop For Pedestrians"" Signs",2015,600
"570","ON W 77TH ST FROM S FIELDING AVE (520 W) TO S NORMAL AVE (500 W) 1.00 ","33,022.00",NA,"17","Street Resurfacing Menu",2015,33022
"571","ON S HOMAN AVE FROM W 71ST PL (7130 S) TO W 72ND ST (7200 S) 1.00 ","52,752.00",NA,"17","Street Resurfacing Menu",2015,52752
"572","ON W 64TH ST FROM S ROCKWELL ST (2600 W) TO S WASHTENAW AVE (2700 W) 2.00 ","70,727.00",NA,"17","Street Resurfacing Menu",2015,70727
"573","ON W 64TH ST FROM S CALIFORNIA AVE (2800 W) TO S ALBANY AVE (3100 W) 6.00 ","205,105.00",NA,"17","Street Resurfacing Menu",2015,205105
"574","ON S SPAULDING AVE FROM W 71ST ST (7100 S) TO W 73RD ST (7300 S) 2.00 ","95,760.00",NA,"17","Street Resurfacing Menu",2015,95760
"575","ON W 73RD ST FROM S ASHLAND AVE (1600 W) TO S WOLCOTT AVE (1900 W) 6.00 ","218,280.00",NA,"17","Street Resurfacing Menu",2015,218280
"576","ON W 77TH ST FROM S EGGLESTON AVE (440 W) TO S STEWART AVE (400 W) 1.00 ","28,698.00",NA,"17","Street Resurfacing Menu",2015,28698
"577","ON S HOMAN AVE FROM W 71ST ST (7100 S) TO W 71ST PL (7130 S) 1.00 ","22,435.00",NA,"17","Street Resurfacing Menu",2015,22435
"578","ON W 68TH ST FROM S THROOP ST (1300 W) TO S LOOMIS BLVD (1400 W) 2.00 ","94,366.00",NA,"17","Street Resurfacing Menu",2015,94366
"579","ON S MARSHFIELD AVE FROM W 78TH ST (7800 S) TO W 79TH ST (7900 S) 1.00 ","40,693.00",NA,"17","Street Resurfacing Menu",2015,40693
"580","ON S HOMAN AVE FROM W 72ND ST (7200 S) TO W 72ND PL (7230 S) 1.00 ","32,863.00",NA,"17","Street Resurfacing Menu",2015,32863
"581","ON W 72ND ST FROM S ASHLAND AVE (1600 W) TO S PAULINA ST (1700 W) 2.00 ","58,118.00",NA,"17","Street Resurfacing Menu (1-5)",2015,58118
"582","ON W 72ND ST FROM S KEDZIE AVE (3200 W) TO S CENTRAL PARK AVE (3600 W) 6.00 ","214,988.00",NA,"17","Street Resurfacing Menu (1-5)",2015,214988
"583","ON S STEWART AVE FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S) W O # : 11531700 3.00 ","1,800.00",NA,"17","Floodlight Menu",2015,1800
"584","ON S STEWART AVE FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S) W O # : 11531700 1.00 ","350.00",NA,"17","Street Light Upgrade Menu",2015,350
"585","3276 W COLUMBUS AVE 1.00 ","14,207.00",NA,"18","Alley Apron Menu",2015,14207
"586","W 73RD ST & S FAIRFIELD AVE&W 74TH ST & S WASHTENAW AVE ","31,240.00",NA,"18","Alley Resurfacing Menu (1-1)",2015,31240
"587","ON W 80TH ST FROM S LAWNDALE AVE (3700 W) TO S HAMLIN AVE (3800 W) 0.00 ","43,786.00",NA,"18","Sidewalk Menu",2015,43786
"588","ON S ST LOUIS AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S) 0.00 ","54,691.00",NA,"18","Sidewalk Menu",2015,54691
"589","ON W 75TH PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W) 0.00 ","16,017.00",NA,"18","Sidewalk Menu",2015,16017
"590","ON S WESTERN AVE FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S) 0.00 ","73,914.00",NA,"18","Sidewalk Menu",2015,73914
"591","ON W 72ND ST FROM S WESTERN AVE (2400 W) TO S ARTESIAN AVE (2430 W) 1.00 ","2,303.00",NA,"18","Street Bump Outs Menu",2015,2303
"592","ON S DRAKE AVE FROM W 85TH PL (8530 S) TO W 103RD ST (10300 S) 1.00 ","39,390.00",NA,"18","Street Resurfacing Menu",2015,39390
"593","ON W 79TH PL FROM S HAMLIN AVE (3800 W) TO S SPRINGFIELD AVE (3900 W) 1.00 ","63,435.00",NA,"18","Street Resurfacing Menu",2015,63435
"594","ON W 77TH PL FROM S RIDGEWAY AVE (3750 W) TO S HAMLIN AVE (3800 W) 1.00 ","50,261.00",NA,"18","Street Resurfacing Menu",2015,50261
"595","ON W 79TH PL FROM S TALMAN AVE (2630 W) TO S MAPLEWOOD AVE (2530 W) 1.00 ","43,145.00",NA,"18","Street Resurfacing Menu",2015,43145
"596","ON W 81ST ST FROM S SAWYER AVE (3230 W) TO S SPAULDING AVE (3300 W) 1.00 ","23,625.00",NA,"18","Street Resurfacing Menu",2015,23625
"597","ON S KENNETH AVE FROM W 84TH ST (8400 S) TO W 85TH ST (8500 S) 1.00 ","45,315.00",NA,"18","Street Resurfacing Menu",2015,45315
"598","ON W 84TH ST FROM S KOMENSKY AVE (4030 W) TO S KARLOV AVE (4100 W) 1.00 ","44,786.00",NA,"18","Street Resurfacing Menu",2015,44786
"599","ON W 72ND ST FROM S MOZART ST (2830 W) TO S SACRAMENTO AVE (3000 W) 3.00 ","129,647.00",NA,"18","Street Resurfacing Menu",2015,129647
"600","ON W 85TH PL FROM S LAWNDALE AVE (3700 W) TO S HAMLIN AVE (3800 W) 1.00 ","38,974.00",NA,"18","Street Resurfacing Menu",2015,38974
"601","ON W 79TH PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W) 1.00 ","40,622.00",NA,"18","Street Resurfacing Menu",2015,40622
"602","ON W 84TH ST FROM S SPRINGFIELD AVE (3900 W) TO S PULASKI RD (4000 W) 1.00 ","67,296.00",NA,"18","Street Resurfacing Menu",2015,67296
"603","ON W 86TH ST FROM S LAWNDALE AVE (3700 W) TO S HAMLIN AVE (3800 W) 1.00 ","51,538.00",NA,"18","Street Resurfacing Menu",2015,51538
"604","ON W 86TH ST FROM S KILPATRICK AVE (4700 W) TO S KEATING AVE (4730 W) 1.00 ","50,927.00",NA,"18","Street Resurfacing Menu",2015,50927
"605","ON W 82ND ST FROM S SAWYER AVE (3230 W) TO S SPAULDING AVE (3300 W) 1.00 ","43,846.00",NA,"18","Street Resurfacing Menu",2015,43846
"606","ON S OAKLEY AVE FROM W 73RD ST (7300 S) TO W 74TH ST (7400 S) 1.00 ","45,008.00",NA,"18","Street Resurfacing Menu (1-5)",2015,45008
"607","ON S KARLOV AVE FROM W 85TH ST (8500 S) TO W 86TH ST (8600 S) 1.00 ","45,755.00",NA,"18","Street Resurfacing Menu (1-5)",2015,45755
"608","ON S CALIFORNIA AVE FROM W 73RD ST (7300 S) TO W 74TH ST (7400 S) 1.00 ","48,621.00",NA,"18","Street Resurfacing Menu (1-5)",2015,48621
"609","ON S KILPATRICK AVE FROM W 77TH ST (7700 S) TO W 78TH ST (7800 S) 1.00 ","52,916.00",NA,"18","Street Resurfacing Menu (1-5)",2015,52916
"610","ON W 111TH ST FROM S CENTRAL PARK AVE (3600 W) TO S HOMAN AVE (3400 W) 0.00 ","42,569.00",NA,"19","Curb & Gutter Menu",2015,42569
"611","ON W 92ND ST FROM S DAMEN AVE (2000 W) TO S HAMILTON AVE (2140 W) 2.00 ","58,488.00",NA,"19","Street Resurfacing Menu",2015,58488
"612","ON S WASHTENAW AVE FROM W 114TH ST (11400 S) TO W 115TH ST (11500 S) 1.00 ","58,917.00",NA,"19","Street Resurfacing Menu",2015,58917
"613","ON S DAMEN AVE FROM W 97TH ST (9700 S) TO W 98TH ST (9800 S) 1.00 ","38,153.00",NA,"19","Street Resurfacing Menu",2015,38153
"614","ON W 96TH ST FROM S HAMILTON AVE (2131 W) TO S HOYNE AVE (2100 W) 1.00 ","18,883.00",NA,"19","Street Resurfacing Menu",2015,18883
"615","ON S TALMAN AVE FROM W 106TH ST (10600 S) TO W 107TH ST (10700 S) change order - 1.00 ","6,321.00",NA,"19","Street Resurfacing Menu",2015,6321
"616","ON W 105TH ST FROM S WALDEN PKWY (1900 W) TO S LONGWOOD DR (1940 W) 1.00 ","33,901.00",NA,"19","Street Resurfacing Menu",2015,33901
"617","ON W 117TH ST FROM S CENTRAL PARK AVE (3600 W) TO S ST LOUIS AVE (3500 W) 1.00 ","33,222.00",NA,"19","Street Resurfacing Menu",2015,33222
"618","ON W 116TH ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W) 1.00 ","51,459.00",NA,"19","Street Resurfacing Menu",2015,51459
"619","ON S LEAVITT ST FROM W 103RD ST (10300 S) TO W 104TH ST (10400 S) 1.00 ","40,989.00",NA,"19","Street Resurfacing Menu",2015,40989
"620","ON S CLAREMONT AVE FROM W 105TH ST (10500 S) TO W 106TH ST (10600 S) 1.00 ","48,548.00",NA,"19","Street Resurfacing Menu",2015,48548
"621","ON S TALMAN AVE FROM W 106TH ST (10600 S) TO W 107TH ST (10700 S) 2.00 ","65,188.00",NA,"19","Street Resurfacing Menu",2015,65188
"622","ON W 102ND ST FROM S LONGWOOD DR (1900 W) TO S SEELEY AVE (2040 W) 1.00 ","42,319.00",NA,"19","Street Resurfacing Menu",2015,42319
"623","ON S OAKLEY AVE FROM W 104TH ST (10400 S) TO W 105TH ST (10500 S) 1.00 ","51,364.00",NA,"19","Street Resurfacing Menu",2015,51364
"624","ON W 110TH PL FROM S LONGWOOD DR (2000 W) TO S HOYNE AVE (2100 W) 1.00 ","71,157.00",NA,"19","Street Resurfacing Menu",2015,71157
"625","ON W 112TH ST FROM S ROCKWELL ST (2600 W) TO S TALMAN AVE (2630 W) 1.00 ","19,519.00",NA,"19","Street Resurfacing Menu",2015,19519
"626","ON W BEVERLY GLEN PKWY FROM S PROSPECT AVE (1600 W) TO S WOOD ST (1800 W) 1.00 ","34,214.00",NA,"19","Street Resurfacing Menu",2015,34214
"627","ON W 106TH ST FROM S KEDZIE AVE (3200 W) TO S SPAULDING AVE (3300 W) 2.00 ","12,997.00",NA,"19","Street Resurfacing Menu",2015,12997
"628","ON S TRUMBULL AVE FROM W 110TH ST (11000 S) TO W 111TH ST (11100 S) 1.00 ","50,255.00",NA,"19","Street Resurfacing Menu",2015,50255
"629","ON W 114TH PL FROM S LONGWOOD DR (2100 W) TO S LOTHAIR AVE (2200 W) 1.00 ","62,664.00",NA,"19","Street Resurfacing Menu",2015,62664
"630","ON W 113TH ST FROM S WASHTENAW AVE (2700 W) TO S FAIRFIELD AVE (2730 W) 1.00 ","30,025.00",NA,"19","Street Resurfacing Menu",2015,30025
"631","ON W 104TH ST FROM S RIDGEWAY AVE (3730 W) TO S HAMLIN AVE (3800 W) 1.00 ","29,337.00",NA,"19","Street Resurfacing Menu",2015,29337
"632","ON S CLAREMONT AVE FROM W 95TH ST (9500 S) TO W 97TH ST (9700 S) 2.00 ","94,780.00",NA,"19","Street Resurfacing Menu",2015,94780
"633","ON W 116TH PL FROM S MAPLEWOOD AVE (2530 W) TO S HOMAN AVE (3400 W) 1.00 ","20,764.00",NA,"19","Street Resurfacing Menu",2015,20764
"634","ON S CHURCH ST FROM W 105TH PL (10530 S) TO W 107TH ST (10700 S) 1.00 ","68,619.00",NA,"19","Street Resurfacing Menu (1-5)",2015,68619
"635","ON W 108TH ST FROM S ARTESIAN AVE (2430 W) TO S MAPLEWOOD AVE (2530 W) 2.00 ","53,839.00",NA,"19","Street Resurfacing Menu (1-5)",2015,53839
"636","ON W 104TH ST FROM S WESTERN AVE (2400 W) TO S CLAREMONT AVE (2330 W) 1.00 ","22,248.00",NA,"19","Street Resurfacing Menu (1-5)",2015,22248
"637","ON W 107TH ST FROM S ROCKWELL ST (2560 W) TO S ARTESIAN AVE (2430 W) 3.00 ","83,841.00",NA,"19","Street Resurfacing Menu (1-5)",2015,83841
"638","ON S ALBANY AVE FROM W 103RD ST (10300 S) TO W 104TH ST (10400 S) 1.00 ","48,875.00",NA,"19","Street Resurfacing Menu (1-5)",2015,48875
"639","S PEORIA ST & W 56TH ST&S GREEN ST & W 57TH ST 1.00 ","32,718.00",NA,"20","Alley Resurfacing Menu",2015,32718
"640","S MARSHFIELD AVE & W 49TH ST&S ASHLAND AVE & W 50TH ST 1.00 ","30,272.00",NA,"20","Alley Resurfacing Menu",2015,30272
"641","S MORGAN ST & W 54TH ST&S CARPENTER ST & W GARFIELD BLVD 1.00 ","52,429.00",NA,"20","Alley Resurfacing Menu",2015,52429
"642","S CARPENTER ST & W 54TH ST&S ABERDEEN ST & W GARFIELD BLVD 1.00 ","29,141.00",NA,"20","Alley Resurfacing Menu (1-1)",2015,29141
"643","ON S EBERHART AVE FROM E 65TH ST (6500 S) TO E 66TH ST (6600 S) additional concrete work - ","12,492.00",NA,"20","Miscellaneous Other Projects",2015,12492
"644","ON S PRINCETON AVE FROM W 60TH ST (6000 S) TO W 60TH PL (6030 S) 0.00 ","20,734.00",NA,"20","Sidewalk Menu",2015,20734
"645","ON E 61ST ST FROM S DR MARTIN LUTHER KING JR DR (400 E) TO S EBERHART AVE 0.00 ","67,518.00",NA,"20","Sidewalk Menu",2015,67518
"646","ON E 68TH ST FROM S ST LAWRENCE AVE (600 E) TO S CHAMPLAIN AVE (630 E) 0.00 ","19,505.00",NA,"20","Sidewalk Menu",2015,19505
"647","ON S CHAMPLAIN AVE FROM E 67TH ST (6700 S) TO E 68TH ST (6800 S) 0.00 ","23,421.00",NA,"20","Sidewalk Menu",2015,23421
"648","ON W 52ND ST FROM S PEORIA ST (900 W) TO S HALSTED ST (800 W) 0.00 ","53,780.00",NA,"20","Sidewalk Menu",2015,53780
"649","ON E 61ST ST FROM S RHODES AVE (530 E) TO S ST LAWRENCE AVE (600 E) 0.00 ","31,058.00",NA,"20","Sidewalk Menu",2015,31058
"650","ON W 53RD ST FROM S UNION AVE (700 W) TO S HALSTED ST (800 W) 0.00 ","29,070.00",NA,"20","Sidewalk Menu",2015,29070
"651","ON S BISHOP ST FROM W 47TH ST (4700 S) TO W 48TH ST (4800 S) 0.00 ","23,913.00",NA,"20","Sidewalk Menu",2015,23913
"652","ON S VERNON AVE FROM E 63RD ST (6300 S) TO E 64TH ST (6400 S) 0.00 ","10,357.00",NA,"20","Sidewalk Menu",2015,10357
"653","ON W 53RD ST FROM S MORGAN ST (1000 W) TO S RACINE AVE (1200 W) 0.00 ","51,422.00",NA,"20","Sidewalk Menu",2015,51422
"654","ON S YALE AVE FROM W 65TH ST (6500 S) TO W 66TH ST (6600 S) 0.00 ","10,647.00",NA,"20","Sidewalk Menu",2015,10647
"655","ON S EVANS AVE FROM E 68TH ST (6800 S) TO E 69TH ST (6900 S) 0.00 ","3,849.00",NA,"20","Sidewalk Menu",2015,3849
"656","ON S KIMBARK AVE FROM E 64TH ST (6400 S) TO E 65TH ST (6500 S) 0.00 ","2,965.00",NA,"20","Sidewalk Menu",2015,2965
"657","ON W 54TH ST FROM S ABERDEEN ST (1100 W) TO S CARPENTER ST (1030 W) 0.00 ","21,230.00",NA,"20","Sidewalk Menu",2015,21230
"658","ON W 52ND ST FROM S RACINE AVE (1200 W) TO S ABERDEEN ST (1100 W) 0.00 ","28,226.00",NA,"20","Sidewalk Menu",2015,28226
"659","ON S PEORIA ST FROM W 51ST ST (5100 S) TO W 51ST PL (5130 S) 0.00 ","58,420.00",NA,"20","Sidewalk Menu",2015,58420
"660","ON S LAFLIN ST FROM W 47TH ST (4700 S) TO W 48TH ST (4800 S) 0.00 ","37,422.00",NA,"20","Sidewalk Menu",2015,37422
"661","ON S EMERALD AVE FROM W 58TH ST (5800 S) TO W 59TH ST (5900 S) 1.00 ","72,980.00",NA,"20","Street Resurfacing Menu",2015,72980
"662","ON E 68TH ST FROM S ST LAWRENCE AVE (600 E) TO S CHAMPLAIN AVE (630 E) 1.00 ","29,671.00",NA,"20","Street Resurfacing Menu",2015,29671
"663","ON S PEORIA ST FROM W 51ST PL (5130 S) TO W 51ST ST (5100 S) 1.00 ","20,877.00",NA,"20","Street Resurfacing Menu",2015,20877
"664","ON W 61ST ST FROM S STEWART AVE (400 W) TO S NORMAL BLVD (500 W) 1.00 ","63,278.00",NA,"20","Street Resurfacing Menu",2015,63278
"665","ON S BISHOP ST FROM W 50TH ST (5000 S) TO W 51ST ST (5100 S) 1.00 ","42,598.00",NA,"20","Street Resurfacing Menu",2015,42598
