"","year","ward","cost","category","program","description"
"11064",2017,14,21136.9,"Streets & Transportation","Street Resurfacing Menu ","W)"
"11065",2017,14,5267.46,"Streets & Transportation","Street Resurfacing Menu ","W)"
"11066",2017,14,54587.6,"Streets & Transportation","Street Resurfacing Menu ","ON S MEADE AVE FROM W 51ST ST (5100 S) TO W 52ND ST (5200 S)"
"11067",2017,14,98944.54,"Streets & Transportation","Street Resurfacing Menu (2018)","S)"
"11068",2017,14,7400,"Streets & Transportation","Street Speed Hump Menu ","(3200 W)"
"11069",2017,14,1850,"Streets & Transportation","Street Speed Hump Menu ","S)"
"11070",2017,14,3700,"Streets & Transportation","Street Speed Hump Menu ","S)"
"11071",2017,14,7400,"Streets & Transportation","Street Speed Hump Menu ","(3000 W)"
"11072",2017,14,1850,"Streets & Transportation","Street Speed Hump Menu ","(3030 W)"
"11073",2017,14,3700,"Streets & Transportation","Street Speed Hump Menu ","ON S FAIRFIELD AVE FROM W 54TH ST (5400 S) TO W 55TH ST (5500 S)"
"11074",2017,14,3700,"Streets & Transportation","Street Speed Hump Menu ","S)"
"11075",2017,14,3700,"Streets & Transportation","Street Speed Hump Menu ","ON S ST LOUIS AVE FROM W 53RD ST (5300 S) TO W 54TH ST (5400 S)"
"11076",2017,14,3700,"Streets & Transportation","Street Speed Hump Menu ","W)"
"11077",2017,14,1850,"Streets & Transportation","Street Speed Hump Menu ","W)"
"11078",2017,14,3700,"Streets & Transportation","Street Speed Hump Menu ","ON S MAJOR AVE FROM W 52ND ST (5200 S) TO W 53RD ST (5300 S)"
"11079",2017,15,4244.09,"Streets & Transportation","Alley Resurfacing Menu (1-1) ","S LAFLIN ST & W 46TH ST&S BISHOP ST & W 47TH ST"
"11080",2017,15,26589.44,"Streets & Transportation","Alley Resurfacing Menu ","S WINCHESTER AVE & W 47TH ST&S WOLCOTT AVE & W 48TH ST"
"11081",2017,15,700,"Streets & Transportation","Alley Speed Hump Menu ","S HOYNE AVE & W 47TH ST&S SEELEY AVE & W 48TH ST"
"11082",2017,15,2800,"Streets & Transportation","Alley Speed Hump Menu ","S SEELEY AVE & W 48TH ST&S DAMEN AVE & W 49TH ST"
"11083",2017,15,700,"Streets & Transportation","Alley Speed Hump Menu ","S DAMEN AVE & W 47TH ST&S WINCHESTER AVE & W 48TH ST"
"11084",2017,15,1400,"Streets & Transportation","Alley Speed Hump Menu ","S DAMEN AVE & W 48TH ST&S WINCHESTER AVE & W 49TH ST"
"11085",2017,15,4200,"Streets & Transportation","Alley Speed Hump Menu ","S WINCHESTER AVE & W 47TH ST&S WOLCOTT AVE & W 48TH ST"
"11086",2017,15,1400,"Streets & Transportation","Alley Speed Hump Menu ","S WINCHESTER AVE & W 48TH ST&S WOLCOTT AVE & W 49TH ST"
"11087",2017,15,2100,"Streets & Transportation","Alley Speed Hump Menu ","S WOLCOTT AVE & W 47TH ST&S HONORE ST & W 48TH ST"
"11088",2017,15,1400,"Streets & Transportation","Alley Speed Hump Menu ","S WOLCOTT AVE & W 48TH ST&S HONORE ST & W 49TH ST"
"11089",2017,15,700,"Streets & Transportation","Alley Speed Hump Menu ","S HONORE ST & W 48TH ST&S WOOD ST & W 49TH ST"
"11090",2017,15,4200,"Streets & Transportation","Alley Speed Hump Menu ","S WOOD ST & W 47TH ST&S HERMITAGE AVE & W 48TH ST"
"11091",2017,15,2800,"Streets & Transportation","Alley Speed Hump Menu ","S WOOD ST & W 48TH ST&S HERMITAGE AVE & W 49TH ST"
"11092",2017,15,3500,"Streets & Transportation","Alley Speed Hump Menu ","S HERMITAGE AVE & W 47TH ST&S PAULINA ST & W 48TH ST"
"11093",2017,15,2100,"Streets & Transportation","Alley Speed Hump Menu ","S HERMITAGE AVE & W 48TH ST&S PAULINA ST & W 49TH ST"
"11094",2017,15,2800,"Streets & Transportation","Alley Speed Hump Removal Menu ","S SEELEY AVE & W 48TH ST&S DAMEN AVE & W 49TH ST"
"11095",2017,15,27015.5,"Streets & Transportation","Diagonal Parking Menu ","S FAIRFIELD AVE & W 47TH ST"
"11096",2017,15,2700,"Lighting","Floodlight Menu ","& W POPE JOHN PAUL II DR"
"11097",2017,15,10000,"Miscellaneous","Miscellaneous Other Projects ","$10,000.00"
"11098",2017,15,24000,"Lighting","Street Light Piggy Back Only Menu ","(5700 S)"
"11099",2017,15,22953,"Lighting","Street Light Piggy Back Only Menu ","ON S PAULINA ST FROM W 59TH ST (5900 S) TO W 61ST ST (6100 S)"
"11100",2017,15,375000,"Lighting","Street Light Residential Staggered Piggy Back","47TH ST (4700 S)"
"11101",2017,15,350000,"Lighting","Street Light Residential Staggered Piggy Back","47TH ST (4700 S)"
"11102",2017,15,166000,"Lighting","Street Light Residential Staggered Piggy Back","(4700 S)"
"11103",2017,15,94329.72,"Streets & Transportation","Street Resurfacing Menu ","(5700 S)"
"11104",2017,15,96617.77,"Streets & Transportation","Street Resurfacing Menu ","(6700 S)"
"11105",2017,15,7400,"Streets & Transportation","Street Speed Hump Menu ","ON S PAULINA ST FROM W 47TH ST (4700 S) TO W 49TH ST (4900 S)"
"11106",2017,15,7400,"Streets & Transportation","Street Speed Hump Menu ","S)"
"11107",2017,15,7400,"Streets & Transportation","Street Speed Hump Menu ","ON S WOOD ST FROM W 47TH ST (4700 S) TO W 49TH ST (4900 S)"
"11108",2017,15,7400,"Streets & Transportation","Street Speed Hump Menu ","ON S HONORE ST FROM W 47TH ST (4700 S) TO W 49TH ST (4900 S)"
"11109",2017,15,7400,"Streets & Transportation","Street Speed Hump Menu ","ON S WOLCOTT AVE FROM W 47TH ST (4700 S) TO W 49TH ST (4900 S)"
"11110",2017,15,3700,"Streets & Transportation","Street Speed Hump Menu ","S)"
"11111",2017,15,3700,"Streets & Transportation","Street Speed Hump Menu ","W)"
"11112",2017,15,14800,"Streets & Transportation","Street Speed Hump Menu ","W)"
"11113",2017,15,3700,"Streets & Transportation","Street Speed Hump Menu ","ON S HOYNE AVE FROM W 47TH ST (4700 S) TO W 48TH ST (4800 S)"
"11114",2017,15,1850,"Streets & Transportation","Street Speed Hump Menu ","W)"
"11115",2017,15,25000,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","S WESTERN AVE & W 48TH PL"
"11116",2017,16,32994.29,"Streets & Transportation","Alley Resurfacing Menu (2018)","W 63RD ST & S MAPLEWOOD AVE&W 62ND ST & S CAMPBELL AVE"
"11117",2017,16,700,"Streets & Transportation","Alley Speed Hump Menu ","ST & S WINCHESTER AVE"
"11118",2017,16,1400,"Streets & Transportation","Alley Speed Hump Menu ","5316 S HAMILTON AVE"
"11119",2017,16,10000,"Beautification","50/50 Neighborhood Arts Program","$10,000.00"
"11120",2017,16,49179.06,"Streets & Transportation","Sidewalk Menu ","W)"
"11121",2017,16,2422.56,"Streets & Transportation","Sidewalk Menu ","6419 S CARPENTER ST"
"11122",2017,16,6903.89,"Streets & Transportation","Sidewalk Menu ","5136 S DAMEN AVE"
"11123",2017,16,10895.92,"Streets & Transportation","Sidewalk Menu ","5236 S DAMEN AVE"
"11124",2017,16,29228.86,"Streets & Transportation","Sidewalk Menu ","5300 S HOYNE AVE"
"11125",2017,16,29366.3,"Streets & Transportation","Sidewalk Menu ","6353-6357 S MARSHFIELD AVE"
"11126",2017,16,31603.47,"Streets & Transportation","Sidewalk Menu ","6129 S SEELEY AVE"
"11127",2017,16,107833.43,"Streets & Transportation","Sidewalk Menu ","6700 S HONORE ST"
"11128",2017,16,88297.53,"Streets & Transportation","Sidewalk Menu ","5800 S MAPLEWOOD AVE"
"11129",2017,16,108099.91,"Streets & Transportation","Sidewalk Menu ","6300 S MAPLEWOOD AVE"
"11130",2017,16,26393.87,"Streets & Transportation","Sidewalk Menu ","6200 S MOZART ST"
"11131",2017,16,79087.13,"Streets & Transportation","Sidewalk Menu ","6100 S MOZART ST"
"11132",2017,16,38273.88,"Streets & Transportation","Sidewalk Menu ","5700 S MOZART ST"
"11133",2017,16,86228.86,"Streets & Transportation","Sidewalk Menu ","5500 S FRANCISCO AVE"
"11134",2017,16,41447.84,"Streets & Transportation","Sidewalk Menu ","6200 S FRANCISCO AVE"
"11135",2017,16,102490.08,"Streets & Transportation","Sidewalk Menu ","6000 S WHIPPLE ST"
"11136",2017,16,58326.77,"Streets & Transportation","Sidewalk Menu ","W)"
"11137",2017,16,8150.77,"Streets & Transportation","Sidewalk Menu ","5236 S DAMEN AVE"
"11138",2017,16,7652.18,"Streets & Transportation","Sidewalk Menu (2018)","2015 W MARQUETTE RD"
"11139",2017,16,1468.75,"Streets & Transportation","Sidewalk Menu (2018)","1300-1302 W 64TH ST"
"11140",2017,16,30461.85,"Streets & Transportation","Sidewalk Menu (2018)","ON S PAULINA ST FROM W 57TH ST (5700 S) TO W 58TH ST (5800 S)"
"11141",2017,16,500,"Lighting","Street Light Upgrade Menu ","5638 S MORGAN ST"
"11142",2017,16,177710.58,"Streets & Transportation","Street Resurfacing Menu (1-5) ","W)"
"11143",2017,16,22242.27,"Streets & Transportation","Street Resurfacing Menu (1-5) ","(2900 W)"
"11144",2017,16,27183.63,"Streets & Transportation","Street Resurfacing Menu ","W)"
"11145",2017,16,21600.83,"Streets & Transportation","Street Resurfacing Menu ","(1930 W)"
"11146",2017,16,52203.31,"Streets & Transportation","Street Resurfacing Menu ","ON S LAFLIN ST FROM W 63RD ST (6300 S) TO W 64TH ST (6400 S)"
"11147",2017,16,7452.17,"Streets & Transportation","Street Resurfacing Menu (2018)","6600-6610 S LAFLIN ST"
"11148",2017,16,3700,"Streets & Transportation","Street Speed Hump Menu ","65TH ST (6500 S)"
"11149",2017,16,3700,"Streets & Transportation","Street Speed Hump Menu ","(6800 S):6700 S OAKLEY AVE"
"11150",2017,16,3700,"Streets & Transportation","Street Speed Hump Menu ","S):5700 S WASHTENAW AVE"
"11151",2017,16,3700,"Streets & Transportation","Street Speed Hump Menu ","ON S JUSTINE ST FROM W 65TH ST (6500 S) TO W 66TH ST (6600 S)"
"11152",2017,16,3700,"Streets & Transportation","Street Speed Hump Menu ","(6700 S)"
"11153",2017,16,3700,"Streets & Transportation","Street Speed Hump Menu ","ON S ROCKWELL ST FROM W 63RD ST (6300 S) TO W 64TH ST (6400 S)"
"11154",2017,17,15386.68,"Streets & Transportation","Alley Apron Menu ","6801 S CLAREMONT AVE"
"11155",2017,17,16259.16,"Streets & Transportation","Alley Apron Menu ","8244 S WOLCOTT AVE"
"11156",2017,17,13424.22,"Streets & Transportation","Alley Apron Menu ","8245 S WOLCOTT AVE"
"11157",2017,17,11112.67,"Streets & Transportation","Alley Apron Menu ","8242 S HONORE ST"
"11158",2017,17,10481.07,"Streets & Transportation","Alley Apron Menu (2018)","S SPAULDING AVE & W 71ST ST:3257 W 71ST ST"
"11159",2017,17,35774.65,"Streets & Transportation","Alley Resurfacing Menu (1-1) ","7050 S WASHTENAW AVE"
"11160",2017,17,24755.42,"Streets & Transportation","Alley Resurfacing Menu ","7923 S NORMAL AVE"
"11161",2017,17,15039.59,"Streets & Transportation","Alley Resurfacing Menu ","1140 W 79TH ST"
"11162",2017,17,1400,"Streets & Transportation","Alley Speed Hump Menu ","7200 S DAMEN AVE"
"11163",2017,17,1400,"Streets & Transportation","Alley Speed Hump Menu ","7200 S HOYNE AVE"
"11164",2017,17,1400,"Streets & Transportation","Alley Speed Hump Menu ","7200 S SEELEY AVE"
"11165",2017,17,165000,"Streets & Transportation","Concrete Alley Menu ","7915 S HALSTED ST"
"11166",2017,17,2179.2,"Streets & Transportation","Curb & Gutter Menu ","7533 S WOOD ST"
"11167",2017,17,10000,"Beautification","50/50 Neighborhood Arts Program","$10,000.00"
"11168",2017,17,8455.87,"Streets & Transportation","Sidewalk Menu ","3501-3507 W 72ND ST"
"11169",2017,17,3410.64,"Streets & Transportation","Sidewalk Menu ","3553 W 74TH ST"
"11170",2017,17,3969.37,"Streets & Transportation","Sidewalk Menu ","3518-3520 W 74TH ST"
"11171",2017,17,4071.39,"Streets & Transportation","Sidewalk Menu ","3455-3459 W 73RD ST"
"11172",2017,17,819.22,"Streets & Transportation","Sidewalk Menu ","7424-7426 S PEORIA ST"
"11173",2017,17,11235.09,"Streets & Transportation","Sidewalk Menu ","7259 S PAULINA ST"
"11174",2017,17,3299.6,"Streets & Transportation","Sidewalk Menu ","6940 S TALMAN AVE"
"11175",2017,17,8631.88,"Streets & Transportation","Sidewalk Menu ","7000 S HERMITAGE AVE"
"11176",2017,17,3584.82,"Streets & Transportation","Sidewalk Menu ","6629 S ALBANY AVE"
"11177",2017,17,1965.86,"Streets & Transportation","Sidewalk Menu ","6626 S ALBANY AVE"
"11178",2017,17,5947.54,"Streets & Transportation","Sidewalk Menu ","6634-6636 S ALBANY AVE"
"11179",2017,17,1000,"Lighting","Street Light Upgrade Menu ","1311 W 78TH ST:7600 S MARSHFIELD AVE"
"11180",2017,17,1500,"Lighting","Street Light Upgrade Menu ","ON S PAULINA ST FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S)"
"11181",2017,17,134818.4,"Streets & Transportation","Street Resurfacing Menu (1-5) ","7600-7900 S WOOD ST"
"11182",2017,17,47436.43,"Streets & Transportation","Street Resurfacing Menu (1-5) ","W)"
"11183",2017,17,103919.06,"Streets & Transportation","Street Resurfacing Menu ","W)"
"11184",2017,17,54439.14,"Streets & Transportation","Street Resurfacing Menu ","70TH ST (7000 S)"
"11185",2017,17,85409.11,"Streets & Transportation","Street Resurfacing Menu ","ON W 75TH PL FROM S PAULINA ST (1700 W) TO S WOOD ST (1800 W)"
"11186",2017,17,61966.03,"Streets & Transportation","Street Resurfacing Menu ","ON S NORMAL AVE FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S)"
"11187",2017,17,36367.34,"Streets & Transportation","Street Resurfacing Menu ","(1930 W)"
"11188",2017,17,36953.78,"Streets & Transportation","Street Resurfacing Menu ","(2630 W)"
"11189",2017,17,140319.8,"Streets & Transportation","Street Resurfacing Menu ","S)"
"11190",2017,17,64710.05,"Streets & Transportation","Street Resurfacing Menu ","ON W 80TH ST FROM S MAY ST (1130 W) TO S PEORIA ST (900 W)"
"11191",2017,17,49288.79,"Streets & Transportation","Street Resurfacing Menu ","S)"
"11192",2017,17,18594.66,"Streets & Transportation","Street Resurfacing Menu ","ON S HOYNE AVE FROM W 71ST ST (7100 S) TO W 71ST PL (7130 S)"
"11193",2017,17,26727.01,"Streets & Transportation","Street Resurfacing Menu ","(2000 W)"
"11194",2017,17,70146.45,"Streets & Transportation","Street Resurfacing Menu ","ON E 70TH ST FROM S BELL AVE (2230 W) TO S WESTERN AVE (2400 W)"
"11195",2017,17,3700,"Streets & Transportation","Street Speed Hump Menu ","73RD ST (7300 S)"
"11196",2017,17,3700,"Streets & Transportation","Street Speed Hump Menu ","W):1400-1500 W 72ND PL"
"11197",2017,18,6285.24,"Streets & Transportation","Alley Resurfacing Menu (1-1) (2018)","S CAMPBELL AVE & W 76TH ST&S MAPLEWOOD AVE & W 77TH ST"
"11198",2017,18,25880.06,"Streets & Transportation","Alley Resurfacing Menu (2018)","S ROCKWELL ST & W 73RD ST&S TALMAN AVE & W 74TH ST"
"11199",2017,18,56352.64,"Streets & Transportation","Curb & Gutter Menu ","(3900 W)"
"11200",2017,18,8126.85,"Streets & Transportation","Miscellaneous CDOT Projects ","7231-7233 S WESTERN AVE"
"11201",2017,18,634,"Streets & Transportation","Miscellaneous CDOT Projects ","ON N KOSTNER AVE FROM W 77TH PL (7720 S) TO W 79TH ST (7900 S)"
"11202",2017,18,10000,"Beautification","50/50 Neighborhood Arts Program","$10,000.00"
"11203",2017,18,8485.18,"Streets & Transportation","Sidewalk Menu ","2800-2810 W 81ST ST"
"11204",2017,18,113356.65,"Streets & Transportation","Sidewalk Menu ","W)"
"11205",2017,18,52210.05,"Streets & Transportation","Sidewalk Menu ","3231-3258 W 82ND ST"
"11206",2017,18,28168.08,"Streets & Transportation","Sidewalk Menu ","(3400 W)"
"11207",2017,18,73409.89,"Streets & Transportation","Sidewalk Menu ","7900-7959 S FAIRFIELD AVE"
"11208",2017,18,3322.34,"Streets & Transportation","Sidewalk Menu ","8153 S CENTRAL PARK AVE"
"11209",2017,18,39779.29,"Streets & Transportation","Sidewalk Menu ","ON S WESTERN AVE FROM W 73RD ST (7300 S) TO W 74TH ST (7400 S)"
"11210",2017,18,7466.49,"Streets & Transportation","Sidewalk Menu ","8234-8236 S TALMAN AVE"
"11211",2017,18,23652.55,"Streets & Transportation","Sidewalk Menu ","7231-7233 S WESTERN AVE"
"11212",2017,18,747.16,"Streets & Transportation","Sidewalk Menu ","2840 W 83RD ST"
"11213",2017,18,1802.69,"Streets & Transportation","Sidewalk Menu (2018)","8224 S TALMAN AVE"
"11214",2017,18,500,"Lighting","Street Light Upgrade Menu ","8222 S RICHMOND ST"
