"","description","costA","costB","ward","program","year","cost"
"944","1240 S ST LOUIS AVE ","350.00",NA,"24","Street Light Upgrade",2012,350
"945","ON MILLARD FROM W 15 ST (1500 S) TO W 16 ST (1600 S) ","1,050.00",NA,"24","Street Light Upgrade",2012,1050
"946","Tree installation - 4043 W. Harrison St. ","539.00",NA,"24","Miscellaneous Other",2012,539
"947","W 24TH ST & W COULTER ST & S LEAVITT ST & S LEAVITT 0.00 ","115,000.00",NA,"25","Concrete Alley Menu",2012,115000
"948","W 23RD ST & W 23RD PL & S HOYNE AVE & S LEAVITT ST 0.00 ","92,000.00",NA,"25","Concrete Alley Menu",2012,92000
"949","W 21ST ST & W 21ST PL & S HOYNE AVE & S LEAVITT ST 0.00 ","253,000.00",NA,"25","Concrete Alley Menu",2012,253000
"950","18th Pl/18th St/Hoyne/Leavitt ","17,691.00",NA,"25","Concrete Alley Menu",2012,17691
"951","W 23RD ST & W CERMAK RD & S LEAVITT ST & S BELL AVE 0.00 ","79,000.00",NA,"25","Concrete Alley Menu",2012,79000
"952","W 23RD ST & W COULTER ST & S SEELEY AVE & S HOYNE 0.00 ","92,000.00",NA,"25","Concrete Alley Menu",2012,92000
"953","18th St / Blue Island & Loomis decorative planter fencing ","33,443.00",NA,"25","Miscellaneous Other",2012,33443
"954","W 18TH ST & S LOOMIS BLVD planting at Independence Plaza ","2,576.00",NA,"25","Miscellaneous Other",2012,2576
"955","W 18TH ST & S LOOMIS BLVD Monument Stone Repair ","7,030.00",NA,"25","Miscellaneous Other",2012,7030
"956","W 18TH ST & S PAULINA ST Bike Racks ","1,500.00",NA,"25","Miscellaneous Other",2012,1500
"957","ON W 19TH ST FROM S BISHOP ST (1444 W) TO S LAFLIN ST 0.00 ","25,259.00",NA,"25","Sidewalk Menu",2012,25259
"958","ON W 23RD ST FROM S HOYNE AV (2100 W) TO S LEAVITT 0.00 ","2,628.00",NA,"25","Sidewalk Menu",2012,2628
"959","ON S HOYNE AVE FROM W 23 PL (2332 S) TO W 23 PL (2332 S) 0.00 ","5,118.00",NA,"25","Sidewalk Menu",2012,5118
"960","ON W 18TH ST FROM S PAULINA ST (1700 W) TO S WOOD ST 0.00 ","11,634.00",NA,"25","Sidewalk Menu",2012,11634
"961","ON S BLUE ISLAND AVE FROM W 18 ST (1800 S) TO W 18 ST 0.00 ","9,305.00",NA,"25","Sidewalk Menu",2012,9305
"962","ON W 22ND PL FROM S HOYNE AV (2100 W) TO S LEAVITT 0.00 ","16,217.00",NA,"25","Sidewalk Menu",2012,16217
"963","ON W VERNON PARK PL FROM S MORGAN ST (950 W) TO S 3.00 ","106,728.00",NA,"25","Street Resurfacing Menu",2012,106728
"964","ON S CARPENTER ST FROM W POLK ST (800 S) TO W 2.00 ","55,597.00",NA,"25","Street Resurfacing Menu",2012,55597
"965","ON W 16TH ST FROM S ASHLAND AV (1600 W) TO S PAULINA 1.00 ","3,700.00",NA,"25","Street Speed Hump Menu",2012,3700
"966","ON SANGAMON FROM W 21 ST (2100 S) TO W CULLERTON ","3,000.00",NA,"25","Floodlight Menu",2012,3000
"967","927 W CULLERTON ST ","350.00",NA,"25","Street Light Upgrade",2012,350
"968","Claremont Playlot Park ","75,000.00",NA,"25","Chicago Park District",2012,75000
"969","Sheridan Park - 2012 (TPC = ","185,000) , 2013 menu ","9,724.00","25","Chicago Park District",2012,9724
"970","Harrison Park - Athletic Field ","100,000.00",NA,"25","Chicago Park District",2012,100000
"971","958 W. Cullerton ","22,500.00",NA,"25","High Definition Camera",2012,22500
"972","1858 W. 17th St. ","22,500.00",NA,"25","High Definition Camera",2012,22500
"973","1758 W. Cermak ","22,500.00",NA,"25","High Definition Camera",2012,22500
"974","Plaza Tenochtitlan - CPAG ","85,000.00",NA,"25","Miscellaneous Other",2012,85000
"975","Benito Juarez High School - public art ","50,000.00",NA,"25","School Projects",2012,50000
"976","W POTOMAC AVE & W GRAND AVE & N LAWNDALE AVE & 0.00 ","21,323.00",NA,"26","Alley Resurfacing Menu",2012,21323
"977","ON N MAPLEWOOD AVE FROM W DIVISION ST (1200 N) TO 0.00 ","6,006.00",NA,"26","Curb & Gutter Menu",2012,6006
"978","ON W LE MOYNE ST FROM N KEDZIE AV (3200 W) TO N 0.00 ","113,943.00",NA,"26","Curb & Gutter Menu",2012,113943
"979","ON W REFECTORY DR FROM W HUMBOLT DR TO W 0.00 ","78,593.00",NA,"26","Curb & Gutter Menu",2012,78593
"980","N RIDGEWAY AVE & W ARMITAGE AVE 1.00 ","960.00",NA,"26","In-Road ""State Law Stop",2012,960
"981","N MONTICELLO AVE & W ARMITAGE AVE 0.00 ","800.00",NA,"26","In-Road ""State Law Stop",2012,800
"982","W ARMITAGE AVE & N LAWNDALE AVE 1.00 ","950.00",NA,"26","In-Road ""State Law Stop",2012,950
"983","N CALIFORNIA AVE & W CRYSTAL ST 0.00 ","410.00",NA,"26","In-Road ""State Law Stop",2012,410
"984","N KEDZIE AVE & W EVERGREEN AVE In-Road Signs ","191.00",NA,"26","Miscellaneous Other",2012,191
"985","ON N KEDZIE AVE FROM W NORTH AVE (1600 N) TO W ","1,200.00",NA,"26","Miscellaneous Other",2012,1200
"986","Division Street Gateways ","45,711.00",NA,"26","Miscellaneous Other",2012,45711
"987","ON W HIRSCH ST FROM N MONTICELLO AV (3626 W) TO N 1.00 ","27,060.00",NA,"26","Street Resurfacing Menu",2012,27060
"988","ON N LEAVITT ST FROM W OHIO ST (600 N) TO W RACE AV 1.00 ","14,584.00",NA,"26","Street Resurfacing Menu",2012,14584
"989","ON W POTOMAC AVE FROM N HOMAN AV (3400 W) TO N 2.00 ","62,545.00",NA,"26","Street Resurfacing Menu",2012,62545
"990","ON N FRANCISCO AVE FROM W CORTEZ ST (1036 N) TO W 1.00 ","24,876.00",NA,"26","Street Resurfacing Menu",2012,24876
"991","ON N ALBANY AVE FROM W WABANSIA AV (1700 N) TO W 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2012,3700
"992","ON W BEACH AVE FROM N HOMAN AV (3400 W) TO N ST 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2012,3700
"993","ON N MONTICELLO AVE FROM W CORTLAND ST (1900 N) TO 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2012,3700
"994","ON N MONTICELLO AVE FROM W LE MOYNE ST (1500 N) TO 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2012,3700
"995","ON W POTOMAC AVE FROM N ROCKWELL ST (2600 W) TO N 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2012,3700
"996","W GRAND AVE & W DIVISION ST ","70,000.00",NA,"26","Left-Turn Arrow Menu",2012,70000
"997","N CENTRAL PARK & W DIVISION ST ","70,000.00",NA,"26","Left-Turn Arrow Menu",2012,70000
"998","W NORTH AVE & N HOMAN BLVD ","70,000.00",NA,"26","Left-Turn Arrow Menu",2012,70000
"999","ON ROCKWELL FROM W DIVISION ST (1200 N) TO W NORTH ","256,000.00",NA,"26","Street Light Residential",2012,256000
"1000","ON EVERGREEN FROM N ROCKWELL ST (2600 W) TO N ","128,000.00",NA,"26","Street Light Residential",2012,128000
"1001","ON MOZART FROM W AUGUSTA BV (1000 N) TO W ","128,000.00",NA,"26","Street Light Residential",2012,128000
"1002","3756 W CORTLAND ST ","350.00",NA,"26","Street Light Upgrade",2012,350
"1003","ON EVERGREEN FROM N ROCKWELL ST (2600 W) TO N ","2,100.00",NA,"26","Street Light Upgrade",2012,2100
"1004","3506 W WABANSIA AVE ","350.00",NA,"26","Street Light Upgrade",2012,350
"1005","ON MONTICELLO FROM W POTOMAC AV (1300 N) TO W ","1,750.00",NA,"26","Street Light Upgrade",2012,1750
"1006","ON KIMBALL FROM W WABANSIA AV (1700 N) TO W ","3,200.00",NA,"26","Street Light Upgrade",2012,3200
"1007","Humboldt Park - concrete slabs for food trucks ","150,000.00",NA,"26","Chicago Park District",2012,150000
"1008","Northwest corner of Kedzie and Evergreen ","22,500.00",NA,"26","High Definition Camera",2012,22500
"1009","N CARPENTER ST & W HURON ST&N MILWAUKEE AVE & N 1.00 ","700.00",NA,"27","Alley Speed Hump Menu",2012,700
"1010","N ST LOUIS AVE & N DRAKE AVE & W THOMAS ST & W 1.00 ","700.00",NA,"27","Alley Speed Hump Menu",2012,700
"1011","N ABERDEEN ST & N CARPENTER ST & W CARROLL AVE & 0.00 ","150,000.00",NA,"27","Concrete Alley Menu",2012,150000
"1012","N SANGAMON ST & DEAD END & W WASHINGTON BLVD & 0.00 ","78,000.00",NA,"27","Concrete Alley Menu",2012,78000
"1013","W THOMAS ST & W CORTEZ ST & N MILWAUKEE AVE & N 0.00 ","291,000.00",NA,"27","Concrete Alley Menu",2012,291000
"1014","ON W CHICAGO AVE FROM N WELLS ST (200 W) TO N 0.00 ","18,807.00",NA,"27","Sidewalk Menu",2012,18807
"1015","ON N CARPENTER ST FROM N MILWAUKEE AV (742 N) TO W 0.00 ","66,407.00",NA,"27","Sidewalk Menu",2012,66407
"1016","ON N ALBANY AVE FROM W FULTON BV (300 N) TO W 0.00 ","22,605.00",NA,"27","Sidewalk Menu",2012,22605
"1017","ON W THOMAS ST FROM N ST LOUIS AV (3500 W) TO N 0.00 ","18,226.00",NA,"27","Sidewalk Menu",2012,18226
"1018","ON W HARRISON ST FROM S SACRAMENTO BLVD (3000 W) 0.00 ","1,590.00",NA,"27","Sidewalk Menu",2012,1590
"1019","ON N HAMLIN AVE FROM W THOMAS ST (1100 N) TO W 1.00 ","53,802.00",NA,"27","Street Resurfacing Menu",2012,53802
"1020","ON W INSTITUTE PL FROM N FRANKLIN ST (300 W) TO N 1.00 ","44,143.00",NA,"27","Street Resurfacing Menu",2012,44143
"1021","ON N MONTICELLO AVE FROM W THOMAS ST (1100 N) TO 1.00 ","3,700.00",NA,"27","Street Speed Hump Menu",2012,3700
"1022","ON N LAWNDALE AVE FROM W OHIO ST (600 N) TO W 1.00 ","3,700.00",NA,"27","Street Speed Hump Menu",2012,3700
"1023","N SPRINGFIELD AVE & W POTOMAC AVE ","3,500.00",NA,"27","Street Light Arterial",2012,3500
"1024","ON MADISON FROM S ASHLAND AV (1600 W) TO S ","1,624.00",NA,"27","Street Light Pole Painting",2012,1624
"1025","ON HAMLIN FROM W FERDINAND ST (500 N) TO W OHIO ST ","64,000.00",NA,"27","Street Light Residential",2012,64000
"1026","ON MONTICELLO FROM W OHIO ST (600 N) TO W HURON ST ","72,000.00",NA,"27","Street Light Residential",2012,72000
"1027","ON FULTON FROM N SACRAMENTO BV (3000 W) TO N ","128,000.00",NA,"27","Street Light Residential",2012,128000
"1028","ON HOMAN FROM W OHIO ST (600 N) TO W HURON ST (700 ","128,000.00",NA,"27","Street Light Residential",2012,128000
"1029","ON CENTRAL PARK FROM W AUGUSTA BV (1000 N) TO W ","144,000.00",NA,"27","Street Light Residential",2012,144000
"1030","2824 W WALNUT ST ","350.00",NA,"27","Street Light Upgrade",2012,350
"1031","ON N RIDGEWAY AVE FROM W OHIO ST (600 N) TO W 5.00 ","1,750.00",NA,"27","Street Light Upgrade",2012,1750
"1032","ON N HAMLIN AVE FROM W OHIO ST (600 N) TO W 5.00 ","2,000.00",NA,"27","Street Light Upgrade",2012,2000
"1033","ON MADISON FROM S ASHLAND AV (1600 W) TO S ","10,000.00",NA,"27","Street Light Upgrade",2012,10000
"1034","ON MADISON FROM S ASHLAND AV (1600 W) TO S ","10,600.00",NA,"27","Traffic Equipment",2012,10600
"1035","ON S KILBOURN AVE FROM S TO W WILCOX ST (120 S) 1.00 ","11,220.00",NA,"28","Alley Apron Menu",2012,11220
"1036","ON S KILDARE AVE FROM 310 S TO W JACKSON BLVD (300 1.00 ","13,527.00",NA,"28","Alley Apron Menu",2012,13527
"1037","ON S SPRINGFIELD AVE FROM 140 S TO W WILCOX ST (130 0.00 ","9,035.00",NA,"28","Alley Apron Menu",2012,9035
"1038","N HAMLIN BLVD & N HARDING AVE & W MAYPOLE AVE & 1.00 ","80,650.00",NA,"28","Alley Resurfacing Menu",2012,80650
"1039","W WEST END AVE & W WASHINGTON BLVD & N KOSTNER 1.00 ","2,862.00",NA,"28","Alley Resurfacing Menu",2012,2862
"1040","N HAMLIN BLVD & N PULASKI RD & W WEST END AVE & W 1.00 ","80,674.00",NA,"28","Alley Resurfacing Menu",2012,80674
"1041","W JACKSON BLVD & W VAN BUREN ST & S CHRISTIANA 1.00 ","9,678.00",NA,"28","Alley Resurfacing Menu",2012,9678
"1042","N HAMLIN BLVD & N PULASKI RD & W WEST END AVE & W 1.00 ","42,836.00",NA,"28","Alley Resurfacing Menu",2012,42836
"1043","ON W WILCOX ST FROM S KILDARE AV (4300 W) TO S 0.00 ","117,224.00",NA,"28","Curb & Gutter Menu",2012,117224
"1044","ON W WASHINGTON BLVD FROM N LOCKWOOD AV (5300 0.00 ","89,628.00",NA,"28","Curb & Gutter Menu",2012,89628
"1045","ON S ALBANY AVE FROM W POLK ST (810 S) TO W 0.00 ","31,782.00",NA,"28","Curb & Gutter Menu",2012,31782
"1046","ON W JACKSON BLVD FROM S KILPATRICK AV (4700 W) TO 0.00 ","40,303.00",NA,"28","Curb & Gutter Menu",2012,40303
"1047","ON S ALBANY AVE FROM W ROOSEVELT RD (1200 S) TO W 0.00 ","53,460.00",NA,"28","Curb & Gutter Menu",2012,53460
"1048","ON W RACE AVE FROM N CICERO AVE (4800 W) TO N 0.00 ","566.00",NA,"28","Sidewalk Menu",2012,566
"1049","ON W RACE AVE FROM N KILPATRICK AV (4700 W) TO N 0.00 ","1,432.00",NA,"28","Sidewalk Menu",2012,1432
"1050","ON W LEXINGTON ST FROM S SACRAMENTO BV (3000 W) 0.00 ","585.00",NA,"28","Sidewalk Menu",2012,585
"1051","ON S CLAREMONT AVE FROM W POLK ST (800 S) TO W 2.00 ","66,042.00",NA,"28","Street Resurfacing Menu",2012,66042
"1052","ON W MAYPOLE AVE FROM N CICERO AV (4800 W) TO N 4.00 ","66,311.00",NA,"28","Street Resurfacing Menu",2012,66311
"1053","ON W QUINCY ST FROM S LARAMIE AV (5200 W) TO S 1.00 ","45,210.00",NA,"28","Street Resurfacing Menu",2012,45210
"1054","ON W WILCOX ST FROM S KOSTNER AV (4400 W) TO S 1.00 ","70,386.00",NA,"28","Street Resurfacing Menu",2012,70386
"1055","ON N LOREL AVE FROM W MADISON ST (0 N) TO W 1.00 ","56,383.00",NA,"28","Street Resurfacing Menu",2012,56383
"1056","ON N LONG AVE FROM W WEST END AV (152 N) TO W 1.00 ","51,841.00",NA,"28","Street Resurfacing Menu",2012,51841
"1057","ON N KILBOURN AVE FROM W MAYPOLE AV (200 N) TO W 1.00 ","25,177.00",NA,"28","Street Resurfacing Menu",2012,25177
"1058","ON N CENTRAL PARK AVE FROM W LAKE ST (220 N) TO W 1.00 ","55,897.00",NA,"28","Street Resurfacing Menu",2012,55897
"1059","ON N LECLAIRE AVE FROM W KINZIE ST (410 N) TO W 1.00 ","38,477.00",NA,"28","Street Resurfacing Menu",2012,38477
"1060","ON W ADAMS ST FROM S PULASKI RD (4000 W) TO S 4.00 ","212,110.00",NA,"28","Street Resurfacing Menu",2012,212110
"1061","ON W HURON ST FROM N KILPATRICK AV (4700 W) TO N 1.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2012,3700
"1062","ON N LEAMINGTON AVE FROM W WEST END AVE (150 N) 1.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2012,3700
"1063","ON KENTON FROM W MADISON ST (0 N) TO W WEST END ","2,000.00",NA,"28","Floodlight Menu",2012,2000
"1064","N LA CROSSE AVE & W MAYPOLE AVE ","1,000.00",NA,"28","Floodlight Menu",2012,1000
"1065","ON KENTON FROM W MADISON ST (0 N) TO W JACKSON BV ","2,000.00",NA,"28","Floodlight Menu",2012,2000
"1066","ON KENTON FROM W MONROE ST (100 S) TO W WILCOX ST ","1,500.00",NA,"28","Floodlight Menu",2012,1500
"1067","ON CONGRESS FROM S HAMLIN BV (3752 W) TO S PULASKI ","3,600.00",NA,"28","Street Light Pole Painting",2012,3600
"1068","ON MOZART FROM W FILLMORE ST (1028 S) TO W ","1,400.00",NA,"28","Street Light Upgrade",2012,1400
"1069","ON FILLMORE FROM S CALIFORNIA AV (2800 W) TO S ","2,450.00",NA,"28","Street Light Upgrade",2012,2450
"1070","ON FRANCISCO FROM W FILLMORE ST (1028 S) TO W ","1,400.00",NA,"28","Street Light Upgrade",2012,1400
"1071","ON KENTON FROM W MADISON ST (0 N) TO W WEST END ","350.00",NA,"28","Street Light Upgrade",2012,350
"1072","259 N PULASKI RD ","3,850.00",NA,"28","Street Light Upgrade",2012,3850
"1073","ON CONGRESS FROM S HAMLIN BV (3752 W) TO S PULASKI ","4,800.00",NA,"28","Street Light Upgrade",2012,4800
"1074","ON WILCOX FROM S KEELER AV (4200 W) TO S KOSTNER ","2,450.00",NA,"28","Street Light Upgrade",2012,2450
"1075","ON CALIFORNIA FROM W FILLMORE ST (1028 S) TO W ","2,000.00",NA,"28","Street Light Upgrade",2012,2000
"1076","4549 W WEST END AVE ","350.00",NA,"28","Street Light Upgrade",2012,350
"1077","3858 W MADISON ST ","350.00",NA,"28","Street Light Upgrade",2012,350
"1078","3844 W MADISON ST ","350.00",NA,"28","Street Light Upgrade",2012,350
"1079","4530 W WILCOX ST ","350.00",NA,"28","Street Light Upgrade",2012,350
"1080","Relocate POD camera from Kostner & Monroe to Kostner & Wilcox ","1,800.00",NA,"28","High Definition Camera",2012,1800
"1081","Relocate POD camera from 3502 W. Carroll to Walnut & St. Louis ","1,800.00",NA,"28","High Definition Camera",2012,1800
"1082","Relocate POD camera from 2710 W. Harrison to 3000 W. Harrison ","1,800.00",NA,"28","High Definition Camera",2012,1800
"1083","Relocate POD camera from 4701 W. Superior to Van Buren & ","1,800.00",NA,"28","High Definition Camera",2012,1800
"1084","Relocate POD camera from 3902 W. Gladys to 3858 W. Jackson ","1,800.00",NA,"28","High Definition Camera",2012,1800
"1085","S PARKSIDE AVE & S WALLER AVE & W MADISON ST & W 0.00 ","73,706.00",NA,"29","Alley Resurfacing Menu",2012,73706
"1086","S MAYFIELD AVE & S MENARD AVE & W MADISON ST & W 0.00 ","69,652.00",NA,"29","Alley Resurfacing Menu",2012,69652
"1087","S MAYFIELD AVE & S MASON AVE & W FILLMORE ST & W 0.00 ","48,031.00",NA,"29","Alley Resurfacing Menu",2012,48031
"1088","N MAYFIELD AVE & N MASON AVE & W AUGUSTA BLVD & 0.00 ","54,775.00",NA,"29","Alley Resurfacing Menu",2012,54775
"1089","S CENTRAL AVE & S LOTUS AVE & W ADAMS ST & W 0.00 ","63,594.00",NA,"29","Alley Resurfacing Menu",2012,63594
"1090","N MONITOR AVE & N MENARD AVE & W LE MOYNE ST & W 0.00 ","33,201.00",NA,"29","Alley Resurfacing Menu",2012,33201
"1091","N MASSASOIT AVE & W DIVISION ST & N MENARD AVE & W 1.00 ","1,400.00",NA,"29","Alley Speed Hump Menu",2012,1400
"1092","W NORTH AVE & N NARRAGANSETT AVE & N MOBILE AVE 1.00 ","1,400.00",NA,"29","Alley Speed Hump Menu",2012,1400
"1093","ON WASHINGTON FROM N MAYFIELD AV (5850 W) TO N 0.00 ","16,396.00",NA,"29","Curb & Gutter Menu",2012,16396
"1094","ON W WASHINGTON BLVD FROM N MAYFIELD AV (5850 W) 0.00 ","52,946.00",NA,"29","Curb & Gutter Menu",2012,52946
"1095","ON W ERIE ST FROM N MENARD AV (5800 W) TO N 0.00 ","1,761.00",NA,"29","Sidewalk Menu",2012,1761
"1096","ON N AUSTIN BLVD FROM W HIRSCH ST (1400 N) TO W LE 0.00 ","33,730.00",NA,"29","Sidewalk Menu",2012,33730
"1097","ON W ERIE ST FROM N MAYFIELD AV (5850 W) TO N 0.00 ","451.00",NA,"29","Sidewalk Menu",2012,451
"1098","ON W THOMAS ST FROM N MASON AV (5932 W) TO N 1.00 ","18,660.00",NA,"29","Street Resurfacing Menu",2012,18660
"1099","ON W BLOOMINGDALE AVE FROM N MEADE AV (6100 W) 0.50 ","46,052.00",NA,"29","Street Resurfacing Menu",2012,46052
"1100","ON W HURON ST FROM N PARKSIDE AV (5632 W) TO N 1.00 ","34,296.00",NA,"29","Street Resurfacing Menu",2012,34296
"1101","ON S MASON AVE FROM W MADISON ST (0 N) TO W ADAMS 1.00 ","59,595.00",NA,"29","Street Resurfacing Menu",2012,59595
"1102","ON W POTOMAC AVE FROM N WALLER AV (5700 W) TO N 0.50 ","17,220.00",NA,"29","Street Resurfacing Menu",2012,17220
"1103","ON W BLOOMINGDALE AVE FROM N AUSTIN AV (6000 W) 0.50 ","27,116.00",NA,"29","Street Resurfacing Menu",2012,27116
"1104","ON W POTOMAC AVE FROM N PARKSIDE AV (5632 W) TO N 0.50 ","17,313.00",NA,"29","Street Resurfacing Menu",2012,17313
"1105","ON W IOWA ST FROM N CENTRAL AV (5600 W) TO N 0.50 ","34,225.00",NA,"29","Street Resurfacing Menu",2012,34225
"1106","ON W BLOOMINGDALE AVE FROM N MCVICKER AV (6032 0.50 ","26,185.00",NA,"29","Street Resurfacing Menu",2012,26185
"1107","ON N MELVINA AVE FROM W WRIGHTWOOD AV (2600 N) TO 1.00 ","39,373.00",NA,"29","Street Resurfacing Menu",2012,39373
"1108","ON N MAYFIELD AVE FROM W AUGUSTA BV (1000 N) TO W 1.00 ","75,969.00",NA,"29","Street Resurfacing Menu",2012,75969
"1109","ON S LEAMINGTON AVE FROM W VAN BUREN ST (420 S) TO 1.00 ","19,549.00",NA,"29","Street Resurfacing Menu",2012,19549
"1110","ON N MASSASOIT AVE FROM W IOWA ST (900 N) TO W 1.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2012,3700
"1111","ON PARKSIDE FROM W CHICAGO AV (800 N) TO W HURON ","96,000.00",NA,"29","Street Light Residential",2012,96000
"1112","ON MASSASOIT FROM W AUGUSTA BV (1000 N) TO W ","128,000.00",NA,"29","Street Light Residential",2012,128000
"1113","ON MENARD FROM W AUGUSTA BV (1000 N) TO W ","128,000.00",NA,"29","Street Light Residential",2012,128000
"1114","ON WALLER FROM W CHICAGO AV (800 N) TO W HURON ST ","96,000.00",NA,"29","Street Light Residential",2012,96000
"1115","1639 N NARRAGANSETT AVE ","350.00",NA,"29","Street Light Upgrade",2012,350
"1116","ON W ROSCOE ST FROM 4141 W TO N KEDVALE AV (4127 W) 1.00 ","9,017.00",NA,"30","Alley Apron Menu",2012,9017
"1117","ON W GEORGE ST FROM 3614 W TO N CENTRAL PARK AV 1.00 ","9,722.00",NA,"30","Alley Apron Menu",2012,9722
"1118","ON N LOWELL AVE FROM 3416 N TO W ROSCOE ST (3400 N) 1.00 ","9,256.00",NA,"30","Alley Apron Menu",2012,9256
"1119","ON W ADDISON ST FROM 4116 W TO N KEDVALE AV (4120 1.00 ","9,608.00",NA,"30","Alley Apron Menu",2012,9608
"1120","N PULASKI RD & N SPRINGFIELD AVE & W ADDISON ST & W 0.00 ","43,970.00",NA,"30","Alley Resurfacing Menu",2012,43970
"1121","N KILDARE AVE & N KEELER AVE & W SCHOOL ST & W 0.00 ","17,906.00",NA,"30","Alley Resurfacing Menu",2012,17906
"1122","N KEELER AVE & N TRIPP AVE & W NORTH AVE & W 0.00 ","48,043.00",NA,"30","Alley Resurfacing Menu",2012,48043
"1123","N KARLOV AVE & N KEDVALE AVE & W BLOOMINGDALE 0.00 ","3,029.00",NA,"30","Alley Resurfacing Menu",2012,3029
"1124","N KEELER AVE & N TRIPP AVE & W BLOOMINGDALE AVE & 0.00 ","49,837.00",NA,"30","Alley Resurfacing Menu",2012,49837
"1125","N KEYSTONE AVE & N PULASKI RD & W ARMITAGE AVE & 0.00 ","45,276.00",NA,"30","Alley Resurfacing Menu",2012,45276
"1126","N HARDING AVE & N PULASKI RD & W CORTLAND ST & W 0.00 ","27,256.00",NA,"30","Alley Resurfacing Menu",2012,27256
"1127","N CICERO AVE & N KEATING AVE & W ADDISON ST & W 0.00 ","25,926.00",NA,"30","Alley Resurfacing Menu",2012,25926
"1128","N LUNA AVE & N LINDER AVE & W BELMONT AVE & W 0.00 ","700.00",NA,"30","Alley Speed Hump Menu",2012,700
"1129","N KENTON AVE & N KOLMAR AVE & W ROSCOE ST & W 1.00 ","1,400.00",NA,"30","Alley Speed Hump Menu",2012,1400
"1130","N KEELER AVE & N TRIPP AVE & W PALMER & W DICKENS 1.00 ","700.00",NA,"30","Alley Speed Hump Menu",2012,700
"1131","ON W BARRY AVE FROM N MONITOR AV (5832 W) TO N 0.00 ","11,573.00",NA,"30","Curb & Gutter Menu",2012,11573
"1132","ON W CORNELIA AVE FROM N LOWELL AV (4332 W) TO N 0.00 ","11,386.00",NA,"30","Curb & Gutter Menu",2012,11386
"1133","ON N MENARD AVE FROM W WELLINGTON AV (3000 N) TO 0.00 ","2,642.00",NA,"30","Curb & Gutter Menu",2012,2642
"1134","ON N AVERS AVE FROM W GRAND AV (1316 N) TO W 0.00 ","2,996.00",NA,"30","Curb & Gutter Menu",2012,2996
"1135","ON N LAWNDALE AVE FROM W SCHOOL ST (3300 N) TO W 0.00 ","17,534.00",NA,"30","Curb & Gutter Menu",2012,17534
"1136","N MILWAUKEE AVE & N SPRINGFIELD AVE 1.00 ","550.00",NA,"30","In-Road ""State Law Stop",2012,550
"1137","N MILWAUKEE AVE & N LAWNDALE AVE 1.00 ","550.00",NA,"30","In-Road ""State Law Stop",2012,550
"1138","N CICERO AVE & W CORNELIA AVE pavement markings ","314.00",NA,"30","Miscellaneous Other",2012,314
"1139","N MILWAUKEE AVE & N SPRINGFIELD AVE 0.00 ","22,062.00",NA,"30","Pedestrian Refuge Island",2012,22062
"1140","ON W GEORGE ST FROM N HARDING AV (3932 W) TO N 0.00 ","3,958.00",NA,"30","Sidewalk Menu",2012,3958
"1141","ON W ROSCOE ST FROM N LOWELL AV (4332 W) TO N 0.00 ","2,251.00",NA,"30","Sidewalk Menu",2012,2251
"1142","ON N KILPATRICK AVE FROM W ROSCOE ST (3400 N) TO W 0.00 ","1,220.00",NA,"30","Sidewalk Menu",2012,1220
"1143","ON MONITOR FROM W WELLINGTON AV (3000 N) TO W 0.00 ","10,350.00",NA,"30","Sidewalk Menu",2012,10350
"1144","ON N KILBOURN AVE FROM W CORNELIA AV (3500 N) TO W 0.00 ","14,109.00",NA,"30","Sidewalk Menu",2012,14109
"1145","ON N DAVLIN CT FROM W BARRY AV (3070 N) TO N 0.00 ","78,534.00",NA,"30","Sidewalk Menu",2012,78534
"1146","ON W WELLINGTON AVE FROM N HAMLIN AV (3760 W) TO 0.00 ","8,644.00",NA,"30","Sidewalk Menu",2012,8644
"1147","ON N MONITOR AVE FROM W SCHUBERT AV (2700 N) TO W 0.00 ","1,372.00",NA,"30","Sidewalk Menu",2012,1372
"1148","ON N RIDGEWAY AVE FROM N MILWAUKEE AV (3077 N) TO 0.00 ","30,165.00",NA,"30","Sidewalk Menu",2012,30165
"1149","ON N MASON AVE FROM W GEORGE ST (2900 N) TO W 0.00 ","86,833.00",NA,"30","Sidewalk Menu",2012,86833
"1150","ON N PULASKI RD FROM W DICKENS AV (2100 N) TO W 0.00 ","14,915.00",NA,"30","Sidewalk Menu",2012,14915
"1151","ON MANGO FROM W BARRY AV (3100 N) TO W BELMONT 0.00 ","28,765.00",NA,"30","Sidewalk Menu",2012,28765
"1152","ON N TRIPP AVE FROM W ROSCOE ST (3400 N) TO N 0.00 ","88,611.00",NA,"30","Sidewalk Menu",2012,88611
"1153","ON N MARMORA AVE FROM W SCHUBERT AVE (2700 N) TO 0.00 ","3,375.00",NA,"30","Sidewalk Menu",2012,3375
