"","description","costA","costB","ward","program","year","cost"
"728","ON E 66TH ST FROM S WABASH AV (38 E) TO S INDIANA AV 1.00 ","5,550.00",NA,"20","Street Speed Hump Menu",2012,5550
"729","ON W 53RD PL FROM S HALSTED ST (800 W) TO S PEORIA ST 1.00 ","3,700.00",NA,"20","Street Speed Hump Menu",2012,3700
"730","ON S BISHOP ST FROM W 47 ST (4700 S) TO W 49 ST (4900 S) 2.00 ","7,400.00",NA,"20","Street Speed Hump Menu",2012,7400
"731","5634 S MICHIGAN AVE ","500.00",NA,"20","Floodlight Menu",2012,500
"732","ON KIMBARK FROM E 61 ST (6100 S) TO E MARQUETTE RD ","12,800.00",NA,"20","Street Light Residential",2012,12800
"733","ON DREXEL FROM E 65 ST (6500 S) TO E 67 ST (6700 S) ","44,800.00",NA,"20","Street Light Residential",2012,44800
"734","ON KENWOOD FROM E 61 ST (6100 S) TO E 64 ST (6400 S) ","19,200.00",NA,"20","Street Light Residential",2012,19200
"735","ON W 96TH ST FROM 1254 W TO S THROOP ST (1300 W) 1.00 ","13,777.00",NA,"21","Alley Apron Menu",2012,13777
"736","S HALSTED ST & S GREEN ST & W 90TH ST & W 91ST ST 0.00 ","6,774.00",NA,"21","Alley Resurfacing Menu",2012,6774
"737","W 95TH PL & W 95TH ST & S RACINE AVE & N THROOP ST 0.00 ","26,558.00",NA,"21","Alley Resurfacing Menu",2012,26558
"738","ON S EMERALD AVE FROM W 88 ST (8800 S) TO W 89 ST (8900 0.00 ","100,155.00",NA,"21","Curb & Gutter Menu",2012,100155
"739","ON W 86TH ST FROM S MORGAN ST (1000 W) TO S 0.00 ","2,236.00",NA,"21","Curb & Gutter Menu",2012,2236
"740","ON S UNION AVE FROM S VINCENNES AV (8552 S) TO W 86 0.00 ","18,768.00",NA,"21","Curb & Gutter Menu",2012,18768
"741","ON W 84TH ST FROM S JUSTINE ST (1522 W) TO S ASHLAND 0.00 ","9,325.00",NA,"21","Curb & Gutter Menu",2012,9325
"742","ON S YALE AVE FROM W 98 ST (9800 S) TO Dead End (8150 S) 0.00 ","19,486.00",NA,"21","Curb & Gutter Menu",2012,19486
"743","ON S THROOP ST FROM W 96 ST (9604 S) TO W 95 ST (9500 S) 0.00 ","53,405.00",NA,"21","Curb & Gutter Menu",2012,53405
"744","ON S BISHOP ST FROM W 85 ST (8500 S) TO W 86 ST (8600 S) 0.00 ","2,559.00",NA,"21","Sidewalk Menu",2012,2559
"745","ON W 86TH PL FROM S SUMMIT AV (832 W) TO S 0.00 ","41,876.00",NA,"21","Sidewalk Menu",2012,41876
"746","ON S THROOP ST FROM W 96 ST (9604 S) TO W 95 PL (9532 S) 0.00 ","27,007.00",NA,"21","Sidewalk Menu",2012,27007
"747","ON W 95TH ST FROM S RACINE AV (1200 W) TO S RACINE AV 0.00 ","57,400.00",NA,"21","Sidewalk Menu",2012,57400
"748","ON W 93RD ST FROM S MAY ST (1132 W) TO S RACINE AV 0.00 ","34,203.00",NA,"21","Sidewalk Menu",2012,34203
"749","ON W 95TH ST FROM S ADA ST (1332 W) TO S THROOP ST 0.00 ","6,758.00",NA,"21","Sidewalk Menu",2012,6758
"750","ON S ABERDEEN ST FROM W 93 ST (9300 S) TO W 93 ST (9300 0.00 ","4,028.00",NA,"21","Sidewalk Menu",2012,4028
"751","ON W 86TH ST FROM S LOWE AV (632 W) TO S UNION AV 0.00 ","16,294.00",NA,"21","Sidewalk Menu",2012,16294
"752","ON S MAY ST FROM W 93 ST (9300 S) TO W 93 ST (9300 S) 0.00 ","7,141.00",NA,"21","Sidewalk Menu",2012,7141
"753","ON S VINCENNES AVE FROM W 87 ST (8700 S) TO W 88 ST 0.00 ","20,195.00",NA,"21","Sidewalk Menu",2012,20195
"754","ON S WALLACE ST FROM W 91 ST (9100 S) TO W 91 ST (9100 0.00 ","3,787.00",NA,"21","Sidewalk Menu",2012,3787
"755","ON S MAY ST FROM W 94 ST (9400 S) TO W 95 ST (9500 S) 0.00 ","76,628.00",NA,"21","Sidewalk Menu",2012,76628
"756","ON S NORMAL AVE FROM W 90 ST (9000 S) TO Dead End (9014 0.00 ","29,406.00",NA,"21","Sidewalk Menu",2012,29406
"757","ON S LOWE AVE FROM W 94 ST (9400 S) TO W 95 ST (9500 S) 0.00 ","51,263.00",NA,"21","Sidewalk Menu",2012,51263
"758","ON S MAY ST FROM W 91 ST (9100 S) TO W 92 ST (9200 S) 1.00 ","60,848.00",NA,"21","Street Resurfacing Menu",2012,60848
"759","ON W 91ST ST FROM S LAFLIN ST (1500 W) TO S JUSTINE ST 1.00 ","48,106.00",NA,"21","Street Resurfacing Menu",2012,48106
"760","ON W 94TH ST FROM S BISHOP ST (1432 W) TO S LOOMIS ST 0.00 ","18,971.00",NA,"21","Street Resurfacing Menu",2012,18971
"761","ON W 94TH ST FROM S LOWE AV (632 W) TO S EMERALD AV 0.00 ","69,913.00",NA,"21","Street Resurfacing Menu",2012,69913
"762","ON S MAY ST FROM W 94 ST (9400 S) TO W 95 ST (9500 S) 1.00 ","53,288.00",NA,"21","Street Resurfacing Menu",2012,53288
"763","ON S PAULINA ST FROM W 91 ST (9100 S) TO W 92 ST (9200 S) 0.00 ","88,550.00",NA,"21","Street Resurfacing Menu",2012,88550
"764","ON W 88TH ST FROM S HALSTED ST (800 W) TO S HALSTED 0.00 ","40,029.00",NA,"21","Street Resurfacing Menu",2012,40029
"765","ON S PEORIA ST FROM W 94 ST (9406 S) TO W 95 ST (9500 S) 1.00 ","66,327.00",NA,"21","Street Resurfacing Menu",2012,66327
"766","ON W 84TH ST FROM S HALSTED ST (800 W) TO S GREEN ST 1.00 ","41,704.00",NA,"21","Street Resurfacing Menu",2012,41704
"767","ON W 91ST PL FROM S PAULINA ST (1700 W) TO S BEVERLY 0.00 ","17,394.00",NA,"21","Street Resurfacing Menu",2012,17394
"768","ON S LA SALLE ST FROM W 83 ST (8300 S) TO W 84 ST (8400 1.00 ","45,815.00",NA,"21","Street Resurfacing Menu",2012,45815
"769","ON W 97TH ST FROM S HALSTED ST (800 W) TO S 0.00 ","128,927.00",NA,"21","Street Resurfacing Menu",2012,128927
"770","ON S LOWE AVE FROM W 94 ST (9400 S) TO W 95 ST (9500 S) 0.00 ","3,700.00",NA,"21","Street Speed Hump Menu",2012,3700
"771","ON W 95TH PL FROM S RACINE AV (1200 W) TO S THROOP ST 0.00 ","3,700.00",NA,"21","Street Speed Hump Menu",2012,3700
"772","ON W 88TH ST FROM S VINCENNES AV (907 W) TO S 0.00 ","3,700.00",NA,"21","Street Speed Hump Menu",2012,3700
"773","ON W 31ST ST FROM S KILDARE AV (4300 W) TO S KILDARE 0.00 ","43,175.00",NA,"22","Sidewalk Menu",2012,43175
"774","ON S RIDGEWAY AVE FROM W 25 ST (2500 S) TO W 26 ST 0.00 ","16,074.00",NA,"22","Sidewalk Menu",2012,16074
"775","ON S KILDARE AVE FROM W 25 PL (2532 S) TO W 26 ST (2600 0.00 ","7,180.00",NA,"22","Sidewalk Menu",2012,7180
"776","ON S CHRISTIANA AVE FROM W 23 ST (2300 S) TO W 24 ST 1.00 ","63,091.00",NA,"22","Street Resurfacing Menu",2012,63091
"777","ON S SPRINGFIELD AVE FROM W 28 ST (2800 S) TO W 31 ST 1.00 ","111,620.00",NA,"22","Street Resurfacing Menu",2012,111620
"778","ON S KOLIN AVE FROM W CERMAK RD (2200 S) TO W 1.00 ","16,190.00",NA,"22","Street Resurfacing Menu",2012,16190
"779","ON S AVERS AVE FROM W CERMAK RD (2200 S) TO Dead End 1.00 ","55,543.00",NA,"22","Street Resurfacing Menu",2012,55543
"780","ON W 33RD ST FROM S LAWNDALE AV (3700 W) TO S 5.00 ","64,739.00",NA,"22","Street Resurfacing Menu",2012,64739
"781","ON W 33RD ST FROM S KARLOV AV (4100 W) TO S KEELER 1.00 ","28,380.00",NA,"22","Street Resurfacing Menu",2012,28380
"782","ON S TRUMBULL AVE FROM W 24 ST (2400 S) TO W 25 ST 1.00 ","3,700.00",NA,"22","Street Speed Hump Menu",2012,3700
"783","ON S SPRINGFIELD AVE FROM W 26 ST (2600 S) TO W 27 ST 1.00 ","3,700.00",NA,"22","Street Speed Hump Menu",2012,3700
"784","ON S TRUMBULL AVE FROM W 28 ST (2800 S) TO W 31 ST 1.00 ","7,400.00",NA,"22","Street Speed Hump Menu",2012,7400
"785","ON S RIDGEWAY AVE FROM W 31 ST (3100 S) TO W 32 ST 1.00 ","3,700.00",NA,"22","Street Speed Hump Menu",2012,3700
"786","ON S KOLIN AVE FROM W CERMAK RD (2200 S) TO W 1.00 ","5,550.00",NA,"22","Street Speed Hump Menu",2012,5550
"787","ON S MILLARD AVE FROM W 28 ST (2800 S) TO W 32 ST (3200 1.00 ","11,100.00",NA,"22","Street Speed Hump Menu",2012,11100
"788","ON S CHRISTIANA AVE FROM W 23 ST (2300 S) TO W 24 ST 1.00 ","3,700.00",NA,"22","Street Speed Hump Menu",2012,3700
"789","ON S KILDARE AVE FROM W 26 ST (2600 S) TO W 30 ST (3000 1.00 ","11,100.00",NA,"22","Street Speed Hump Menu",2012,11100
"790","ON S SPRINGFIELD AVE FROM W 30 ST (3000 S) TO W 31 ST 1.00 ","3,700.00",NA,"22","Street Speed Hump Menu",2012,3700
"791","ON S RIDGEWAY AVE FROM W CERMAK RD (2200 S) TO W 1.00 ","18,500.00",NA,"22","Street Speed Hump Menu",2012,18500
"792","ON S HOMAN AVE FROM W 23 ST (2300 S) TO W 24 ST (2400 1.00 ","3,700.00",NA,"22","Street Speed Hump Menu",2012,3700
"793","ON S KEELER AVE FROM W 32 ST (3200 S) TO W 33 ST (3300 1.00 ","3,700.00",NA,"22","Street Speed Hump Menu",2012,3700
"794","ON S KOLIN AVE FROM W 31 ST (3100 S) TO W 32 ST (3200 S) 1.00 ","3,700.00",NA,"22","Street Speed Hump Menu",2012,3700
"795","ON W 25TH PL FROM S KOLIN AV (4332 W) TO S KOSTNER 1.00 ","3,700.00",NA,"22","Street Speed Hump Menu",2012,3700
"796","ON S DRAKE AVE FROM W 23 ST (2300 S) TO W 26 ST (2600 S) 1.00 ","11,100.00",NA,"22","Street Speed Hump Menu",2012,11100
"797","ON S SPRINGFIELD AVE FROM W 28 ST (2800 S) TO W 30 ST 1.00 ","3,700.00",NA,"22","Street Speed Hump Menu",2012,3700
"798","3200 S KOLIN AVE ","3,500.00",NA,"22","Street Light Arterial",2012,3500
"799","ON 25 FROM S KEELER AV (4200 W) TO S KOSTNER AV (4400 ","72,000.00",NA,"22","Street Light Residential",2012,72000
"800","ON 25 FROM S PULASKI RD (4000 W) TO S KARLOV AV (4038 ","72,000.00",NA,"22","Street Light Residential",2012,72000
"801","ON 25 FROM S KEDVALE AV (4120 W) TO S KEELER AV (4200 ","72,000.00",NA,"22","Street Light Residential",2012,72000
"802","ON 25 FROM S KARLOV AV (4038 W) TO S KEDVALE AV ","72,000.00",NA,"22","Street Light Residential",2012,72000
"803","3839 W 31ST ST ","350.00",NA,"22","Street Light Upgrade",2012,350
"804","W 24TH ST & S PULASKI RD ","350,000.00",NA,"22","Traffic New Signals",2012,350000
"805","W 31ST ST & S KEELER AVE ","20,000.00",NA,"22","Traffic Signal LED",2012,20000
"806","Site Acquisition for community garden - 4228 W. Ogden ","150,000.00",NA,"22","Miscellaneous Other",2012,150000
"807","ON S SAYRE AVE FROM 6402 S TO W 64 PL (6432 S) 1.00 ","10,697.00",NA,"23","Alley Apron Menu",2012,10697
"808","W ARCHER AVE & W 54TH ST & S NASHVILLE AVE & S 0.00 ","1,400.00",NA,"23","Alley Speed Hump Menu",2012,1400
"809","W 62ND ST & W 63RD ST & S NEENAH AVE & S NATCHEZ 0.00 ","1,400.00",NA,"23","Alley Speed Hump Menu",2012,1400
"810","S KILBOURN AVE & S KENNETH AVE & W 53RD ST & DEAD 0.00 ","112,000.00",NA,"23","Concrete Alley Menu",2012,112000
"811","ON S NEENAH AVE FROM W 54 ST (5400 S) TO W ARCHER AV 0.00 ","1,789.00",NA,"23","Curb & Gutter Menu",2012,1789
"812","6101 W 59th Street 0.00 ","13,830.00",NA,"23","Curb & Gutter Menu",2012,13830
"813","ON W 60TH ST FROM S NAGLE AV (6432 W) TO S NATCHEZ 0.00 ","5,758.00",NA,"23","Curb & Gutter Menu",2012,5758
"814","ON S MASON AVE FROM W 56 ST (5600 S) TO W 57 ST (5700 S) 0.00 ","2,280.00",NA,"23","Curb & Gutter Menu",2012,2280
"815","ON S MCVICKER AVE FROM W 56 ST (5600 S) TO W 57 ST 0.00 ","766.00",NA,"23","Curb & Gutter Menu",2012,766
"816","ON W 59TH ST FROM S MOBILE AV (6300 W) TO S 0.00 ","7,038.00",NA,"23","Curb & Gutter Menu",2012,7038
"817","ON S NARRAGANSETT AVE FROM W 59 ST (5900 S) TO W 60 0.00 ","6,263.00",NA,"23","Curb & Gutter Menu",2012,6263
"818","ON S NASHVILLE AVE FROM W 51 ST (5100 S) TO W 52 ST 0.00 ","1,371.00",NA,"23","Curb & Gutter Menu",2012,1371
"819","ON S NATOMA AVE FROM W 57 ST (5700 S) TO W 58 ST (5800 0.00 ","3,421.00",NA,"23","Curb & Gutter Menu",2012,3421
"820","ON S AVERS AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 S) 0.00 ","6,108.00",NA,"23","Curb & Gutter Menu",2012,6108
"821","ON S MERRIMAC AVE FROM W 58 ST (5800 S) TO W 59 ST 0.00 ","2,542.00",NA,"23","Curb & Gutter Menu",2012,2542
"822","ON W 64TH ST FROM S NOTTINGHAM AV (7100 W) TO S 0.00 ","3,090.00",NA,"23","Curb & Gutter Menu",2012,3090
"823","ON S KILDARE AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 0.00 ","3,697.00",NA,"23","Curb & Gutter Menu",2012,3697
"824","ON S NORMANDY AVE FROM W 64 PL (6432 S) TO W 64 ST 0.00 ","1,943.00",NA,"23","Curb & Gutter Menu",2012,1943
"825","ON S NAGLE AVE FROM W 56 ST (5600 S) TO W 57 ST (5700 S) 0.00 ","1,430.00",NA,"23","Curb & Gutter Menu",2012,1430
"826","ON S MOBILE AVE FROM W 55 ST (5500 S) TO W 56 ST (5600 0.00 ","2,500.00",NA,"23","Curb & Gutter Menu",2012,2500
"827","ON S NARRAGANSETT AVE FROM W 53 ST (5300 S) TO W 54 0.00 ","902.00",NA,"23","Curb & Gutter Menu",2012,902
"828","ON W 59TH ST FROM S MEADE AV (6100 W) TO S MELVINA 0.00 ","18,523.00",NA,"23","Curb & Gutter Menu",2012,18523
"829","ON S MCVICKER AVE FROM W 51 ST (5100 S) TO W 52 ST 0.00 ","319.00",NA,"23","Curb & Gutter Menu",2012,319
"830","ON S MASON AVE FROM W 55 ST (5500 S) TO W 56 ST (5600 S) 0.00 ","20,090.00",NA,"23","Curb & Gutter Menu",2012,20090
"831","5557 S Mason 0.00 ","13,115.00",NA,"23","Curb & Gutter Menu",2012,13115
"832","ON S NEWLAND AVE FROM W 53 ST (5300 S) TO W 54 ST 0.00 ","1,330.00",NA,"23","Curb & Gutter Menu",2012,1330
"833","ON S LAMON AVE FROM W 50 ST (5000 S) TO W 51 ST (5100 S) 0.00 ","1,680.00",NA,"23","Curb & Gutter Menu",2012,1680
"834","ON S MULLIGAN AVE FROM W 60 ST (6000 S) TO W 61 ST 0.00 ","2,155.00",NA,"23","Curb & Gutter Menu",2012,2155
"835","ON S NEWLAND AVE FROM W 51 ST (5100 S) TO W 52 ST 0.00 ","1,644.00",NA,"23","Curb & Gutter Menu",2012,1644
"836","ON S MONITOR AVE FROM W 55 ST (5500 S) TO W 56 ST (5600 0.00 ","8,357.00",NA,"23","Curb & Gutter Menu",2012,8357
"837","ON S AUSTIN AVE FROM W 58 ST (5800 S) TO W 59 ST (5900 S) 0.00 ","1,403.00",NA,"23","Curb & Gutter Menu",2012,1403
"838","ON S MENARD AVE FROM W 55 ST (5500 S) TO W 56 ST (5600 0.00 ","2,651.00",NA,"23","Curb & Gutter Menu",2012,2651
"839","5314 S Narragansett 0.00 ","2,261.00",NA,"23","Curb & Gutter Menu",2012,2261
"840","ON S HAMLIN AVE FROM 5200 S TO W 52ND ST (5200 S) ","8,155.00",NA,"23","Miscellaneous Other",2012,8155
"841","5807 W 55th ","2,770.00",NA,"23","Miscellaneous Other",2012,2770
"842","ON S NASHVILLE AVE FROM W 52 ST (5200 S) TO W 53 ST 0.00 ","3,371.00",NA,"23","Sidewalk Menu",2012,3371
"843","ON S NARRAGANSETT AVE FROM W 51 ST (5100 S) TO W 52 0.00 ","2,069.00",NA,"23","Sidewalk Menu",2012,2069
"844","ON S LUNA AVE FROM W 52 ST (5200 S) TO S ARCHER AV 0.00 ","1,559.00",NA,"23","Sidewalk Menu",2012,1559
"845","ON S MCVICKER AVE FROM W 60 ST (6000 S) TO W 61 ST 0.00 ","12,289.00",NA,"23","Sidewalk Menu",2012,12289
"846","ON S MOBILE AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 0.00 ","2,370.00",NA,"23","Sidewalk Menu",2012,2370
"847","ON 55 FROM S KENNETH AV (4432 W) TO S KILBOURN AV 0.00 ","11,454.00",NA,"23","Sidewalk Menu",2012,11454
"848","ON W 64TH ST FROM S NASHVILLE AV (6600 W) TO S 0.00 ","8,188.00",NA,"23","Sidewalk Menu",2012,8188
"849","ON S LARAMIE AVE FROM W 48 ST (4800 S) TO W 49 ST (4900 0.00 ","2,222.00",NA,"23","Sidewalk Menu",2012,2222
"850","ON W 55TH ST FROM S KOSTNER AV (4400 W) TO S 0.00 ","14,803.00",NA,"23","Sidewalk Menu",2012,14803
"851","ON S MOBILE AVE FROM W 58 ST (5800 S) TO W 59 ST (5900 0.00 ","2,194.00",NA,"23","Sidewalk Menu",2012,2194
"852","ON S MELVINA AVE FROM W 53 ST (5300 S) TO W 54 ST (5400 0.00 ","20,403.00",NA,"23","Sidewalk Menu",2012,20403
"853","ON S MENARD AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 0.00 ","1,311.00",NA,"23","Sidewalk Menu",2012,1311
"854","ON S MASON AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 S) 0.00 ","2,173.00",NA,"23","Sidewalk Menu",2012,2173
"855","ON S MELVINA AVE FROM W 57 ST (5700 S) TO W 58 ST (5800 0.00 ","7,486.00",NA,"23","Sidewalk Menu",2012,7486
"856","ON S MENARD AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 0.00 ","937.00",NA,"23","Sidewalk Menu",2012,937
"857","Sidewalk & C&G change orders various locations 0.00 ","100,000.00",NA,"23","Sidewalk Menu",2012,100000
"858","ON W 63RD PL FROM S NARRAGANSETT AV (6400 W) TO S 0.00 ","597.00",NA,"23","Sidewalk Menu",2012,597
"859","ON S NARRAGANSETT AVE FROM W 53 ST (5300 S) TO W 54 0.00 ","2,165.00",NA,"23","Sidewalk Menu",2012,2165
"860","ON S MONITOR AVE FROM W 55 ST (5500 S) TO W 56 ST (5600 0.00 ","2,103.00",NA,"23","Sidewalk Menu",2012,2103
"861","ON S NATCHEZ AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 0.00 ","4,204.00",NA,"23","Sidewalk Menu",2012,4204
"862","ON S MULLIGAN AVE FROM W 55 ST (5500 S) TO W 56 ST 0.00 ","14,763.00",NA,"23","Sidewalk Menu",2012,14763
"863","ON S KEATING AVE FROM W 49 ST (4900 S) TO W 50 ST (5000 0.00 ","679.00",NA,"23","Sidewalk Menu",2012,679
"864","ON S NASHVILLE AVE FROM W 61 ST (6100 S) TO W 62 ST 0.00 ","12,954.00",NA,"23","Sidewalk Menu",2012,12954
"865","ON S AUSTIN AVE FROM W 60 ST (6000 S) TO W 61 ST (6100 S) 0.00 ","1,930.00",NA,"23","Sidewalk Menu",2012,1930
"866","ON S MEADE AVE FROM W 58 ST (5800 S) TO W 59 ST (5900 S) 0.00 ","2,027.00",NA,"23","Sidewalk Menu",2012,2027
"867","ON S NEW ENGLAND AVE FROM W ARCHER AV (5500 S) TO 0.00 ","1,928.00",NA,"23","Sidewalk Menu",2012,1928
"868","ON S MELVINA AVE FROM W 58 ST (5800 S) TO W 59 ST (5900 0.00 ","273.00",NA,"23","Sidewalk Menu",2012,273
"869","ON S KOLIN AVE FROM W 50 ST (5000 S) TO S ARCHER AV 0.00 ","15,250.00",NA,"23","Sidewalk Menu",2012,15250
"870","ON W 53RD ST FROM S NOTTINGHAM AV (7100 W) TO S 0.00 ","309.00",NA,"23","Sidewalk Menu",2012,309
"871","ON S MERRIMAC AVE FROM W 51 ST (5100 S) TO W 52 ST 0.00 ","1,456.00",NA,"23","Sidewalk Menu",2012,1456
"872","ON S RUTHERFORD AVE FROM W 58 ST (5800 S) TO W 59 ST 0.00 ","7,424.00",NA,"23","Sidewalk Menu",2012,7424
"873","ON S MOODY AVE FROM W 62 ST (6200 S) TO W 63 ST (6300 0.00 ","2,514.00",NA,"23","Sidewalk Menu",2012,2514
"874","ON S MERRIMAC AVE FROM W 54 ST (5400 S) TO W 55 ST 0.00 ","9,469.00",NA,"23","Sidewalk Menu",2012,9469
"875","ON S KILPATRICK AVE FROM W 47 ST (4700 S) TO W 48 ST 0.00 ","11,653.00",NA,"23","Sidewalk Menu",2012,11653
"876","ON S KEATING AVE FROM W 43 ST (4300 S) TO W 44 ST (4400 0.00 ","2,129.00",NA,"23","Sidewalk Menu",2012,2129
"877","ON S MCVICKER AVE FROM W 56 ST (5600 S) TO W 57 ST 0.00 ","848.00",NA,"23","Sidewalk Menu",2012,848
"878","ON S AUSTIN AVE FROM W 56 ST (5600 S) TO W 57 ST (5700 S) 0.00 ","16,359.00",NA,"23","Sidewalk Menu",2012,16359
"879","ON S MEADE AVE FROM W 60 ST (6000 S) TO W 61 ST (6100 S) 0.00 ","1,872.00",NA,"23","Sidewalk Menu",2012,1872
"880","ON W 63RD PL FROM S NATCHEZ AV (6500 W) TO S 0.00 ","2,616.00",NA,"23","Sidewalk Menu",2012,2616
"881","ON S LOTUS AVE FROM W 52 ST (5200 S) TO S ARCHER AV 0.00 ","2,445.00",NA,"23","Sidewalk Menu",2012,2445
"882","ON W 59TH ST FROM S MELVINA AV (6200 W) TO S MOBILE 0.00 ","24,180.00",NA,"23","Sidewalk Menu",2012,24180
"883","ON S MASON AVE FROM W 57 ST (5700 S) TO W 58 ST (5800 S) 0.00 ","2,143.00",NA,"23","Sidewalk Menu",2012,2143
"884","ON S MAYFIELD AVE FROM W 58 ST (5800 S) TO W 59 ST 0.00 ","2,100.00",NA,"23","Sidewalk Menu",2012,2100
"885","ON S KILPATRICK AVE FROM W 44 ST (4400 S) TO W 45 ST 0.00 ","1,989.00",NA,"23","Sidewalk Menu",2012,1989
"886","ON S LAWNDALE AVE FROM W 51 ST (5100 S) TO W 52 ST 0.00 ","4,745.00",NA,"23","Sidewalk Menu",2012,4745
"887","ON S LONG AVE FROM W 54 ST (5400 S) TO W 55 ST (5500 S) 0.00 ","723.00",NA,"23","Sidewalk Menu",2012,723
"888","ON S LUNA AVE FROM W 52 ST (5200 S) TO W 52 ST (5200 S) 1.00 ","13,581.00",NA,"23","Street Bump Outs Menu",2012,13581
"889","ON S NEVA AVE FROM W ARCHER AV (5500 S) TO W 56 ST 1.00 ","49,312.00",NA,"23","Street Resurfacing Menu",2012,49312
"890","ON W 56TH ST FROM S PARKSIDE AV (5632 W) TO Dead End 1.00 ","27,648.00",NA,"23","Street Resurfacing Menu",2012,27648
"891","ON W 52ND ST FROM S CENTRAL AV (5600 W) TO S MAJOR 1.00 ","64,370.00",NA,"23","Street Resurfacing Menu",2012,64370
"892","ON S RUTHERFORD AVE FROM W ARCHER AV (5500 S) TO W 1.00 ","54,232.00",NA,"23","Street Resurfacing Menu",2012,54232
"893","ON S MENARD AVE FROM W 56 ST (5600 S) TO W 57 ST (5700 1.00 ","39,587.00",NA,"23","Street Resurfacing Menu",2012,39587
"894","ON S LAWNDALE AVE FROM W 51 ST (5100 S) TO W 55 ST 5.00 ","166,167.00",NA,"23","Street Resurfacing Menu",2012,166167
"895","ON S MAYFIELD AVE FROM W 56 ST (5600 S) TO W 57 ST 1.00 ","3,700.00",NA,"23","Street Speed Hump Menu",2012,3700
"896","ON S LARAMIE AVE FROM W 45 ST (4500 S) TO W 46 ST (4600 1.00 ","3,700.00",NA,"23","Street Speed Hump Menu",2012,3700
"897","ON S TRIPP AVE FROM W 50 ST (5000 S) TO W 51 ST (5100 S) 1.00 ","1,850.00",NA,"23","Street Speed Hump Menu",2012,1850
"898","ON S RIDGEWAY AVE FROM W 51 ST (5100 S) TO W 52 ST 1.00 ","3,700.00",NA,"23","Street Speed Hump Menu",2012,3700
"899","ON S LATROBE AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 1.00 ","3,700.00",NA,"23","Street Speed Hump Menu",2012,3700
"900","ON S KENNETH AVE FROM W 50 ST (5000 S) TO W 51 ST (5100 1.00 ","3,700.00",NA,"23","Street Speed Hump Menu",2012,3700
"901","ON S MCVICKER AVE FROM W 56 ST (5600 S) TO W 57 ST 1.00 ","3,700.00",NA,"23","Street Speed Hump Menu",2012,3700
"902","ON S LAWLER AVE FROM W 46 ST (4600 S) TO W 47 ST (4700 1.00 ","3,700.00",NA,"23","Street Speed Hump Menu",2012,3700
"903","6843 W 60TH PL ","1,000.00",NA,"23","Floodlight Menu",2012,1000
"904","5558 S MENARD AVE ","5,000.00",NA,"23","Street Light Arterial",2012,5000
"905","Archer Playground ","150,000.00",NA,"23","Chicago Park District",2012,150000
"906","Valley Forge ","100,000.00",NA,"23","Chicago Park District",2012,100000
"907","W 12TH PL & W 13TH PL & S ST LOUIS AVE & S CENTRAL 0.00 ","34,823.00",NA,"24","Alley Resurfacing Menu",2012,34823
"908","3012 W 21ST PL ","261.00",NA,"24","Bollard Menu",2012,261
"909","Gladys, Van Buren, Dead End, Kilpatrick ","148,082.00",NA,"24","Concrete Alley Menu",2012,148082
"910","ON S ST LOUIS AVE FROM W ROOSEVELT RD (1200 S) TO W 0.00 ","11,303.00",NA,"24","Curb & Gutter Menu",2012,11303
"911","ON S KOSTNER AVE FROM W 15 ST (1500 S) TO W 16 ST (1600 0.00 ","3,133.00",NA,"24","Curb & Gutter Menu",2012,3133
"912","ON W DOUGLAS BLVD FROM S KEDZIE AV (3200 W) TO S 0.00 ","87,909.00",NA,"24","Curb & Gutter Menu",2012,87909
"913","ON S HOMAN AVE FROM W 19 ST (1900 S) TO W 21 ST (2046 0.00 ","56,800.00",NA,"24","Sidewalk Menu",2012,56800
"914","ON W CERMAK RD FROM S KILDARE AV (4300 W) TO S 0.00 ","1,763.00",NA,"24","Sidewalk Menu",2012,1763
"915","ON S KARLOV AVE FROM W LEXINGTON ST (728 S) TO W 0.00 ","8,826.00",NA,"24","Sidewalk Menu",2012,8826
"916","ON W 21ST PL FROM S KILDARE AV (4300 W) TO S KOSTNER 0.00 ","6,983.00",NA,"24","Sidewalk Menu",2012,6983
"917","ON S CHRISTIANA AVE FROM W ROOSEVELT RD (1200 S) TO 1.00 ","51,514.00",NA,"24","Street Resurfacing Menu",2012,51514
"918","ON W CULLERTON ST FROM S KEELER AV (4200 W) TO S 1.00 ","60,991.00",NA,"24","Street Resurfacing Menu",2012,60991
"919","ON S KILDARE AVE FROM W CONGRESS PW (500 S) TO W 1.00 ","32,339.00",NA,"24","Street Resurfacing Menu",2012,32339
