"","description","costA","costB","ward","program","year","cost"
"640","ON S MAJOR AVE FROM W 52ND ST (5200 S) TO W 53RD ST 0.00 ","3,894.00",NA,"14","Sidewalk Menu",2014,3894
"641","ON W 54TH ST FROM S SACRAMENTO AVE (3000 W) TO S 0.00 ","4,447.00",NA,"14","Sidewalk Menu",2014,4447
"642","ON W 49TH ST FROM S SPRINGFIELD AVE (3900 W) TO S 0.00 ","1,814.00",NA,"14","Sidewalk Menu",2014,1814
"643","ON S SPRINGFIELD AVE FROM W 45TH ST (4500 S) TO W 0.00 ","6,684.00",NA,"14","Sidewalk Menu",2014,6684
"644","ON S LINDER AVE FROM W 52ND ST (5200 S) TO W 54TH ST 0.00 ","5,662.00",NA,"14","Sidewalk Menu",2014,5662
"645","ON S RIDGEWAY AVE FROM W 47TH ST (4700 S) TO S 0.00 ","2,175.00",NA,"14","Sidewalk Menu",2014,2175
"646","ON S MASON AVE FROM W 52ND ST (5200 S) TO W 53RD ST 0.00 ","8,640.00",NA,"14","Sidewalk Menu",2014,8640
"647","ON W 46TH PL FROM S HAMLIN AVE (3800 W) TO S AVERS 0.00 ","2,450.00",NA,"14","Sidewalk Menu",2014,2450
"648","ON S TRIPP AVE FROM W 47TH ST (4700 S) TO W 48TH ST 0.00 ","2,037.00",NA,"14","Sidewalk Menu",2014,2037
"649","ON S LAVERGNE AVE FROM W 51ST ST (5099 S) TO W 52ND 0.00 ","37,556.00",NA,"14","Sidewalk Menu",2014,37556
"650","ON S KNOX AVE FROM W 47TH ST (4700 S) TO W 48TH ST 0.00 ","36,950.00",NA,"14","Sidewalk Menu",2014,36950
"651","ON S KEELER AVE FROM W 44TH ST (4400 S) TO W 45TH ST 0.00 ","6,108.00",NA,"14","Sidewalk Menu",2014,6108
"652","ON S MONITOR AVE FROM W 53RD ST (5300 S) TO W 55TH 0.00 ","10,763.00",NA,"14","Sidewalk Menu",2014,10763
"653","ON W 51ST ST FROM S MOBILE AVE (6300 W) TO S 0.00 ","314.00",NA,"14","Sidewalk Menu",2014,314
"654","ON S MCVICKER AVE FROM W 51ST ST (5100 S) TO S 3.00 ","153,501.00",NA,"14","Street Resurfacing Menu",2014,153501
"655","ON W 54TH ST FROM S KEDZIE AVE (3200 W) TO S 5.00 ","127,801.00",NA,"14","Street Resurfacing Menu",2014,127801
"656","ON W 54TH ST FROM S ROCKWELL ST (2600 W) TO S 0.50 ","10,140.00",NA,"14","Street Resurfacing Menu",2014,10140
"657","ON S HOMAN AVE FROM S ARCHER AVE (4520 S) TO W 2.00 ","86,117.00",NA,"14","Street Resurfacing Menu",2014,86117
"658","ON S ROCKWELL ST FROM W 48TH ST (4800 S) TO W 51ST ST 2.00 ","102,039.00",NA,"14","Street Resurfacing Menu",2014,102039
"659","ON S TRUMBULL AVE FROM S ARCHER AVE (4560 S) TO W 2.00 ","112,698.00",NA,"14","Street Resurfacing Menu",2014,112698
"660","ON S ROCKWELL ST FROM W 51ST ST (5100 S) TO W 54TH ST 3.00 ","138,722.00",NA,"14","Street Resurfacing Menu",2014,138722
"661","ON S KOMENSKY AVE FROM W 47TH ST (4700 S) TO W 48TH 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2014,3700
"662","ON S LINDER AVE FROM W 52ND ST (5200 S) TO S ARCHER 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2014,3700
"663","ON S CAMPBELL AVE FROM W 53RD ST (5300 S) TO W 54TH 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2014,3700
"664","ON S LOTUS AVE FROM W 52ND ST (5200 S) TO S ARCHER 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2014,3700
"665","ON S RIDGEWAY AVE FROM W 50TH ST (5000 S) TO W 51ST 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2014,3700
"666","ON W 48TH ST FROM S MAPLEWOOD AVE (2530 W) TO S 1.00 ","1,850.00",NA,"14","Street Speed Hump Menu",2014,1850
"667","ON S SPRINGFIELD AVE FROM W 48TH ST (4800 S) TO W 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2014,3700
"668","ON W 52ND ST FROM S LOTUS AVE (5430 W) TO S LONG 1.00 ","1,850.00",NA,"14","Street Speed Hump Menu",2014,1850
"669","ON S SAWYER AVE FROM W 43RD ST (4300 S) TO S ARCHER 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2014,3700
"670","S ROCKWELL ST & W 45TH ST&W 44TH ST & S 1.00 ","4,538.00",NA,"15","Alley Resurfacing Menu",2014,4538
"671","W 66TH ST & S WESTERN AVE&W MARQUETTE RD & S 1.00 ","27,787.00",NA,"15","Alley Resurfacing Menu",2014,27787
"672","W GARFIELD BLVD & S MARSHFIELD AVE&W 56TH ST & S 1.00 ","23,231.00",NA,"15","Alley Resurfacing Menu",2014,23231
"673","ON W 68TH ST FROM 2100 W TO S HOYNE AVE (2100 W) 1.00 ","944.00",NA,"15","Bollard Menu",2014,944
"674","S HAMILTON AVE & W 63RD ST&S HOYNE AVE & W 64TH 1.00 ","21,323.00",NA,"15","Concrete Alley Menu",2014,21323
"675","ON S HOYNE AVE FROM W 66TH ST (6600 S) TO W 68TH ST 0.00 ","1,322.00",NA,"15","Sidewalk Menu",2014,1322
"676","ON S SACRAMENTO AVE FROM W 60TH ST (6000 S) TO W 0.00 ","14,159.00",NA,"15","Sidewalk Menu",2014,14159
"677","ON S TROY ST FROM W 62ND ST (6200 S) TO W 63RD ST 0.00 ","49,562.00",NA,"15","Sidewalk Menu",2014,49562
"678","ON S ROCKWELL ST FROM W 60TH ST (6000 S) TO W 61ST ST 0.00 ","28,924.00",NA,"15","Sidewalk Menu",2014,28924
"679","ON S ALBANY AVE FROM W 62ND ST (6200 S) TO W 63RD ST 0.00 ","69,408.00",NA,"15","Sidewalk Menu",2014,69408
"680","ON W 62ND ST FROM S SACRAMENTO AVE (3000 W) TO S 0.00 ","13,508.00",NA,"15","Sidewalk Menu",2014,13508
"681","ON S WHIPPLE ST FROM W 62ND ST (6200 S) TO W 63RD ST 0.00 ","46,192.00",NA,"15","Sidewalk Menu",2014,46192
"682","ON S DAMEN AVE FROM W 61ST ST (6100 S) TO W 62ND ST 0.00 ","6,281.00",NA,"15","Sidewalk Menu",2014,6281
"683","ON W 66TH ST FROM S WOOD ST (1800 W) TO S WOLCOTT 0.00 ","46,460.00",NA,"15","Sidewalk Menu",2014,46460
"684","ON S SACRAMENTO AVE FROM W 61ST ST (6100 S) TO W 0.00 ","5,633.00",NA,"15","Sidewalk Menu",2014,5633
"685","ON S ALBANY AVE FROM W 61ST ST (6100 S) TO W 62ND ST 0.00 ","51,937.00",NA,"15","Sidewalk Menu",2014,51937
"686","ON S RICHMOND ST FROM W 62ND ST (6200 S) TO W 63RD 0.00 ","28,737.00",NA,"15","Sidewalk Menu",2014,28737
"687","ON S WHIPPLE ST FROM W 61ST ST (6100 S) TO W 62ND ST 0.00 ","998.00",NA,"15","Sidewalk Menu",2014,998
"688","ON S DAMEN AVE FROM W 62ND ST (6200 S) TO W 63RD ST 0.00 ","12,819.00",NA,"15","Sidewalk Menu",2014,12819
"689","ON W 62ND ST FROM S TALMAN AVE (2630 W) TO S 0.00 ","38,916.00",NA,"15","Sidewalk Menu",2014,38916
"690","ON S MAPLEWOOD AVE FROM W 60TH ST (6000 S) TO W 0.00 ","37,549.00",NA,"15","Sidewalk Menu",2014,37549
"691","ON S TROY ST FROM W 61ST ST (6100 S) TO W 62ND ST 0.00 ","36,746.00",NA,"15","Sidewalk Menu",2014,36746
"692","ON W 65TH ST FROM S WOLCOTT AVE (1900 W) TO S 2.00 ","41,713.00",NA,"15","Street Resurfacing Menu",2014,41713
"693","ON S HOYNE AVE FROM W 57TH ST (5700 S) TO W 58TH ST 1.00 ","62,401.00",NA,"15","Street Resurfacing Menu",2014,62401
"694","ON W 65TH ST FROM S BELL AVE (2220 W) TO S HAMILTON 1.00 ","60,720.00",NA,"15","Street Resurfacing Menu",2014,60720
"695","ON S TROY ST FROM W 62ND ST (6200 S) TO W 63RD ST 1.00 ","31,370.00",NA,"15","Street Resurfacing Menu",2014,31370
"696","ON S TALMAN AVE FROM W 63RD ST (6300 S) TO W 64TH ST 1.00 ","36,223.00",NA,"15","Street Resurfacing Menu",2014,36223
"697","ON S BELL AVE FROM W 64TH ST (6400 S) TO W 3.00 ","130,288.00",NA,"15","Street Resurfacing Menu",2014,130288
"698","ON W 65TH ST FROM S WOOD ST (1800 W) TO S HONORE ST 1.00 ","1,850.00",NA,"15","Street Speed Hump Menu",2014,1850
"699","ON W 58TH ST FROM S WOOD ST (1800 W) TO S WOLCOTT 2.00 ","1,200.00",NA,"15","Floodlight Menu",2014,1200
"700","ON S MARQUETTE RD FROM S ASHLAND AVE (1600 W) TO S ","35,100.00",NA,"15","Street Light Piggy Back",2014,35100
"701","ON S MARQUETTE RD FROM S ASHLAND AVE (1600 W) TO S 26.00 ","7,800.00",NA,"15","Street Light Pole Painting",2014,7800
"702","ON S PAULINA ST FROM W GARFIELD BLVD (5500 S) TO W 4.00 ","288,000.00",NA,"15","Street Light Residential",2014,288000
"703","ON S MARQUETTE RD FROM S ASHLAND AVE (1600 W) TO S 42.00 ","46,800.00",NA,"15","Street Light Upgrade",2014,46800
"704","ON S MARQUETTE RD FROM S ASHLAND AVE (1600 W) TO S 24.00 ","9,150.00",NA,"15","Traffic Equipment",2014,9150
"705","W 59TH ST & S THROOP ST&W 60TH ST & S ADA ST 1.00 ","50,475.00",NA,"16","Alley Resurfacing Menu",2014,50475
"706","S LAFLIN ST & W 65TH ST&S JUSTINE ST & W 66TH ST 1.00 ","39,444.00",NA,"16","Alley Resurfacing Menu",2014,39444
"707","W JAMES ST & S DAMEN AVE&W 52ND ST & S DAMEN AVE 1.00 ","29,861.00",NA,"16","Alley Resurfacing Menu",2014,29861
"708","W 61ST ST & S HALSTED ST&W 61ST ST & S GREEN ST 1.00 ","700.00",NA,"16","Alley Speed Hump Menu",2014,700
"709","ON S ABERDEEN ST FROM 5760 S TO W 57TH ST (5700 S) 1.00 ","4,665.00",NA,"16","Bollard Menu",2014,4665
"710","W 52ND ST & S PAULINA ST&W 53RD ST & S HERMITAGE 1.00 ","275,000.00",NA,"16","Concrete Alley Menu",2014,275000
"711","ON S MAY ST FROM W GARFIELD BLVD (5500 S) TO W 56TH 0.00 ","8,102.00",NA,"16","Curb & Gutter Menu",2014,8102
"712","5438 S WINCHESTER AVE 5 Signs on Winchester & 63rd St. 5.00 ","1,230.00",NA,"16","Miscellaneous Other",2014,1230
"713","ON S CARPENTER ST FROM W 56TH ST (5600 S) TO W 57TH 0.00 ","10,332.00",NA,"16","Sidewalk Menu",2014,10332
"714","ON S CAMPBELL AVE FROM W 60TH ST (6000 S) TO W 61ST 0.00 ","40,775.00",NA,"16","Sidewalk Menu",2014,40775
"715","ON W 57TH ST FROM S CALIFORNIA AVE (2800 W) TO S 0.00 ","2,274.00",NA,"16","Sidewalk Menu",2014,2274
"716","ON S HOYNE AVE FROM W 53RD ST (5300 S) TO W 53RD PL 0.00 ","2,624.00",NA,"16","Sidewalk Menu",2014,2624
"717","ON W 56TH ST FROM S ELIZABETH ST (1232 W) TO S 1.00 ","22,405.00",NA,"16","Street Resurfacing Menu",2014,22405
"718","ON S LEAVITT ST FROM W 54TH PL (5430 S) TO W GARFIELD 1.00 ","21,160.00",NA,"16","Street Resurfacing Menu",2014,21160
"719","ON W 58TH ST FROM S BISHOP ST (1430 W) TO S ASHLAND 3.00 ","84,126.00",NA,"16","Street Resurfacing Menu",2014,84126
"720","ON S LOOMIS ST FROM W 63RD ST (6300 S) TO W 64TH ST 1.00 ","48,208.00",NA,"16","Street Resurfacing Menu",2014,48208
"721","ON W 58TH ST FROM S CALIFORNIA AVE (2800 W) TO S 1.00 ","74,499.00",NA,"16","Street Resurfacing Menu",2014,74499
"722","ON W 58TH ST FROM S ARTESIAN AVE (2430 W) TO S 1.00 ","59,068.00",NA,"16","Street Resurfacing Menu",2014,59068
"723","ON W 56TH ST FROM S JUSTINE ST (1530 W) TO S LAFLIN ST 1.00 ","19,742.00",NA,"16","Street Resurfacing Menu",2014,19742
"724","ON W 64TH ST FROM S CLAREMONT AVE (2330 W) TO S 1.00 ","33,183.00",NA,"16","Street Resurfacing Menu",2014,33183
"725","ON S LAFLIN ST FROM W 65TH ST (6500 S) TO W 66TH ST 1.00 ","67,557.00",NA,"16","Street Resurfacing Menu",2014,67557
"726","ON W 53RD ST FROM S HERMITAGE AVE (1730 W) TO S 3.00 ","60,439.00",NA,"16","Street Resurfacing Menu",2014,60439
"727","ON W 53RD ST FROM S DAMEN AVE (2000 W) TO S WOOD ST 4.00 ","74,351.00",NA,"16","Street Resurfacing Menu",2014,74351
"728","ON W 62ND ST FROM S BISHOP ST (1430 W) TO S LOOMIS 1.00 ","1,850.00",NA,"16","Street Speed Hump Menu",2014,1850
"729","ON S BISHOP ST FROM W 59 ST (5900 S) TO W 60 ST (6000 S) 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2014,3700
"730","ON S CAMPBELL AVE FROM W 60TH ST (6000 S) TO W 61ST 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2014,3700
"731","ON S MAPLEWOOD AVE FROM W 57TH ST (5700 S) TO W 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2014,3700
"732","ON S ADA ST FROM W 61ST ST (6100 S) TO W 62ND ST (6200 1.00 ","2,704.00",NA,"16","Street Speed Hump Menu",2014,2704
"733","ON S CARPENTER ST FROM W 61ST ST (6100 S) TO W 62ND 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2014,3700
"734","ON S BISHOP ST FROM W 56TH ST (5600 S) TO W 57TH ST 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2014,3700
"735","ON S LAFLIN ST FROM W 50TH ST (5000 S) TO W 51ST ST 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2014,3700
"736","S WESTERN AVE & W GARFIELD BLVD Left Turn Arrow 1.00 ","21,650.00",NA,"16","Left-Turn Arrow Menu",2014,21650
"737","ON W 59TH ST FROM S WESTERN AVE (2400 W) TO S ","150,000.00",NA,"16","Street Light Piggy Back",2014,150000
"738","ON S DAMEN AVE FROM W 51ST ST (5100 S) TO W 21.00 ","90,000.00",NA,"16","Street Light Upgrade",2014,90000
"739","5718 S MOZART ST 1.00 ","400.00",NA,"16","Street Light Upgrade",2014,400
"740","W 59TH ST & S RACINE AVE 1.00 ","975.00",NA,"16","Traffic Equipment",2014,975
"741","W 71ST PL & S ADA ST&W 72ND ST & S LOOMIS BLVD 1.00 ","8,491.00",NA,"17","Alley Resurfacing Menu",2014,8491
"742","ON W 78TH ST FROM S RACINE AVE (1200 W) TO S 0.00 ","11,265.00",NA,"17","Curb & Gutter Menu",2014,11265
"743","ON S MAY ST FROM W 77TH ST (7700 S) TO W 78TH ST (7800 0.00 ","4,857.00",NA,"17","Curb & Gutter Menu",2014,4857
"744","ON S OAKLEY AVE FROM W 70TH ST (7000 S) TO W 71ST ST 0.00 ","60,395.00",NA,"17","Curb & Gutter Menu",2014,60395
"745","ON S MAY ST FROM W 72ND ST (7200 S) TO W 73RD ST (7300 0.00 ","1,693.00",NA,"17","Curb & Gutter Menu",2014,1693
"746","ON S LA SALLE ST FROM W 80TH ST (8000 S) TO W 81ST ST 0.00 ","408.00",NA,"17","Sidewalk Menu",2014,408
"747","ON S RACINE AVE FROM W 78TH ST (7800 S) TO W 79TH ST 0.00 ","97,150.00",NA,"17","Sidewalk Menu",2014,97150
"748","ON S THROOP ST FROM W 77TH ST (7700 S) TO W 78TH ST 0.00 ","4,350.00",NA,"17","Sidewalk Menu",2014,4350
"749","ON W 76TH ST FROM S PEORIA ST (900 W) TO S GREEN ST 0.00 ","18,484.00",NA,"17","Sidewalk Menu",2014,18484
"750","ON W 74TH ST FROM S PARNELL AVE (540 W) TO S 0.00 ","55,615.00",NA,"17","Sidewalk Menu",2014,55615
"751","ON S HOYNE AVE FROM W 70TH ST (7000 S) TO W 71ST ST 0.00 ","16,917.00",NA,"17","Sidewalk Menu",2014,16917
"752","ON W 75TH ST FROM S MAY ST (1130 W) TO S ABERDEEN ST 0.00 ","18,169.00",NA,"17","Sidewalk Menu",2014,18169
"753","ON S UNION AVE FROM W 73RD ST (7300 S) TO W 74TH ST 0.00 ","6,990.00",NA,"17","Sidewalk Menu",2014,6990
"754","ON W 72ND ST FROM S LOWE AVE (600 W) TO S HALSTED 2.00 ","108,330.00",NA,"17","Street Resurfacing Menu",2014,108330
"755","ON S CLAREMONT AVE FROM W 70TH ST (7000 S) TO W 1.00 ","46,956.00",NA,"17","Street Resurfacing Menu",2014,46956
"756","ON S BELL AVE FROM W 70TH ST (7000 S) TO W 71ST ST 1.00 ","62,607.00",NA,"17","Street Resurfacing Menu",2014,62607
"757","ON W WINNECONNA PKWY FROM S NORMAL AVE (500 W) 1.00 ","96,085.00",NA,"17","Street Resurfacing Menu",2014,96085
"758","ON S HOYNE AVE FROM W 69TH ST (6900 S) TO W 71ST ST 4.00 ","147,117.00",NA,"17","Street Resurfacing Menu",2014,147117
"759","ON S BISHOP ST FROM W 65TH ST (6500 S) TO W 2.00 ","88,683.00",NA,"17","Street Resurfacing Menu",2014,88683
"760","ON S ADA ST FROM W 68TH ST (6800 S) TO W 70TH ST (7000 2.00 ","77,057.00",NA,"17","Street Resurfacing Menu",2014,77057
"761","ON S CARPENTER ST FROM W 71ST ST (7100 S) TO W 72ND 1.00 ","3,700.00",NA,"17","Street Speed Hump Menu",2014,3700
"762","ON S HOYNE AVE FROM W 70TH ST (7000 S) TO W 71ST ST 1.00 ","1,850.00",NA,"17","Street Speed Hump Menu",2014,1850
"763","ON S HOYNE AVE FROM W 69TH ST (6900 S) TO W 69TH PL 1.00 ","1,850.00",NA,"17","Street Speed Hump Menu",2014,1850
"764","ON S HARVARD AVE FROM W 79TH ST (7900 S) TO W 81ST 3.00 ","216,000.00",NA,"17","Street Light Residential",2014,216000
"765","ON S ARTESIAN AVE FROM W MARQUETTE RD (6700 S) TO 2.00 ","144,000.00",NA,"17","Street Light Residential",2014,144000
"766","7504 S PEORIA ST 1.00 ","400.00",NA,"17","Street Light Upgrade",2014,400
"767","S DAMEN AVE & W 68TH PL ","20,323.00",NA,"17","High Definition Camera",2014,20323
"768","ON W 76TH PL FROM S LAWNDALE AVE (3700 W) TO S 0.00 ","23,551.00",NA,"18","Curb & Gutter Menu",2014,23551
"769","3700 W 76TH PL 0.00 ","7,878.00",NA,"18","Curb & Gutter Menu",2014,7878
"770","ON S KOMENSKY AVE FROM 8131 S TO W 81ST ST (8100 S) 1.00 ","1,597.00",NA,"18","Guardrail Menu",2014,1597
"771","4124 W 87TH ST ","154.00",NA,"18","Miscellaneous Other",2014,154
"772","7401 S WESTERN AVE 0.00 ","2,833.00",NA,"18","Sidewalk Menu",2014,2833
"773","ON S CAMPBELL AVE FROM W 74TH ST (7400 S) TO W 1.00 ","33,601.00",NA,"18","Street Resurfacing Menu",2014,33601
"774","ON W 86TH ST FROM S HAMLIN AVE (3800 W) TO W 1.00 ","31,378.00",NA,"18","Street Resurfacing Menu",2014,31378
"775","ON W 86TH ST FROM W COLUMBUS AVE (3940 W) TO S 1.00 ","40,867.00",NA,"18","Street Resurfacing Menu",2014,40867
"776","ON S CHRISTIANA AVE FROM W 85TH PL (8530 S) TO W 1.00 ","20,188.00",NA,"18","Street Resurfacing Menu",2014,20188
"777","ON W 83RD PL FROM S SPAULDING AVE (3300 W) TO S 1.00 ","41,000.00",NA,"18","Street Resurfacing Menu",2014,41000
"778","ON S HAMILTON AVE FROM W 76TH ST (7600 S) TO W 77TH 1.00 ","66,531.00",NA,"18","Street Resurfacing Menu",2014,66531
"779","ON W 75TH ST FROM S ST LOUIS AVE (3500 W) TO S 1.00 ","31,001.00",NA,"18","Street Resurfacing Menu",2014,31001
"780","ON W 76TH ST FROM S LAWNDALE AVE (3700 W) TO S 1.00 ","46,598.00",NA,"18","Street Resurfacing Menu",2014,46598
"781","ON S TRUMBULL AVE FROM W 77TH ST (7700 S) TO W 78TH 1.00 ","36,360.00",NA,"18","Street Resurfacing Menu",2014,36360
"782","ON S MAPLEWOOD AVE FROM W 79TH ST (7900 S) TO W 1.00 ","64,212.00",NA,"18","Street Resurfacing Menu",2014,64212
"783","ON S SPAULDING AVE FROM W 80TH ST (8000 S) TO W 81ST 1.00 ","47,968.00",NA,"18","Street Resurfacing Menu",2014,47968
"784","ON W 81ST PL FROM S HAMLIN AVE (3800 W) TO S 1.00 ","53,511.00",NA,"18","Street Resurfacing Menu",2014,53511
"785","ON S SACRAMENTO AVE FROM W 71ST ST (7100 S) TO W 1.00 ","55,801.00",NA,"18","Street Resurfacing Menu",2014,55801
"786","ON W 78TH PL FROM S RIDGEWAY AVE (3750 W) TO S 1.00 ","30,341.00",NA,"18","Street Resurfacing Menu",2014,30341
"787","ON W 86TH PL FROM S LAWNDALE AVE (3700 W) TO S 1.00 ","33,981.00",NA,"18","Street Resurfacing Menu",2014,33981
"788","ON W 86TH PL FROM S HAMLIN AVE (3800 W) TO W 2.00 ","31,378.00",NA,"18","Street Resurfacing Menu",2014,31378
"789","ON S HAMLIN AVE FROM W 85TH PL (8530 S) TO W 87TH ST 3.00 ","58,387.00",NA,"18","Street Resurfacing Menu",2014,58387
"790","ON S KEDVALE AVE FROM W 85TH ST (8500 S) TO W 87TH 2.00 ","88,237.00",NA,"18","Street Resurfacing Menu",2014,88237
"791","ON S FAIRFIELD AVE FROM W 71ST ST (7100 S) TO W 72ND 1.00 ","3,700.00",NA,"18","Street Speed Hump Menu",2014,3700
"792","ON W 81ST ST FROM S HAMLIN AVE (3800 W) TO S 1.00 ","3,700.00",NA,"18","Street Speed Hump Menu",2014,3700
"793","ON W 84TH PL FROM S LAWNDALE AVE (3700 W) TO S ST 1.00 ","7,400.00",NA,"18","Street Speed Hump Menu",2014,7400
"794","ON S ALBANY AVE FROM W 77TH ST (7700 S) TO W 1.00 ","3,700.00",NA,"18","Street Speed Hump Menu",2014,3700
"795","ON S ARTESIAN AVE FROM W 71ST ST (7100 S) TO W 73RD 2.00 ","16,000.00",NA,"18","Street Light Residential",2014,16000
"796","ON W 79TH PL FROM S WESTERN AVE (2400 W) TO S 2.00 ","144,000.00",NA,"18","Street Light Residential",2014,144000
"797","ON W 81ST ST FROM S LEAVITT ST (2200 W) TO S WESTERN 2.00 ","144,000.00",NA,"18","Street Light Residential",2014,144000
"798","ON S OAKLEY AVE FROM W 71ST ST (7100 S) TO W 73RD ST 2.00 ","144,000.00",NA,"18","Street Light Residential",2014,144000
"799","ON S WOOD ST FROM W 108TH PL (10830 S) TO S PROSPECT 1.00 ","15,103.00",NA,"19","Street Resurfacing Menu",2014,15103
"800","ON S CLAREMONT AVE FROM W 99TH ST (9900 S) TO W 1.00 ","35,019.00",NA,"19","Street Resurfacing Menu",2014,35019
"801","ON W 108TH PL FROM S HALE AVE (1860 W) TO S 1.00 ","14,151.00",NA,"19","Street Resurfacing Menu",2014,14151
"802","ON S DAMEN AVE FROM W 98TH ST (9800 S) TO W 99TH ST 1.00 ","34,690.00",NA,"19","Street Resurfacing Menu",2014,34690
"803","ON S HAMILTON AVE FROM W 103RD ST (10300 S) TO W 1.00 ","30,652.00",NA,"19","Street Resurfacing Menu",2014,30652
"804","ON S TRUMBULL AVE FROM W 103RD ST (10300 S) TO W 1.00 ","42,241.00",NA,"19","Street Resurfacing Menu",2014,42241
"805","ON W 107TH ST FROM S TROY ST (3130 W) TO S ALBANY 1.00 ","9,007.00",NA,"19","Street Resurfacing Menu",2014,9007
"806","ON W 98TH ST FROM S HOYNE AVE (2100 W) TO S LEAVITT 1.00 ","29,603.00",NA,"19","Street Resurfacing Menu",2014,29603
"807","ON S TALMAN AVE FROM W 105TH ST (10500 S) TO W 106TH 1.00 ","41,668.00",NA,"19","Street Resurfacing Menu",2014,41668
"808","ON W 109TH ST FROM S MILLARD AVE (3630 W) TO S 1.00 ","22,056.00",NA,"19","Street Resurfacing Menu",2014,22056
"809","ON N BELL AVE FROM W 100TH ST (10000 S) TO W 101ST ST 1.00 ","32,709.00",NA,"19","Street Resurfacing Menu",2014,32709
"810","ON S SEELEY AVE FROM W 99TH ST (9900 S) TO W 100TH ST 1.00 ","29,972.00",NA,"19","Street Resurfacing Menu",2014,29972
"811","ON W 102ND ST FROM S PULASKI RD (4000 W) TO S 1.00 ","32,243.00",NA,"19","Street Resurfacing Menu",2014,32243
"812","ON W 113TH ST FROM S TALMAN AVE (2630 W) TO S 1.00 ","11,919.00",NA,"19","Street Resurfacing Menu",2014,11919
"813","ON E 105TH ST FROM S OAKLEY AVE (2300 W) TO S 1.00 ","16,190.00",NA,"19","Street Resurfacing Menu",2014,16190
"814","ON S OAKLEY AVE FROM W 116TH PL (11630 S) TO W 118TH 1.00 ","52,839.00",NA,"19","Street Resurfacing Menu",2014,52839
"815","ON W 93RD ST FROM S VANDERPOEL AVE (1720 W) TO S 1.00 ","8,852.00",NA,"19","Street Resurfacing Menu",2014,8852
"816","ON W 118TH ST FROM S OAKLEY AVE (2300 W) TO S 1.00 ","24,653.00",NA,"19","Street Resurfacing Menu",2014,24653
"817","ON S WALDEN PKWY FROM W 101ST ST (10100 S) TO W 1.00 ","65,962.00",NA,"19","Street Resurfacing Menu",2014,65962
"818","ON S TALMAN AVE FROM W 107TH ST (10700 S) TO W 108TH 1.00 ","35,640.00",NA,"19","Street Resurfacing Menu",2014,35640
"819","ON S WASHTENAW AVE FROM W 113TH ST (11300 S) TO W 1.00 ","35,524.00",NA,"19","Street Resurfacing Menu",2014,35524
"820","ON S MAPLEWOOD AVE FROM W 117TH ST (11700 S) TO W 1.00 ","16,190.00",NA,"19","Street Resurfacing Menu",2014,16190
"821","ON W 113TH ST FROM S WESTERN AVE (2400 W) TO S 1.00 ","18,800.00",NA,"19","Street Resurfacing Menu",2014,18800
"822","ON S SEELEY AVE FROM W 106TH ST (10600 S) TO W 107TH 1.00 ","15,860.00",NA,"19","Street Resurfacing Menu",2014,15860
"823","ON S FAIRFIELD AVE FROM W 103RD ST (10300 S) TO W 1.00 ","39,779.00",NA,"19","Street Resurfacing Menu",2014,39779
"824","ON W 104TH ST FROM S HOYNE AVE (2100 W) TO S LEAVITT 1.00 ","38,732.00",NA,"19","Street Resurfacing Menu",2014,38732
"825","ON N HOMAN AVE FROM W 104TH ST (10400 S) TO W 105TH 1.00 ","41,056.00",NA,"19","Street Resurfacing Menu",2014,41056
"826","ON S DRAKE AVE FROM W 111TH ST (11100 S) TO W 112TH 1.00 ","64,273.00",NA,"19","Street Resurfacing Menu",2014,64273
"827","ON W 105TH ST FROM S HAMLIN AVE (3800 W) TO S 1.00 ","38,378.00",NA,"19","Street Resurfacing Menu",2014,38378
"828","ON S HOYNE AVE FROM W 99TH ST (9900 S) TO W 100TH ST 1.00 ","32,535.00",NA,"19","Street Resurfacing Menu",2014,32535
"829","ON W 96TH ST FROM S LEAVITT ST (2200 W) TO S 1.00 ","14,190.00",NA,"19","Street Resurfacing Menu",2014,14190
"830","ON W 106TH ST FROM S SPAULDING AVE (3300 W) TO S 1.00 ","17,218.00",NA,"19","Street Resurfacing Menu",2014,17218
"831","ON W 107TH ST FROM S WHIPPLE ST (3030 W) TO S ALBANY 1.00 ","17,335.00",NA,"19","Street Resurfacing Menu",2014,17335
"832","ON S WHIPPLE ST FROM W 110TH PL (11030 S) TO W 111TH 1.00 ","21,401.00",NA,"19","Street Resurfacing Menu",2014,21401
"833","ON N BELL AVE FROM W 94TH ST (9400 S) TO W 95TH ST 1.00 ","26,090.00",NA,"19","Street Resurfacing Menu",2014,26090
