"","description","costA","costB","ward","program","year","cost"
"1625","2742 W BALMORAL AVE 0.00 ","617.00",NA,"40","Sidewalk Menu",2016,617
"1626","","1,966.00",NA,"40","Sidewalk Menu",2016,1966
"1627","ON W BALMORAL AVE FROM N WASHTENAW AVE (2700 W) 1.00 ","51,205.00",NA,"40","Street Resurfacing Menu",2016,51205
"1628","ON W NORWOOD ST FROM N DAMEN AVE (2000 W) TO N 2.00 ","60,819.00",NA,"40","Street Resurfacing Menu",2016,60819
"1629","ON N FAIRFIELD AVE FROM N LINCOLN AVE (5700 N) TO W 1.00 ","34,460.00",NA,"40","Street Resurfacing Menu",2016,34460
"1630","ON W RASCHER AVE FROM N ASHLAND AVE (1600 W) TO N 2.00 ","91,915.00",NA,"40","Street Resurfacing Menu",2016,91915
"1631","ON W BERWYN AVE FROM N CALIFORNIA AVE (2800 W) TO 1.00 ","43,210.00",NA,"40","Street Resurfacing Menu",2016,43210
"1632","ON N ASHLAND AVE FROM W ARTHUR AVE (6500 N) TO W 1.00 ","73,284.00",NA,"40","Street Resurfacing Menu",2016,73284
"1633","ON N TALMAN AVE FROM N LINCOLN AVE (5620 N) TO W 2.00 ","75,254.00",NA,"40","Street Resurfacing Menu",2016,75254
"1634","ON N WASHTENAW AVE FROM N LINCOLN AVE (5650 N) TO 1.00 ","22,068.00",NA,"40","Street Resurfacing Menu",2016,22068
"1635","ON W CATALPA AVE FROM N PAULINA ST (1700 W) TO N 1.00 ","49,490.00",NA,"40","Street Resurfacing Menu",2016,49490
"1636","ON W RASCHER AVE FROM N ROCKWELL ST (2600 W) TO N 1.00 ","46,374.00",NA,"40","Street Resurfacing Menu",2016,46374
"1637","ON W SCHREIBER AVE FROM N CLARK ST (1620 W) TO N 3.00 ","91,594.00",NA,"40","Street Resurfacing Menu",2016,91594
"1638","ON W GLENLAKE AVE FROM N OAKLEY AVE (2300 W) TO N 2.00 ","46,364.00",NA,"40","Street Resurfacing Menu",2016,46364
"1639","ON W SUMMERDALE AVE FROM N DAMEN AVE (2000 W) 2.00 ","92,871.00",NA,"40","Street Resurfacing Menu",2016,92871
"1640","ON N CLAREMONT AVE FROM W GLENLAKE AVE (6100 N) 1.00 ","3,700.00",NA,"40","Street Speed Hump Menu",2016,3700
"1641","ON W ARGYLE ST FROM N DAMEN AVE (2000 W) TO N 6.00 ","3,600.00",NA,"40","Floodlight Menu",2016,3600
"1642","2650 W PETERSON AVE 2.00 ","6,000.00",NA,"40","Street Light Pole POD",2016,6000
"1643","ON W ARGYLE ST FROM N DAMEN AVE (2000 W) TO N 5.00 ","2,000.00",NA,"40","Street Light Upgrade",2016,2000
"1644","2919 W ARGYLE ST; 4910 N FRANCISCO AVE; 4926 N 3.00 ","1,350.00",NA,"40","Street Light Upgrade",2016,1350
"1645","ON W WINONA ST FROM N RAVENSWOOD AVE (1780 W) TO 2.50 ","195,000.00",NA,"40","Street Light Residential",2016,195000
"1646","ON W CARMEN AVE FROM N RAVENSWOOD AVE (1800 W) 2.50 ","195,000.00",NA,"40","Street Light Residential",2016,195000
"1647","5900 N WASHTENAW AVE Relocate POD camera from 5208 N. Wolcott to 5900 N. Washtenaw 1800.00 ","1,800.00",NA,"40","Miscellaneous Other",2016,1800
"1648","5600 N OZARK AVE 1.00 ","6,597.00",NA,"41","Alley Resurfacing Menu",2016,6597
"1649","7218 W CLARENCE AVE 0.00 ","3,534.00",NA,"41","Curb & Gutter Menu",2016,3534
"1650","ON N ORIOLE AVE FROM W MYRTLE AVE (6200 N) TO W 0.00 ","7,048.00",NA,"41","Curb & Gutter Menu",2016,7048
"1651","W EVERELL AVE & N ORIOLE AVE 0.00 ","7,032.00",NA,"41","Curb & Gutter Menu",2016,7032
"1652","ON N NOTTINGHAM AVE FROM W FOSTER AVE (5200 N) TO Landscaping 1.00 ","9,731.00",NA,"41","Miscellaneous CDOT",2016,9731
"1653","N NOTTINGHAM AVE & W FOSTER AVE 1.00 ","1,005.00",NA,"41","Miscellaneous CDOT",2016,1005
"1654","6030 N AVONDALE AVE 1.00 ","3,500.00",NA,"41","Pavement Markings",2016,3500
"1655","5951 N NINA AVE 0.00 ","15,919.00",NA,"41","Sidewalk Menu",2016,15919
"1656","7043 N OVERHILL AVE 0.00 ","5,244.00",NA,"41","Sidewalk Menu",2016,5244
"1657","ON N ODELL AVE FROM W BIRCHWOOD AVE (7500 N) TO W 1.00 ","62,562.00",NA,"41","Street Resurfacing Menu",2016,62562
"1658","ON N HIAWATHA AVE FROM N CENTRAL AVE (6540 N) TO N 1.00 ","47,424.00",NA,"41","Street Resurfacing Menu",2016,47424
"1659","ON W CLARENCE AVE FROM N ORIOLE AVE (7600 W) TO N 1.00 ","51,527.00",NA,"41","Street Resurfacing Menu",2016,51527
"1660","ON N OTTAWA AVE FROM W JARVIS AVE (7400 N) TO W 1.00 ","58,079.00",NA,"41","Street Resurfacing Menu",2016,58079
"1661","ON N ORIOLE AVE FROM W CHASE AVE (7299 N) TO W 2.00 ","60,462.00",NA,"41","Street Resurfacing Menu",2016,60462
"1662","ON N OVERHILL AVE FROM W HORTENSE AVE (6330 N) TO 1.00 ","27,423.00",NA,"41","Street Resurfacing Menu",2016,27423
"1663","ON W BIRCHWOOD AVE FROM N OLCOTT AVE (7500 W) TO 1.00 ","50,635.00",NA,"41","Street Resurfacing Menu",2016,50635
"1664","ON W ARDMORE AVE FROM N NEWCASTLE AVE (6800 W) 1.00 ","45,897.00",NA,"41","Street Resurfacing Menu",2016,45897
"1665","ON W HOOD AVE FROM N OZARK AVE (7730 W) TO N 1.00 ","16,213.00",NA,"41","Street Resurfacing Menu",2016,16213
"1666","ON N OLYMPIA AVE FROM W NORWOOD ST (6030 N) TO W 1.00 ","37,250.00",NA,"41","Street Resurfacing Menu",2016,37250
"1667","ON N SPOKANE AVE FROM W DEVON AVE (6400 N) TO N 1.00 ","32,049.00",NA,"41","Street Resurfacing Menu",2016,32049
"1668","ON N NINA AVE FROM W TALCOTT AVE (5744 N) TO N 2.00 ","101,153.00",NA,"41","Street Resurfacing Menu",2016,101153
"1669","ON W BALMORAL AVE FROM N OKETO AVE (7400 W) TO N 0.50 ","28,577.00",NA,"41","Street Resurfacing Menu",2016,28577
"1670","ON N OLYMPIA AVE FROM W TALCOTT AVE (6100 N) TO W 1.00 ","48,004.00",NA,"41","Street Resurfacing Menu",2016,48004
"1671","ON N NEWLAND AVE FROM W BALMORAL AVE (5400 N) TO 0.50 ","15,652.00",NA,"41","Street Resurfacing Menu",2016,15652
"1672","ON W HORTENSE AVE FROM N OVERHILL AVE (7700 W) TO 1.00 ","52,004.00",NA,"41","Street Resurfacing Menu",2016,52004
"1673","ON W FITCH AVE FROM N MOBILE AVE (6300 W) TO N 1.00 ","52,249.00",NA,"41","Street Resurfacing Menu",2016,52249
"1674","ON N OLEANDER AVE FROM W TOUHY AVE (7200 N) TO W 1.00 ","67,024.00",NA,"41","Street Resurfacing Menu",2016,67024
"1675","ON W VICTORIA ST FROM N OTTAWA AVE (7630 W) TO N 1.00 ","59,349.00",NA,"41","Street Resurfacing Menu",2016,59349
"1676","ON N OSCEOLA AVE FROM W IBSEN ST (6900 N) TO W 1.00 ","39,477.00",NA,"41","Street Resurfacing Menu",2016,39477
"1677","ON N SPOKANE AVE FROM N HIAWATHA AVE (6470 N) TO N 1.00 ","74,655.00",NA,"41","Street Resurfacing Menu",2016,74655
"1678","ON W FARWELL AVE FROM 7360 n farwell W TO N OCTAVIA 1.00 ","45,682.00",NA,"41","Street Resurfacing Menu",2016,45682
"1679","ON N OSCEOLA AVE FROM W BALMORAL AVE (5400 N) TO 2.00 ","96,169.00",NA,"41","Street Resurfacing Menu",2016,96169
"1680","ON N OZARK AVE FROM W VICTORIA ST (5700 N) TO W 2.00 ","42,706.00",NA,"41","Street Resurfacing Menu",2016,42706
"1681","ON W ISHAM AVE FROM N OGALLAH AVE (7550 W) TO N 1.00 ","39,570.00",NA,"41","Street Resurfacing Menu",2016,39570
"1682","ON W EVERELL AVE FROM N HARLEM AVE (7200 W) TO N 3.00 ","5,550.00",NA,"41","Street Speed Hump Menu",2016,5550
"1683","ON W BERWYN AVE FROM N PACIFIC AVE (7999 W) TO N 1.00 ","1,850.00",NA,"41","Street Speed Hump Menu",2016,1850
"1684","ON N NATOMA AVE FROM W PALATINE AVE (6300 N) TO W Install Two Flood Lights 2.00 ","1,200.00",NA,"41","Street Light Upgrade",2016,1200
"1685","154 W HUBBARD ST 1.00 ","9,182.00",NA,"42","Alley Resurfacing Menu",2016,9182
"1686","ON N DESPLAINES ST FROM W LAKE ST (200 N) TO W 0.00 ","32,963.00",NA,"42","Curb & Gutter Menu",2016,32963
"1687","ON E NORTH WATER LOWER ST FROM N ST CLAIR ST (230 0.00 ","13,837.00",NA,"42","Curb & Gutter Menu",2016,13837
"1688","301 E NORTH WATER LOWER ST 0.00 ","19,898.00",NA,"42","Curb & Gutter Menu",2016,19898
"1689","E BALBO AVE & S MICHIGAN AVE 1.00 ","25,740.00",NA,"42","Miscellaneous CDOT",2016,25740
"1690","N FIELD BLVD & E RANDOLPH ST 1.00 ","1,400.00",NA,"42","Pavement Markings",2016,1400
"1691","E SOUTH WATER ST & N COLUMBUS DR 1.00 ","105,009.00",NA,"42","Pedestrian Refuge Island",2016,105009
"1692","200 N COLUMBUS DR 1.00 ","23,659.00",NA,"42","Pedestrian Refuge Island",2016,23659
"1693","301 E ILLINOIS ST 0.00 ","12,569.00",NA,"42","Sidewalk Menu",2016,12569
"1694","937 N RUSH ST 0.00 ","16,597.00",NA,"42","Sidewalk Menu",2016,16597
"1695","325 N JEFFERSON ST 0.00 ","12,197.00",NA,"42","Sidewalk Menu",2016,12197
"1696","400 N WELLS ST 0.00 ","14,586.00",NA,"42","Sidewalk Menu",2016,14586
"1697","W KINZIE ST & N KINGSBURY ST 0.00 ","2,965.00",NA,"42","Sidewalk Menu",2016,2965
"1698","ON N CLINTON ST FROM W LAKE ST (200 N) TO W 1.00 ","49,844.00",NA,"42","Street Resurfacing Menu",2016,49844
"1699","ON W ILLINOIS ST FROM N FRANKLIN ST (300 W) TO N 1.00 ","89,615.00",NA,"42","Street Resurfacing Menu",2016,89615
"1700","ON N RUSH ST FROM E DELAWARE PL (900 N) TO E OAK ST 2.00 ","39,604.00",NA,"42","Street Resurfacing Menu",2016,39604
"1701","ON N WABASH AVE FROM E ERIE ST (660 N) TO E HURON 1.00 ","24,359.00",NA,"42","Street Resurfacing Menu",2016,24359
"1702","N MILWAUKEE AVE & W FULTON ST 1.00 ","85,500.00",NA,"42","Viaduct Improvement",2016,85500
"1703","E ONTARIO ST & N MICHIGAN AVE Install Turn Arrow 1.00 ","10,013.00",NA,"42","Partial Traffic Signal",2016,10013
"1704","N MICHIGAN AVE & E HURON ST Install Pedestrian countdown signals. 1.00 ","15,100.00",NA,"42","Pedestrian Countdown",2016,15100
"1705","S DESPLAINES ST & W ADAMS ST Install Pedestrian Countdown Signals 1.00 ","19,061.00",NA,"42","Pedestrian Countdown",2016,19061
"1706","W MONROE ST & S DESPLAINES ST Install Pedestrian Countdown Signs 1.00 ","19,061.00",NA,"42","Pedestrian Countdown",2016,19061
"1707","E OHIO ST & N WABASH AVE Install Pedestrian Countdown 1.00 ","20,051.00",NA,"42","Pedestrian Countdown",2016,20051
"1708","ON N WABASH AVE FROM E CHICAGO AVE (800 N) TO E Street Light Pole Painting 12.00 ","3,600.00",NA,"42","Street Light Pole Painting",2016,3600
"1709","ON N MICHIGAN AVE FROM E OAK ST (1000 N) TO E Paint Street Light Poles and Traffic Poles 4.00 ","1,900.00",NA,"42","Street Light Pole Painting",2016,1900
"1710","ON N WABASH AVE FROM E CHICAGO AVE (800 N) TO E 12.00 ","5,400.00",NA,"42","Street Light Upgrade",2016,5400
"1711","ON N MCCLURG CT FROM E OHIO ST (600 N) TO E ONTARIO Traffic Signal- Two Way Conversion 1.00 ","67,722.00",NA,"42","Traffic Signal",2016,67722
"1712","ON N COLUMBUS DR FROM E WACKER DR (340 N) TO E 2.00 ","152,000.00",NA,"42","Street Light Arterial",2016,152000
"1713","ON N COLUMBUS DR FROM E ILLINOIS ST (500 N) TO E 1.20 ","143,000.00",NA,"42","Street Light Arterial",2016,143000
"1714","ON N MCCLURG CT FROM E ILLINOIS ST (500 N) TO E 1.00 ","135,345.00",NA,"42","Street Light Arterial",2016,135345
"1715","ON W ERIE ST FROM N MICHIGAN AVE (140 E) TO N ST 1.00 ","73,200.00",NA,"42","Street Light Residential",2016,73200
"1716","ON E ERIE ST FROM N MCCLURG CT (400 E) TO N LAKE 1.00 ","73,200.00",NA,"42","Street Light Residential",2016,73200
"1717","548 W EUGENIE ST 1.00 ","10,592.00",NA,"43","Alley Apron Menu",2016,10592
"1718","2710 N DAYTON ST 1.00 ","8,764.00",NA,"43","Alley Apron Menu",2016,8764
"1719","2421 N RACINE AVE 1.00 ","9,603.00",NA,"43","Alley Apron Menu",2016,9603
"1720","2418 N GENEVA TER 1.00 ","9,360.00",NA,"43","Alley Apron Menu",2016,9360
"1721","W DIVERSEY PKWY & N LINCOLN AVE&W SCHUBERT AVE 1.00 ","60,672.00",NA,"43","Alley Resurfacing Menu",2016,60672
"1722","631 W BELDEN AVE 1.00 ","9,883.00",NA,"43","Alley Resurfacing Menu",2016,9883
"1723","2651 N MAGNOLIA AVE; W SCHUBERT AVE & N MAGNOLIA 1.00 ","34,245.00",NA,"43","Alley Resurfacing Menu",2016,34245
"1724","2732 N KENMORE AVE 1.00 ","50,578.00",NA,"43","Alley Resurfacing Menu",2016,50578
"1725","N BISSELL ST & W WISCONSIN ST&N FREMONT ST & W 1.00 ","44,526.00",NA,"43","Alley Resurfacing Menu",2016,44526
"1726","N MAUD AVE & N SEMINARY AVE&W ARMITAGE AVE & N 1.00 ","127,383.00",NA,"43","Concrete Alley Menu",2016,127383
"1727","N RACINE AVE & W LILL AVE 0.00 ","18.00",NA,"43","Curb & Gutter Menu",2016,18
"1728","W BELDEN AVE & N CLIFTON AVE 0.00 ","22,227.00",NA,"43","Curb & Gutter Menu",2016,22227
"1729","1610 N LARRABEE ST 0.00 ","7,179.00",NA,"43","Curb & Gutter Menu",2016,7179
"1730","2658 N MILDRED AVE 0.00 ","2,055.00",NA,"43","Curb & Gutter Menu",2016,2055
"1731","W BELDEN AVE & N LAKEWOOD AVE 0.00 ","10,958.00",NA,"43","Curb & Gutter Menu",2016,10958
"1732","W FULLERTON AVE & N SEMINARY AVE 1.00 ","350.00",NA,"43","In-Road ""State Law Stop",2016,350
"1733","N STOCKTON DR & W ST JAMES PL 1.00 ","350.00",NA,"43","In-Road ""State Law Stop",2016,350
"1734","W DIVERSEY PKWY & N HAMPDEN CT 4.00 ","1,400.00",NA,"43","In-Road ""State Law Stop",2016,1400
"1735","N CLARK ST & W ST JAMES PL 1.00 ","350.00",NA,"43","In-Road ""State Law Stop",2016,350
"1736","N LARRABEE ST & W MENOMONEE ST 1.00 ","700.00",NA,"43","In-Road ""State Law Stop",2016,700
"1737","N CLARK ST & W ROSLYN PL 2.00 ","700.00",NA,"43","In-Road ""State Law Stop",2016,700
"1738","N CLARK ST & W DEMING PL 1.00 ","350.00",NA,"43","In-Road ""State Law Stop",2016,350
"1739","W ARMITAGE AVE & N SEMINARY AVE ","350.00",NA,"43","In-Road ""State Law Stop",2016,350
"1740","1800 N STOCKTON DR 1.00 ","350.00",NA,"43","In-Road ""State Law Stop",2016,350
"1741","W ARLINGTON PL & N CLARK ST 1.00 ","350.00",NA,"43","In-Road ""State Law Stop",2016,350
"1742","W ARMITAGE AVE & N MOHAWK ST 1.00 ","600.00",NA,"43","In-Road ""State Law Stop",2016,600
"1743","W ARMITAGE AVE & N CLEVELAND AVE ","600.00",NA,"43","In-Road ""State Law Stop",2016,600
"1744","2232 N CLARK ST 1.00 ","350.00",NA,"43","In-Road ""State Law Stop",2016,350
"1745","","350.00",NA,"43","In-Road ""State Law Stop",2016,350
"1746","W DIVERSEY PKWY & N WILTON AVE 2.00 ","600.00",NA,"43","In-Road ""State Law Stop",2016,600
"1747","W WEBSTER AVE & N SEDGWICK ST 1.00 ","350.00",NA,"43","In-Road ""State Law Stop",2016,350
"1748","N KENMORE AVE & N LINCOLN AVE ","600.00",NA,"43","In-Road ""State Law Stop",2016,600
"1749","1824 N LINCOLN AVE 1.00 ","6,400.00",NA,"43","Miscellaneous CDOT",2016,6400
"1750","W GRANT PL & N SEDGWICK ST 1.00 ","2,350.00",NA,"43","Miscellaneous CDOT",2016,2350
"1751","859 W ARMITAGE AVE 1.00 ","500.00",NA,"43","Miscellaneous CDOT",2016,500
"1752","2711 N HALSTED ST 1.00 ","1,700.00",NA,"43","Pavement Markings",2016,1700
"1753","ON W FULLERTON AVE FROM N CLARK ST (430 W) TO N 1.00 ","19,000.00",NA,"43","Pavement Markings",2016,19000
"1754","W FULLERTON PKWY & N CLARK ST 1.00 ","1,000.00",NA,"43","Pavement Markings",2016,1000
"1755","604 W ARMITAGE AVE 1.00 ","2,300.00",NA,"43","Pavement Markings",2016,2300
"1756","N CLARK ST & W WISCONSIN ST 1.00 ","2,298.00",NA,"43","Pedestrian Refuge Island",2016,2298
"1757","ON N LARRABEE ST FROM W NORTH AVE (1600 N) TO W 0.00 ","18,465.00",NA,"43","Sidewalk Menu",2016,18465
"1758","ON N HUDSON AVE FROM W MENOMONEE ST (1800 N) TO 0.00 ","1,490.00",NA,"43","Sidewalk Menu",2016,1490
"1759","806 W WEBSTER AVE 0.00 ","16,891.00",NA,"43","Sidewalk Menu",2016,16891
"1760","700 W SCHUBERT AVE 0.00 ","8,635.00",NA,"43","Sidewalk Menu",2016,8635
"1761","2701 N SHEFFIELD AVE 0.00 ","4,916.00",NA,"43","Sidewalk Menu",2016,4916
"1762","ON E GOETHE ST FROM N STATE PKWY (1 E) TO N ASTOR 0.00 ","17,378.00",NA,"43","Sidewalk Menu",2016,17378
"1763","838 W ALTGELD ST 0.00 ","11,371.00",NA,"43","Sidewalk Menu",2016,11371
"1764","ON N STONE ST FROM E DIVISION ST (1200 N) TO E SCOTT 1.00 ","29,360.00",NA,"43","Street Resurfacing Menu",2016,29360
"1765","ON W ALTGELD ST FROM N RACINE AVE (1200 W) TO N 1.00 ","52,916.00",NA,"43","Street Resurfacing Menu",2016,52916
"1766","ON W WISCONSIN ST FROM N SEDGWICK ST (400 W) TO N 2.00 ","57,138.00",NA,"43","Street Resurfacing Menu",2016,57138
"1767","ON W WEBSTER AVE FROM N CLARK ST (350 W) TO N 3.00 ","69,570.00",NA,"43","Street Resurfacing Menu",2016,69570
"1768","ON W DRUMMOND PL FROM N SEMINARY AVE (1100 W) TO 1.00 ","39,930.00",NA,"43","Street Resurfacing Menu",2016,39930
"1769","ON W ROSLYN PL FROM N LAKEVIEW AVE (400 W) TO N 1.00 ","40,616.00",NA,"43","Street Resurfacing Menu",2016,40616
"1770","ON W ST JAMES PL FROM N LAKEVIEW AVE (400 W) TO N 1.00 ","38,288.00",NA,"43","Street Resurfacing Menu",2016,38288
"1771","E DIVISION ST & N LAKE SHORE DR Install Pedestrian Countdown signal with 2nd Ward 1.00 ","5,000.00",NA,"43","Pedestrian Countdown",2016,5000
"1772","N HAMPDEN CT & W WRIGHTWOOD AVE; 500 W 1.00 ","8,400.00",NA,"43","Street Light Upgrade",2016,8400
"1773","358 W WISCONSIN ST; 2023 N BISSELL ST Install one new Alley Light and relocate one Alley over one pole. 2.00 ","650.00",NA,"43","Street Light Upgrade",2016,650
"1774","ON N HAMPDEN CT FROM W DEMING PL (2600 N) TO W 7.00 ","3,500.00",NA,"43","Street Light Upgrade",2016,3500
"1775","1115 W DIVERSEY PKWY Install 1 Alley Light 1.00 ","450.00",NA,"43","Street Light Upgrade",2016,450
"1776","1900 N HUDSON AVE 5.00 ","2,000.00",NA,"43","Street Light Upgrade",2016,2000
"1777","400 W ROSLYN PL ","7,000.00",NA,"43","Street Light Upgrade",2016,7000
"1778","N SEDGWICK ST & W WILLOW ST 1.00 ","3,400.00",NA,"43","Street Light Upgrade",2016,3400
"1779","ON N LINCOLN PARK W FROM N CLARK ST (2010 N) TO W 2.00 ","236,000.00",NA,"43","Street Light Arterial",2016,236000
"1780","ON N LINCOLN PARK W FROM W FULLERTON PKWY (2400 2.00 ","39,000.00",NA,"43","Street Light Arterial",2016,39000
"1781","ON N SHEFFIELD AVE FROM W WILLOW ST (1740 N) TO W 2.00 ","11,000.00",NA,"43","Street Light Residential",2016,11000
"1782","1141 W WOLFRAM ST 1.00 ","7,564.00",NA,"44","Alley Apron Menu",2016,7564
"1783","847 W ADDISON ST 1.00 ","8,326.00",NA,"44","Alley Apron Menu",2016,8326
"1784","3014 N SEMINARY AVE 1.00 ","8,101.00",NA,"44","Alley Apron Menu",2016,8101
"1785","1114 W ROSCOE ST 1.00 ","9,738.00",NA,"44","Alley Apron Menu",2016,9738
"1786","3542 N BOSWORTH AVE 1.00 ","8,670.00",NA,"44","Alley Apron Menu",2016,8670
"1787","819 W ALDINE AVE 1.00 ","8,576.00",NA,"44","Alley Apron Menu",2016,8576
"1788","3114 N SEMINARY AVE 1.00 ","8,003.00",NA,"44","Alley Apron Menu",2016,8003
"1789","3121 N ORCHARD ST 1.00 ","2,637.00",NA,"44","Alley Apron Menu",2016,2637
"1790","1145 W WELLINGTON AVE 1.00 ","1,375.00",NA,"44","Alley Apron Menu",2016,1375
"1791","W ADDISON ST & N WILTON AVE&W CORNELIA AVE & N 1.00 ","32,718.00",NA,"44","Alley Resurfacing Menu",2016,32718
"1792","N CLIFTON AVE & W BARRY AVE&N SEMINARY AVE & W 1.00 ","18,478.00",NA,"44","Alley Resurfacing Menu",2016,18478
"1793","N JANSSEN AVE & W CORNELIA AVE&N GREENVIEW AVE 1.00 ","7,005.00",NA,"44","Alley Resurfacing Menu",2016,7005
"1794","N SEMINARY AVE & W BELMONT AVE&N KENMORE AVE & 1.00 ","34,552.00",NA,"44","Alley Resurfacing Menu",2016,34552
"1795","3728 N SOUTHPORT AVE 0.00 ","8,242.00",NA,"44","Curb & Gutter Menu",2016,8242
"1796","1147 W GEORGE ST 0.00 ","10,076.00",NA,"44","Curb & Gutter Menu",2016,10076
"1797","3524 N SOUTHPORT AVE 0.00 ","8,627.00",NA,"44","Curb & Gutter Menu",2016,8627
"1798","ON N SHEFFIELD AVE FROM W BELMONT AVE (3200 N) TO 0.00 ","22,709.00",NA,"44","Curb & Gutter Menu",2016,22709
"1799","3522 N GREENVIEW AVE 0.00 ","2,892.00",NA,"44","Curb & Gutter Menu",2016,2892
"1800","W BELMONT AVE & N SEMINARY AVE 1.00 ","350.00",NA,"44","In-Road ""State Law Stop",2016,350
"1801","ON W SCHOOL ST FROM N ASHLAND AVE (1600 W) TO N Greenway Project 1.00 ","200,000.00",NA,"44","Miscellaneous CDOT",2016,200000
"1802","1314 W ROSCOE ST 0.00 ","18,360.00",NA,"44","Sidewalk Menu",2016,18360
"1803","ON W BELMONT AVE FROM N RACINE AVE (1200 W) TO N 0.00 ","81,256.00",NA,"44","Sidewalk Menu",2016,81256
"1804","1123 W WELLINGTON AVE 0.00 ","2,564.00",NA,"44","Sidewalk Menu",2016,2564
"1805","3359 N HALSTED ST 0.00 ","27,961.00",NA,"44","Sidewalk Menu",2016,27961
"1806","ON W ALDINE AVE FROM N HALSTED ST (800 W) TO N 1.00 ","1,470.00",NA,"44","Street Resurfacing Menu",2016,1470
"1807","ON W HENDERSON ST FROM 1200 W TO N LAKEWOOD AVE 1.00 ","35,845.00",NA,"44","Street Resurfacing Menu",2016,35845
"1808","ON N PINE GROVE AVE FROM W BELMONT AVE (3200 N) TO 1.00 ","23,423.00",NA,"44","Street Resurfacing Menu",2016,23423
"1809","ON N CAMBRIDGE AVE FROM W DIVERSEY PKWY (2800 N) 1.00 ","37,592.00",NA,"44","Street Resurfacing Menu",2016,37592
"1810","ON N CAMBRIDGE AVE FROM W BELMONT AVE (3200 N) TO 1.00 ","35,287.00",NA,"44","Street Resurfacing Menu",2016,35287
"1811","ON N ORCHARD ST FROM W DIVERSEY PKWY (2800 N) TO N 1.00 ","48,527.00",NA,"44","Street Resurfacing Menu",2016,48527
"1812","ON N SEMINARY AVE FROM W WAVELAND AVE (3700 N) 1.00 ","46,176.00",NA,"44","Street Resurfacing Menu",2016,46176
"1813","ON W GRACE ST FROM N SHEFFIELD AVE (999 W) TO N 1.00 ","28,410.00",NA,"44","Street Resurfacing Menu",2016,28410
"1814","ON W CORNELIA AVE FROM N SOUTHPORT AVE (1400 W) 2.00 ","47,010.00",NA,"44","Street Resurfacing Menu",2016,47010
"1815","ON W GRACE ST FROM N SHEFFIELD AVE (999 W) TO N 6.00 ","98,720.00",NA,"44","Street Resurfacing Menu",2016,98720
"1816","ON W CORNELIA AVE FROM N GREENVIEW AVE (1500 W) 2.00 ","46,750.00",NA,"44","Street Resurfacing Menu",2016,46750
"1817","W WELLINGTON AVE & N SHEFFIELD AVE ","205,000.00",NA,"44","Traffic Signal",2016,205000
"1818","W WELLINGTON AVE & N SHEFFIELD AVE POD Camera at Sheffield & Wellington 1.00 ","27,011.00",NA,"44","High Definition Camera",2016,27011
"1819","644 W BELMONT AVE Feasibility Study 50000.00 ","50,000.00",NA,"44","Miscellaneous Other",2016,50000
"1820","2861 N CLARK ST 2016 Menu (Ward 44) Lakeview Health Center 1.00 ","50,000.00",NA,"44","Miscellaneous Other",2016,50000
"1821","W GUNNISON ST & N LAMON AVE&W AINSLIE ST & N 2.00 ","1,400.00",NA,"45","Alley Speed Hump Menu",2016,1400
"1822","W BERTEAU AVE & N KILBOURN AVE&W IRVING PARK RD 1.00 ","3,500.00",NA,"45","Alley Speed Hump Menu",2016,3500
"1823","ON N MILWAUKEE AVE FROM W ADDISON ST (3600 N) TO 1.00 ","100,000.00",NA,"45","Bike Lane/Marked",2016,100000
"1824","ON N MANGO AVE FROM W GROVER ST (4940 N) TO W 0.00 ","80,848.00",NA,"45","Curb & Gutter Menu",2016,80848
"1825","ON W EASTWOOD AVE FROM N MAJOR AVE (5700 W) TO N 0.00 ","6,694.00",NA,"45","Curb & Gutter Menu",2016,6694
"1826","N LEAMINGTON AVE & N ELSTON AVE 1.00 ","82,762.00",NA,"45","Diagonal Parking Menu",2016,82762
"1827","5711 N MANGO AVE 1.00 ","1,510.00",NA,"45","Miscellaneous CDOT",2016,1510
"1828","5326 N MULLIGAN AVE ","3,997.00",NA,"45","Miscellaneous CDOT",2016,3997
"1829","W LAWRENCE AVE & N CICERO AVE 1.00 ","1,400.00",NA,"45","Pavement Markings",2016,1400
"1830","4625 N MILWAUKEE AVE 1.00 ","3,300.00",NA,"45","Pavement Markings",2016,3300
"1831","5057 W PENSACOLA AVE 0.00 ","8,541.00",NA,"45","Sidewalk Menu",2016,8541
"1832","4951-4953 W BELLE PLAINE AVE 0.00 ","23,314.00",NA,"45","Sidewalk Menu",2016,23314
"1833","5023 W SUNNYSIDE AVE 0.00 ","3,342.00",NA,"45","Sidewalk Menu",2016,3342
"1834","4843 W CARMEN AVE 0.00 ","4,377.00",NA,"45","Sidewalk Menu",2016,4377
"1835","5341 W GIDDINGS ST 0.00 ","26,231.00",NA,"45","Sidewalk Menu",2016,26231
"1836","5425 N CENTRAL AVE 0.00 ","6,370.00",NA,"45","Sidewalk Menu",2016,6370
"1837","4934 W GRACE ST 0.00 ","11,781.00",NA,"45","Sidewalk Menu",2016,11781
"1838","5753 N MARMORA AVE 0.00 ","3,070.00",NA,"45","Sidewalk Menu",2016,3070
"1839","5622 W GROVER ST 0.00 ","2,395.00",NA,"45","Sidewalk Menu",2016,2395
"1840","4226 N LAMON AVE 0.00 ","6,127.00",NA,"45","Sidewalk Menu",2016,6127
