"","description","costA","costB","ward","program","year","cost"
"565","ON W 51ST ST FROM S CICERO AVE (4800 W) TO S KNOX 4.00 ","97,293.00",NA,"14","Street Resurfacing Menu",2016,97293
"566","ON S MENARD AVE FROM W 51ST ST (5100 S) TO S ARCHER 3.00 ","147,184.00",NA,"14","Street Resurfacing Menu",2016,147184
"567","ON W 46TH ST FROM S HAMLIN AVE (3800 W) TO S AVERS 1.00 ","1,850.00",NA,"14","Street Speed Hump Menu",2016,1850
"568","ON S HAMLIN AVE FROM W 46TH ST (4600 S) TO W 47TH ST 1.00 ","1,278.00",NA,"14","Street Speed Hump Menu",2016,1278
"569","ON S TALMAN AVE FROM W 50TH ST (5000 S) TO W 51ST ST 2.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2016,3700
"570","ON S ST LOUIS AVE FROM W 52ND ST (5200 S) TO W 53RD ST 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2016,3700
"571","ON W 46TH ST FROM S HARDING AVE (3930 W) TO S 1.00 ","1,850.00",NA,"14","Street Speed Hump Menu",2016,1850
"572","ON S LARAMIE AVE FROM W 51ST ST (5100 S) TO W 52ND ST 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2016,3700
"573","ON S LOREL AVE FROM W 51ST ST (5100 S) TO W 52ND ST 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2016,3700
"574","ON W 52ND ST FROM S LOTUS AVE (5430 W) TO S LUNA 1.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2016,3700
"575","ON S ROCKWELL ST FROM W 50TH ST (5000 S) TO W 51ST ST 2.00 ","3,700.00",NA,"14","Street Speed Hump Menu",2016,3700
"576","ON S ST LOUIS AVE FROM W 51ST ST (5100 S) TO W 55TH ST 6.00 ","247,040.00",NA,"14","Street Resurfacing Menu",2016,247040
"577","W POPE JOHN PAUL II DR & S ROCKWELL ST&W 44TH ST & 1.00 ","43,198.00",NA,"15","Alley Resurfacing Menu",2016,43198
"578","W 65TH ST & S HONORE ST&W 66TH ST & S WOLCOTT AVE 1.00 ","34,424.00",NA,"15","Alley Resurfacing Menu",2016,34424
"579","W 45TH ST & S SACRAMENTO AVE&W 46TH ST & S 1.00 ","36,448.00",NA,"15","Alley Resurfacing Menu",2016,36448
"580","W 46TH ST & S FRANCISCO AVE&W 45TH ST & S MOZART 1.00 ","4,534.00",NA,"15","Alley Resurfacing Menu",2016,4534
"581","5605 S HONORE ST 1.00 ","27,281.00",NA,"15","Alley Resurfacing Menu",2016,27281
"582","W 45TH ST & S HERMITAGE AVE&W 46TH ST & S PAULINA 2.00 ","1,400.00",NA,"15","Alley Speed Hump Menu",2016,1400
"583","W 45TH ST & S WOOD ST&W 46TH ST & S HERMITAGE AVE 2.00 ","1,400.00",NA,"15","Alley Speed Hump Menu",2016,1400
"584","W 46TH ST & S PAULINA ST&W 47TH ST & S HERMITAGE 1.00 ","2,800.00",NA,"15","Alley Speed Hump Menu",2016,2800
"585","S WOOD ST & W 45TH ST&S HONORE ST & W 46TH ST 6.00 ","4,200.00",NA,"15","Alley Speed Hump Menu",2016,4200
"586","W 44TH ST & S MARSHFIELD AVE&W 45TH ST & S 1.00 ","700.00",NA,"15","Alley Speed Hump Menu",2016,700
"587","W 45TH ST & S WOLCOTT AVE&W 46TH ST & S HONORE ST 6.00 ","4,200.00",NA,"15","Alley Speed Hump Menu",2016,4200
"588","W 43RD ST & S WOLCOTT AVE&W 44TH ST & S HONORE ST ","1,400.00",NA,"15","Alley Speed Hump Menu",2016,1400
"589","W 46TH ST & S WOOD ST&W 47TH ST & S HERMITAGE AVE 4.00 ","2,800.00",NA,"15","Alley Speed Hump Menu",2016,2800
"590","W 46TH ST & S MARSHFIELD AVE&W 47TH ST & S 2.00 ","1,400.00",NA,"15","Alley Speed Hump Menu",2016,1400
"591","W 43RD ST & S PAULINA ST&W 44TH ST & S MARSHFIELD 1.00 ","700.00",NA,"15","Alley Speed Hump Menu",2016,700
"592","S HONORE ST & W 46TH ST&S WOLCOTT AVE & W 47TH ST 5.00 ","3,500.00",NA,"15","Alley Speed Hump Menu",2016,3500
"593","W POPE JOHN PAUL II DR & S ARTESIAN AVE&W 44TH ST & 1.00 ","700.00",NA,"15","Alley Speed Hump",2016,700
"594","3044 W 47TH ST 0.00 ","5,190.00",NA,"15","Curb & Gutter Menu",2016,5190
"595","ON W 58TH ST FROM S DAMEN AVE (2000 W) TO S 0.00 ","5,960.00",NA,"15","Curb & Gutter Menu",2016,5960
"596","4257 S FRANCISCO AVE 0.00 ","9,202.00",NA,"15","Curb & Gutter Menu",2016,9202
"597","4459 S WOOD ST 0.00 ","13,540.00",NA,"15","Curb & Gutter Menu",2016,13540
"598","5637 S ROCKWELL ST 0.00 ","3,772.00",NA,"15","Sidewalk Menu",2016,3772
"599","2633 W POPE JOHN PAUL II DR 0.00 ","2,063.00",NA,"15","Sidewalk Menu",2016,2063
"600","ON W 48TH ST FROM 1725 W TO S PAULINA ST (1700 W) 0.00 ","45,321.00",NA,"15","Sidewalk Menu",2016,45321
"601","2458 W 47TH ST 0.00 ","2,735.00",NA,"15","Sidewalk Menu",2016,2735
"602","ON S PAULINA ST FROM 4820 S TO W 48TH ST (4800 S) 0.00 ","78,872.00",NA,"15","Sidewalk Menu",2016,78872
"603","ON W 64TH ST FROM S ASHLAND AVE (1600 W) TO S 2.00 ","39,062.00",NA,"15","Street Resurfacing Menu",2016,39062
"604","ON S HONORE ST FROM W 43RD ST (4300 S) TO W 45TH ST 2.00 ","118,795.00",NA,"15","Street Resurfacing Menu",2016,118795
"605","ON W 58TH ST FROM S PAULINA ST (1700 W) TO S DAMEN 6.00 ","169,400.00",NA,"15","Street Resurfacing Menu",2016,169400
"606","ON S WOLCOTT AVE FROM W 43RD ST (4300 S) TO W 47TH 4.00 ","183,495.00",NA,"15","Street Resurfacing Menu",2016,183495
"607","ON S WOLCOTT AVE FROM W 45TH ST (4500 S) TO W 46TH ","3,700.00",NA,"15","Street Speed Hump Menu",2016,3700
"608","ON W 46TH ST FROM S WOLCOTT AVE (1900 W) TO S 1.00 ","1,850.00",NA,"15","Street Speed Hump Menu",2016,1850
"609","ON W 46TH ST FROM S ASHLAND AVE (1600 W) TO S ","5,550.00",NA,"15","Street Speed Hump Menu",2016,5550
"610","ON W 45TH ST FROM S ASHLAND AVE (1600 W) TO S ","11,100.00",NA,"15","Street Speed Hump Menu",2016,11100
"611","ON W 41ST PL FROM S SACRAMENTO AVE (3000 W) TO S 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2016,3700
"612","ON S MARSHFIELD AVE FROM W 43RD ST (4300 S) TO W 1.00 ","14,800.00",NA,"15","Street Speed Hump Menu",2016,14800
"613","ON W 46TH ST FROM S WOOD ST (1800 W) TO S HERMITAGE 1.00 ","1,850.00",NA,"15","Street Speed Hump Menu",2016,1850
"614","ON S CAMPBELL AVE FROM W 56TH ST (5600 S) TO W 57TH 1.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2016,3700
"615","ON S HERMITAGE AVE FROM W 62ND ST (6200 S) TO W 1.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2016,3700
"616","ON W 44TH ST FROM S ASHLAND AVE (1600 W) TO S 1.00 ","11,100.00",NA,"15","Street Speed Hump Menu",2016,11100
"617","ON S MOZART ST FROM W 46TH ST (4600 S) TO W 47TH ST 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2016,3700
"618","ON S HONORE ST FROM W 44TH ST (4400 S) TO W 46TH ST ","7,400.00",NA,"15","Street Speed Hump Menu",2016,7400
"619","ON S WASHTENAW AVE FROM W POPE JOHN PAUL II DR 1.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2016,3700
"620","ON S SEELEY AVE FROM W 56TH ST (5600 S) TO W 57TH ST 1.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2016,3700
"621","ON S WOOD ST FROM W 43RD ST (4300 S) TO W 47TH ST ","14,800.00",NA,"15","Street Speed Hump Menu",2016,14800
"622","ON S PAULINA ST FROM W 46TH ST (4600 S) TO W 47TH ST ","3,700.00",NA,"15","Street Speed Hump Menu",2016,3700
"623","ON W 46TH ST FROM S WOOD ST (1800 W) TO S HONORE ST ","1,850.00",NA,"15","Street Speed Hump Menu",2016,1850
"624","ON S SEELEY AVE FROM W 50TH ST (5000 S) TO W 51ST ST 2.00 ","3,700.00",NA,"15","Street Speed Hump Menu",2016,3700
"625","ON S HERMITAGE AVE FROM W 43RD ST (4300 S) TO W 45TH ","7,400.00",NA,"15","Street Speed Hump Menu",2016,7400
"626","ON S PAULINA ST FROM W 43RD ST (4300 S) TO W 44TH ST ","3,700.00",NA,"15","Street Speed Hump Menu",2016,3700
"627","S MARSHFIELD AVE & W 44TH ST 1.00 ","14,212.00",NA,"15","Street Traffic Circle",2016,14212
"628","W 46TH ST & S WOOD ST 1.00 ","14,833.00",NA,"15","Street Traffic Circle",2016,14833
"629","S HERMITAGE AVE & W 45TH ST 1.00 ","14,833.00",NA,"15","Street Traffic Circle",2016,14833
"630","S HONORE ST & W 46TH ST 1.00 ","14,113.00",NA,"15","Street Traffic Circle",2016,14113
"631","S HONORE ST & W 44TH ST 1.00 ","14,113.00",NA,"15","Street Traffic Circle",2016,14113
"632","S HERMITAGE AVE & W 46TH ST 1.00 ","14,707.00",NA,"15","Street Traffic Circle",2016,14707
"633","S HERMITAGE AVE & W 44TH ST 1.00 ","14,833.00",NA,"15","Street Traffic Circle",2016,14833
"634","S HONORE ST & W 45TH ST 1.00 ","14,113.00",NA,"15","Street Traffic Circle",2016,14113
"635","S MARSHFIELD AVE & W 46TH ST 1.00 ","11,728.00",NA,"15","Street Traffic Circle",2016,11728
"636","S MAY ST & W 65TH ST&S ABERDEEN ST & W 66TH ST 1.00 ","17,216.00",NA,"16","Alley Resurfacing Menu",2016,17216
"637","W 52ND ST & S HONORE ST&W 53RD ST & S WOOD ST 1.00 ","10,098.00",NA,"16","Alley Resurfacing Menu",2016,10098
"638","5735 S CLAREMONT AVE 1.00 ","28,325.00",NA,"16","Alley Resurfacing Menu",2016,28325
"639","W 59TH ST & S THROOP ST&W 60TH ST & S ELIZABETH ST 1.00 ","25,225.00",NA,"16","Alley Resurfacing Menu",2016,25225
"640","W 68TH ST & S PAULINA ST&W MARQUETTE RD & S 1.00 ","18,005.00",NA,"16","Alley Resurfacing Menu",2016,18005
"641","W 59TH ST & S RICHMOND ST&W 60TH ST & S 1.00 ","31,051.00",NA,"16","Alley Resurfacing Menu",2016,31051
"642","W 60TH ST & S GREEN ST&W 61ST ST & S PEORIA ST 1.00 ","1,400.00",NA,"16","Alley Speed Hump Menu",2016,1400
"643","W 60TH ST & S HALSTED ST&W 61ST ST & S GREEN ST 1.00 ","1,400.00",NA,"16","Alley Speed Hump Menu",2016,1400
"644","W 63RD ST & S CLAREMONT AVE ","600.00",NA,"16","In-Road ""State Law Stop",2016,600
"645","ON S PAULINA ST FROM W MARQUETTE RD (6700 S) TO W 0.00 ","50,765.00",NA,"16","Sidewalk Menu",2016,50765
"646","ON S FRANCISCO AVE FROM W 61ST ST (6100 S) TO W 62ND 0.00 ","51,960.00",NA,"16","Sidewalk Menu",2016,51960
"647","ON W 56TH ST FROM S BISHOP ST (1430 W) TO S LAFLIN ST 0.00 ","7,660.00",NA,"16","Sidewalk Menu",2016,7660
"648","ON S SACRAMENTO AVE FROM W 58TH ST (5800 S) TO W 0.00 ","19,413.00",NA,"16","Sidewalk Menu",2016,19413
"649","ON W 57TH ST FROM S RICHMOND ST (2930 W) TO S 0.00 ","26,905.00",NA,"16","Sidewalk Menu",2016,26905
"650","ON W 61ST ST FROM S CARPENTER ST (1030 W) TO S 0.00 ","19,506.00",NA,"16","Sidewalk Menu",2016,19506
"651","ON W 61ST ST FROM S MORGAN ST (1000 W) TO S 0.00 ","14,124.00",NA,"16","Sidewalk Menu",2016,14124
"652","5317 S HAMILTON AVE 0.00 ","17,401.00",NA,"16","Sidewalk Menu",2016,17401
"653","1509 W 62ND ST 0.00 ","33,003.00",NA,"16","Sidewalk Menu",2016,33003
"654","6019 S RICHMOND ST 0.00 ","6,415.00",NA,"16","Sidewalk Menu",2016,6415
"655","5929 S SANGAMON ST 0.00 ","7,852.00",NA,"16","Sidewalk Menu",2016,7852
"656","6018 S WHIPPLE ST 0.00 ","4,204.00",NA,"16","Sidewalk Menu",2016,4204
"657","5951 S ARTESIAN AVE 0.00 ","2,853.00",NA,"16","Sidewalk Menu",2016,2853
"658","ON S MOZART ST FROM W 62ND ST (6200 S) TO W 63RD ST 0.00 ","17,160.00",NA,"16","Sidewalk Menu",2016,17160
"659","5701 S PEORIA ST 0.00 ","14,031.00",NA,"16","Sidewalk Menu",2016,14031
"660","ON S HOYNE AVE FROM W MARQUETTE RD (6700 S) TO W 3.00 ","55,984.00",NA,"16","Street Resurfacing Menu",2016,55984
"661","ON W 57TH ST FROM S RICHMOND ST (2930 W) TO S 1.00 ","29,113.00",NA,"16","Street Resurfacing Menu",2016,29113
"662","ON S MARSHFIELD AVE FROM W MARQUETTE RD (6700 S) 1.00 ","40,913.00",NA,"16","Street Resurfacing Menu",2016,40913
"663","ON S CAMPBELL AVE FROM W 63RD ST (6300 S) TO W 64TH 1.00 ","35,106.00",NA,"16","Street Resurfacing Menu",2016,35106
"664","ON S CAMPBELL AVE FROM W 64TH ST (6400 S) TO W 65TH 1.00 ","50,470.00",NA,"16","Street Resurfacing Menu",2016,50470
"665","ON W 61ST ST FROM S THROOP ST (1300 W) TO S 1.00 ","33,473.00",NA,"16","Street Resurfacing Menu",2016,33473
"666","ON S FRANCISCO AVE FROM W 62ND ST (6200 S) TO W 63RD 1.00 ","49,896.00",NA,"16","Street Resurfacing Menu",2016,49896
"667","ON S SANGAMON ST FROM W 64TH ST (6400 S) TO W 65TH 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2016,3700
"668","ON S HOYNE AVE FROM W 64TH ST (6400 S) TO W 65TH ST 2.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2016,3700
"669","ON S FRANCISCO AVE FROM W 61ST ST (6100 S) TO W 62ND 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2016,3700
"670","ON S FRANCISCO AVE FROM W 59TH ST (5900 S) TO W 60TH 2.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2016,3700
"671","ON S GREEN ST FROM W 60TH ST (6000 S) TO W 61ST ST 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2016,3700
"672","ON S BELL AVE FROM W MARQUETTE RD (6700 S) TO W 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2016,3700
"673","ON S WASHTENAW AVE FROM W 60TH ST (6000 S) TO W ","3,700.00",NA,"16","Street Speed Hump Menu",2016,3700
"674","ON S HONORE ST FROM W MARQUETTE RD (6700 S) TO W 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2016,3700
"675","ON S MAY ST FROM W 65TH ST (6500 S) TO W 66TH ST (6600 1.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2016,3700
"676","5711 S WESTERN AVE; 5757 S WESTERN AVE 2.00 ","900.00",NA,"16","Street Light Upgrade",2016,900
"677","ON S HERMITAGE AVE FROM W MARQUETTE RD (6700 S) 1.00 ","88,000.00",NA,"16","Street Light Residential",2016,88000
"678","ON S WOLCOTT AVE FROM W MARQUETTE RD (6700 S) TO 1.00 ","78,000.00",NA,"16","Street Light Residential",2016,78000
"679","ON W 67TH PL FROM S DAMEN AVE (2000 W) TO S 2.00 ","166,000.00",NA,"16","Street Light Residential",2016,166000
"680","ON S WINCHESTER AVE FROM W MARQUETTE RD (6700 S) 1.00 ","78,000.00",NA,"16","Street Light Residential",2016,78000
"681","ON S CAMPBELL AVE FROM W 61ST ST (6100 S) TO W 62ND 2.00 ","3,700.00",NA,"16","Street Speed Hump Menu",2016,3700
"682","ON S BISHOP ST FROM W 61ST ST (6100 S) TO W 62ND ST 1.00 ","1,850.00",NA,"16","Street Speed Hump Menu",2016,1850
"683","7001 S CLAREMONT AVE 0.00 ","13,912.00",NA,"17","Sidewalk Menu",2016,13912
"684","8059 S YALE AVE 0.00 ","10,222.00",NA,"17","Sidewalk Menu",2016,10222
"685","ON W 76TH ST FROM S LOOMIS BLVD (1400 W) TO S BISHOP 0.00 ","31,460.00",NA,"17","Sidewalk Menu",2016,31460
"686","ON W 76TH ST FROM S BISHOP ST (1440 W) TO S LAFLIN ST 0.00 ","27,817.00",NA,"17","Sidewalk Menu",2016,27817
"687","W 70TH ST & S FAIRFIELD AVE 0.00 ","12,937.00",NA,"17","Sidewalk Menu",2016,12937
"688","ON S FAIRFIELD AVE FROM W LITHUANIAN PLAZA CT 1.00 ","46,369.00",NA,"17","Street Resurfacing Menu",2016,46369
"689","ON S FAIRFIELD AVE FROM W 70TH ST (7000 S) TO W 71ST 1.00 ","47,077.00",NA,"17","Street Resurfacing Menu",2016,47077
"690","ON W 66TH ST FROM S TALMAN AVE (2630 W) TO S 1.00 ","49,023.00",NA,"17","Street Resurfacing Menu",2016,49023
"691","ON W 78TH ST FROM S ASHLAND AVE (1600 W) TO S 8.00 ","168,620.00",NA,"17","Street Resurfacing Menu",2016,168620
"692","ON W LITHUANIAN PLAZA CT FROM S WASHTENAW AVE 1.00 ","42,514.00",NA,"17","Street Resurfacing Menu",2016,42514
"693","ON W 66TH ST FROM S CALIFORNIA AVE (2800 W) TO S 1.00 ","15,194.00",NA,"17","Street Resurfacing Menu",2016,15194
"694","ON W 70TH ST FROM S CALIFORNIA AVE (2800 W) TO S 8.00 ","297,763.00",NA,"17","Street Resurfacing Menu",2016,297763
"695","ON S MOZART ST FROM W 65TH ST (6500 S) TO W 2.00 ","98,655.00",NA,"17","Street Resurfacing Menu",2016,98655
"696","ON S CLAREMONT AVE FROM W 69TH ST (6900 S) TO W 1.00 ","45,471.00",NA,"17","Street Resurfacing Menu",2016,45471
"697","ON S ADA ST FROM W MARQUETTE RD (6700 S) TO W 68TH 1.00 ","51,960.00",NA,"17","Street Resurfacing Menu",2016,51960
"698","6743 S KEDZIE AVE MLK Sculpture in Marquette Park 50000.00 ","50,000.00",NA,"17","Chicago Park District",2016,50000
"699","S CAMPBELL AVE & W 76TH ST&S MAPLEWOOD AVE & W 1.00 ","19,996.00",NA,"18","Alley Resurfacing Menu",2016,19996
"700","8559 S KEATING AVE 0.00 ","2,503.00",NA,"18","Curb & Gutter Menu",2016,2503
"701","8643 S KEATING AVE 0.00 ","3,033.00",NA,"18","Curb & Gutter Menu",2016,3033
"702","3527 W 85TH ST 0.00 ","3,491.00",NA,"18","Curb & Gutter Menu",2016,3491
"703","ON S WESTERN AVE FROM W 73RD ST (7300 S) TO W 74TH 0.00 ","176,557.00",NA,"18","Sidewalk Menu",2016,176557
"704","7231-7233 S WESTERN AVE 0.00 ","14,119.00",NA,"18","Sidewalk Menu",2016,14119
"705","ON S SAWYER AVE FROM W 80TH ST (8000 S) TO W 81ST ST 0.00 ","49,243.00",NA,"18","Sidewalk Menu",2016,49243
"706","ON W 83RD PL FROM S HAMLIN AVE (3800 W) TO S 1.00 ","55,869.00",NA,"18","Street Resurfacing Menu",2016,55869
"707","ON S KENTON AVE FROM W 78TH ST (7800 S) TO W 79TH ST 1.00 ","58,865.00",NA,"18","Street Resurfacing Menu",2016,58865
"708","ON W 80TH PL FROM S LAWNDALE AVE (3700 W) TO S 1.00 ","58,018.00",NA,"18","Street Resurfacing Menu",2016,58018
"709","ON W 76TH ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS 2.00 ","60,498.00",NA,"18","Street Resurfacing Menu",2016,60498
"710","ON W 84TH ST FROM S ROCKWELL ST (2610 W) TO S 1.00 ","42,693.00",NA,"18","Street Resurfacing Menu",2016,42693
"711","ON S HOMAN AVE FROM W 79TH ST (7900 S) TO W 80TH ST 1.00 ","78,384.00",NA,"18","Street Resurfacing Menu",2016,78384
"712","ON W 85TH ST FROM S KEDZIE AVE (3200 W) TO S ALBANY 1.00 ","69,310.00",NA,"18","Street Resurfacing Menu",2016,69310
"713","ON S KNOX AVE FROM W 78TH ST (7800 S) TO W 79TH ST 1.00 ","48,595.00",NA,"18","Street Resurfacing Menu",2016,48595
"714","ON S KOMENSKY AVE FROM W 84TH ST (8400 S) TO W 85TH 1.00 ","67,581.00",NA,"18","Street Resurfacing Menu",2016,67581
"715","ON S HOYNE AVE FROM W 76TH ST (7600 S) TO W 77TH ST 1.00 ","50,021.00",NA,"18","Street Resurfacing Menu",2016,50021
"716","ON W 79TH PL FROM S KILBOURN AVE (4500 W) TO S 2.00 ","117,383.00",NA,"18","Street Resurfacing Menu",2016,117383
"717","ON W 82ND ST FROM S CALIFORNIA AVE (2800 W) TO S 2.00 ","61,489.00",NA,"18","Street Resurfacing Menu",2016,61489
"718","ON W 72ND ST FROM S KEDZIE AVE (3200 W) TO S 4.00 ","118,818.00",NA,"18","Street Resurfacing Menu",2016,118818
"719","ON S SEELEY AVE FROM W 83RD ST (8300 S) TO W 84TH ST 1.00 ","43,889.00",NA,"18","Street Resurfacing Menu",2016,43889
"720","ON S HAMLIN AVE FROM W 76TH ST (7600 S) TO W 77TH ST 3.00 ","63,481.00",NA,"18","Street Resurfacing Menu",2016,63481
"721","ON W 78TH ST FROM S OAKLEY AVE (2300 W) TO S 1.00 ","1,850.00",NA,"18","Street Speed Hump Menu",2016,1850
"722","ON S OAKLEY AVE FROM W 78TH ST (7800 S) TO W 79TH ST 1.00 ","3,700.00",NA,"18","Street Speed Hump Menu",2016,3700
"723","8223 S FAIRFIELD AVE Install Alley Light 1.00 ","450.00",NA,"18","Street Light Upgrade",2016,450
"724","6743 S KEDZIE AVE Martin Luther King Memorial Structure in Marquette Park 50000.00 ","50,000.00",NA,"18","Miscellaneous Other",2016,50000
"725","ON S SPRINGFIELD AVE FROM W 105TH ST (10500 S) TO W 1.00 ","45,491.00",NA,"19","Street Resurfacing Menu",2016,45491
"726","ON S RIDGEWAY AVE FROM W 113TH ST (11300 S) TO W 1.00 ","52,495.00",NA,"19","Street Resurfacing Menu",2016,52495
"727","ON S MILLARD AVE FROM W 107TH ST (10700 S) TO W 1.00 ","6,114.00",NA,"19","Street Resurfacing Menu",2016,6114
"728","ON S OAKLEY AVE FROM W 92ND PL (9240 S) TO W 94TH ST 1.00 ","56,406.00",NA,"19","Street Resurfacing Menu",2016,56406
"729","ON W 102ND ST FROM S WESTERN AVE (2400 W) TO S 1.00 ","35,551.00",NA,"19","Street Resurfacing Menu",2016,35551
"730","ON S CLAREMONT AVE FROM W 103RD ST (10300 S) TO W 1.00 ","44,917.00",NA,"19","Street Resurfacing Menu",2016,44917
"731","ON S SAWYER AVE FROM W 106TH ST (10600 S) TO W 107TH 1.00 ","45,106.00",NA,"19","Street Resurfacing Menu",2016,45106
"732","ON W 116TH ST FROM S LONGWOOD DR (2100 W) TO S BELL 1.00 ","42,030.00",NA,"19","Street Resurfacing Menu",2016,42030
"733","ON S FAIRFIELD AVE FROM W 106TH ST (10600 S) TO W 1.00 ","43,787.00",NA,"19","Street Resurfacing Menu",2016,43787
"734","ON S HOYNE AVE FROM W 94TH ST (9400 S) TO W 95TH ST 1.00 ","38,290.00",NA,"19","Street Resurfacing Menu",2016,38290
"735","ON W 106TH ST FROM S HAMILTON AVE (2130 W) TO S 1.00 ","10,234.00",NA,"19","Street Resurfacing Menu",2016,10234
"736","ON S RIDGEWAY AVE FROM 10300 S TO W 104TH ST (10400 1.00 ","28,984.00",NA,"19","Street Resurfacing Menu",2016,28984
"737","ON W CHELSEA PL FROM S VINCENNES AVE (1630 W) TO S 2.00 ","43,165.00",NA,"19","Street Resurfacing Menu",2016,43165
"738","ON S SEELEY AVE FROM W 100TH ST (10000 S) TO W 101ST 1.00 ","40,486.00",NA,"19","Street Resurfacing Menu",2016,40486
"739","ON S CAMPBELL AVE FROM W 112TH ST (11200 S) TO W 1.00 ","55,577.00",NA,"19","Street Resurfacing Menu",2016,55577
"740","ON S PROSPECT AVE FROM W 107TH ST (10700 S) TO W 1.00 ","81,144.00",NA,"19","Street Resurfacing Menu",2016,81144
"741","1600 W 104TH ST 1.00 ","43,226.00",NA,"19","Street Resurfacing Menu",2016,43226
"742","ON W 106TH PL FROM S WOOD ST (1800 W) TO S DREW ST 1.00 ","37,478.00",NA,"19","Street Resurfacing Menu",2016,37478
"743","ON W 118TH ST FROM S OAKLEY AVE (2300 W) TO S BELL 1.00 ","65,767.00",NA,"19","Street Resurfacing Menu",2016,65767
"744","ON S HOYNE AVE FROM W 100TH ST (10000 S) TO W 101ST 1.00 ","41,013.00",NA,"19","Street Resurfacing Menu",2016,41013
"745","ON E 104TH ST FROM S WOOD ST (1800 W) TO S HALE AVE 1.00 ","32,376.00",NA,"19","Street Resurfacing Menu",2016,32376
"746","ON S WHIPPLE ST FROM W 112TH ST (11200 S) TO W 113TH 1.00 ","54,953.00",NA,"19","Street Resurfacing Menu",2016,54953
"747","ON S TROY ST FROM W 105TH ST (10500 S) TO W 106TH ST 1.00 ","70,046.00",NA,"19","Street Resurfacing Menu",2016,70046
"748","ON S WASHTENAW AVE FROM W 108TH ST (10800 S) TO W 1.00 ","50,972.00",NA,"19","Street Resurfacing Menu",2016,50972
"749","ON S CAMPBELL AVE FROM W 110TH ST (11000 S) TO W 2.00 ","75,554.00",NA,"19","Street Resurfacing Menu",2016,75554
"750","ON W 105TH ST FROM S CHRISTIANA AVE (3330 W) TO S 1.00 ","32,115.00",NA,"19","Street Resurfacing Menu",2016,32115
"751","ON W 114TH ST FROM S WASHTENAW AVE (2700 W) TO S 2.00 ","50,206.00",NA,"19","Street Resurfacing Menu",2016,50206
"752","ON W 105TH ST FROM S SPAULDING AVE (3300 W) TO S 1.00 ","30,960.00",NA,"19","Street Resurfacing Menu",2016,30960
"753","S WABASH AVE & E 60TH ST&S STATE ST & E 61ST ST 1.00 ","26,160.00",NA,"20","Alley Resurfacing Menu",2016,26160
"754","S LOOMIS BLVD & W 52ND ST 1.00 ","600.00",NA,"20","In-Road ""State Law Stop",2016,600
"755","S LOWE AVE & W 63RD ST 1.00 ","29,316.00",NA,"20","Pedestrian Refuge Island",2016,29316
"756","ON S DORCHESTER AVE FROM E 64TH ST (6400 S) TO E 65TH 0.00 ","25,384.00",NA,"20","Sidewalk Menu",2016,25384
"757","ON S WOODLAWN AVE FROM E 61ST ST (6100 S) TO E 62ND 0.00 ","11,601.00",NA,"20","Sidewalk Menu",2016,11601
"758","ON W 50TH ST FROM S LAFLIN ST (1500 W) TO S JUSTINE ST 0.00 ","47,307.00",NA,"20","Sidewalk Menu",2016,47307
"759","ON S ST LAWRENCE AVE FROM E 60TH ST (6000 S) TO E 0.00 ","142,981.00",NA,"20","Sidewalk Menu",2016,142981
"760","ON W 48TH ST FROM S BISHOP ST (1440 W) TO S ASHLAND 0.00 ","135,432.00",NA,"20","Sidewalk Menu",2016,135432
"761","ON S ABERDEEN ST FROM W 50TH ST (5000 S) TO W 51ST ST 0.00 ","104,318.00",NA,"20","Sidewalk Menu",2016,104318
"762","ON E 60TH ST FROM S STATE ST (0 E) TO S WABASH AVE 0.00 ","84,729.00",NA,"20","Sidewalk Menu",2016,84729
"763","ON S PEORIA ST FROM W 50TH ST (5000 S) TO W 51ST ST 2.00 ","36,501.00",NA,"20","Street Resurfacing Menu",2016,36501
"764","ON S HARVARD AVE FROM W 63RD ST (6300 S) TO W 64TH 1.00 ","27,760.00",NA,"20","Street Resurfacing Menu",2016,27760
"765","ON S PRAIRIE AVE FROM E 61ST ST (6100 S) TO E 63RD ST 1.00 ","152,789.00",NA,"20","Street Resurfacing Menu",2016,152789
