"","description","costA","costB","ward","program","year","cost"
"404","8919 S COMMERCIAL AVE 1.00 ","400.00",NA,"10","Street Light Upgrade",2013,400
"405","POD Camera at 8958 S. Escanaba ","22,500.00",NA,"10","High Definition Camera",2013,22500
"406","E 87TH ST & S LAKE SHORE DR 87th & South Lakefront ","22,500.00",NA,"10","High Definition Camera",2013,22500
"407","ON W 30TH ST FROM W TO S WELLS ST (230 W) 0.00 ","18,556.00",NA,"11","Alley Apron Menu",2013,18556
"408","W 42ND PL & W 42ND ST & S NORMAL AVE & S WALLACE 1.00 ","12,760.00",NA,"11","Alley Resurfacing Menu",2013,12760
"409","W 31ST PL & S MORGAN ST&W 31ST ST & S LITUANICA ","7,988.00",NA,"11","Alley Resurfacing Menu",2013,7988
"410","W 46TH ST & W 46TH PL & S NORMAL & S WALLACE ST 1.00 ","31,626.00",NA,"11","Alley Resurfacing Menu",2013,31626
"411","W 27TH ST & W 26TH ST & S SHIELDS AVE & S STEWART 1.00 ","15,670.00",NA,"11","Alley Resurfacing Menu",2013,15670
"412","W 28TH PL & W 29TH ST & S WENTWORTH AVE & S WELLS 1.00 ","19,892.00",NA,"11","Alley Resurfacing Menu",2013,19892
"413","W 29TH ST & W 30TH ST & S PRINCETON AVE & S WELLS ST 1.00 ","1,400.00",NA,"11","Alley Speed Hump Menu",2013,1400
"414","W 28TH PL & W 29TH ST & S PRINCETON AVE & S WELLS ST 1.00 ","1,400.00",NA,"11","Alley Speed Hump Menu",2013,1400
"415","S THROOP ST & S RACINE AVE & W 32ND ST & W 33RD ST 1.00 ","2,800.00",NA,"11","Alley Speed Hump Menu",2013,2800
"416","W 32ND ST & W 33RD ST & S PRINCETON AVE & S SHIELDS 1.00 ","285,000.00",NA,"11","Concrete Alley Menu",2013,285000
"417","ON W 42ND PL FROM Dead End (2336 W) TO S NORMAL AV 0.00 ","4,226.00",NA,"11","Curb & Gutter Menu",2013,4226
"418","ON S LOOMIS ST FROM S LYMAN ST (3011 S) TO S LYMAN 0.00 ","3,964.00",NA,"11","Curb & Gutter Menu",2013,3964
"419","ON S THROOP ST FROM W 31 ST (3100 S) TO W 31 PL (3132 S) 0.00 ","21,797.00",NA,"11","Curb & Gutter Menu",2013,21797
"420","S LOWE AVE & W 31ST ST 1.00 ","950.00",NA,"11","In-Road ""State Law Stop",2013,950
"421","S HALSTED ST & W JAMES M ROCHFORD ST inroad sign - ","368.00",NA,"11","Miscellaneous Other",2013,368
"422","ON S EMERALD AVE FROM W 45 ST (4500 S) TO W 46 ST (4600 0.00 ","1,641.00",NA,"11","Sidewalk Menu",2013,1641
"423","ON S WALLACE ST FROM W 31 ST (3100 S) TO W 32 ST (3200 0.00 ","4,960.00",NA,"11","Sidewalk Menu",2013,4960
"424","ON S WALLACE ST FROM W 45 ST (4500 S) TO W 46 ST (4600 0.00 ","4,954.00",NA,"11","Sidewalk Menu",2013,4954
"425","ON S WELLS ST FROM W 27 ST (2740 S) TO W 28 PL (2840 S) 0.00 ","8,739.00",NA,"11","Sidewalk Menu",2013,8739
"426","ON W 43RD ST FROM S NORMAL AV (500 W) TO S WALLACE 0.00 ","609.00",NA,"11","Sidewalk Menu",2013,609
"427","ON S ARCH ST FROM S BONAPARTE ST (2974 S) TO S LYMAN 0.00 ","2,975.00",NA,"11","Sidewalk Menu",2013,2975
"428","ON S UNION AVE FROM W 46 ST (4600 S) TO W 47 ST (4700 S) 0.00 ","20,637.00",NA,"11","Sidewalk Menu",2013,20637
"429","ON S WELLS ST FROM W 26 ST (2600 S) TO W 27 ST (2740 S) 0.00 ","41,951.00",NA,"11","Sidewalk Menu",2013,41951
"430","ON W 29TH ST FROM S SHIELDS AV (328 W) TO S STEWART 0.00 ","24,112.00",NA,"11","Sidewalk Menu",2013,24112
"431","ON S LOWE AVE FROM W 35 ST (3500 S) TO W 36 ST (3600 S) 0.00 ","4,263.00",NA,"11","Sidewalk Menu",2013,4263
"432","ON S UNION AVE FROM W 33 ST (3300 S) TO W 35 ST (3500 S) 2.00 ","121,254.00",NA,"11","Street Resurfacing Menu",2013,121254
"433","ON S EMERALD AVE FROM W 37 ST (3700 S) TO W PERSHING 2.00 ","131,358.00",NA,"11","Street Resurfacing Menu",2013,131358
"434","ON S HALSTED ST FROM S ARCHER AV (2510 S) TO S 1.00 ","5,629.00",NA,"11","Street Resurfacing Menu",2013,5629
"435","ON S ELIAS CT FROM S ARCHER AV (2849 S) TO S LYMAN ST 1.00 ","50,545.00",NA,"11","Street Resurfacing Menu",2013,50545
"436","ON S STEWART AVE FROM W 28 ST (2800 S) TO W 31 ST (3100 3.00 ","105,032.00",NA,"11","Street Resurfacing Menu",2013,105032
"437","ON W 29TH ST FROM S WENTWORTH AV (200 W) TO S 2.00 ","78,288.00",NA,"11","Street Resurfacing Menu",2013,78288
"438","ON S EMERALD AVE FROM W 43 ST (4300 S) TO W 45 ST (4500 2.00 ","139,000.00",NA,"11","Street Light Residential",2013,139000
"439","ON S UNION AVE FROM W 29 ST (2900 S) TO W 31 ST (3100 S) 2.00 ","144,000.00",NA,"11","Street Light Residential",2013,144000
"440","ON S THROOP ST FROM W 31 ST (3100 S) TO W 33 ST (3300 S) 4.50 ","1,654.00",NA,"11","Street Light Upgrade",2013,1654
"441","S SAWYER AVE & S KEDZIE AVE & W 26TH ST & W 27TH ST 1.00 ","25,199.00",NA,"12","Alley Resurfacing Menu",2013,25199
"442","W PERSHING RD & S WOLCOTT AVE&W 38TH ST & S 1.00 ","1,400.00",NA,"12","Alley Speed Hump Menu",2013,1400
"443","S CAMPBELL AVE & W PERSHING RD&S ARTESIAN AVE & 1.00 ","14,071.00",NA,"12","Concrete Alley Menu",2013,14071
"444","ON W 25TH ST FROM S FRANCISCO AVE (2900 W) TO S 0.00 ","3,572.00",NA,"12","Curb & Gutter Menu",2013,3572
"445","ON S PAULINA ST FROM W 36 ST (3600 S) TO W 37 ST (3700 S) 0.00 ","2,468.00",NA,"12","Curb & Gutter Menu",2013,2468
"446","ON W 24TH ST FROM S CALIFORNIA AVE (2800 W) TO S 0.00 ","5,085.00",NA,"12","Curb & Gutter Menu",2013,5085
"447","1601 W 35TH ST decorative baskets ","905.00",NA,"12","Miscellaneous Other",2013,905
"448","ON S WOOD ST FROM W 36 ST (3600 S) TO W 37 ST (3700 S) 0.00 ","780.00",NA,"12","Sidewalk Menu",2013,780
"449","ON S ARCHER AVE FROM W 33RD ST (3300 S) TO W 33RD PL 0.00 ","12,656.00",NA,"12","Sidewalk Menu",2013,12656
"450","ON W 33RD ST FROM S PAULINA ST (1700 W) TO S WOOD ST 0.00 ","2,431.00",NA,"12","Sidewalk Menu",2013,2431
"451","ON S WASHTENAW AVE FROM W 36 ST (3600 S) TO W 36 PL 0.00 ","2,493.00",NA,"12","Sidewalk Menu",2013,2493
"452","ON W 35TH ST FROM S DAMEN AV (2000 W) TO S SEELEY AV 0.00 ","13,360.00",NA,"12","Sidewalk Menu",2013,13360
"453","ON S WOLCOTT AVE FROM W 35TH ST (3500 S) TO W 37TH 0.00 ","5,486.00",NA,"12","Sidewalk Menu",2013,5486
"454","ON S WOLCOTT AVE FROM W 37 ST (3700 S) TO W 38 ST (3800 0.00 ","3,936.00",NA,"12","Sidewalk Menu",2013,3936
"455","ON S CALIFORNIA AVE FROM W PERSHING RD (3900 S) TO 0.00 ","3,501.00",NA,"12","Sidewalk Menu",2013,3501
"456","ON S MARSHFIELD AVE FROM W 34TH ST (3400 S) TO W 0.00 ","1,421.00",NA,"12","Sidewalk Menu",2013,1421
"457","ON S LEAVITT ST FROM W 34TH ST (3400 S) TO W 35TH ST 0.00 ","48,499.00",NA,"12","Sidewalk Menu",2013,48499
"458","ON S ARCHER AVE FROM W 38TH ST (3800 S) TO W 0.00 ","2,039.00",NA,"12","Sidewalk Menu",2013,2039
"459","ON S ASHLAND AVE FROM W 42ND ST (4140 S) TO W 43RD 0.00 ","564.00",NA,"12","Sidewalk Menu",2013,564
"460","ON W 25TH ST FROM S FRANCISCO AVE (2900 W) TO S 0.00 ","11,655.00",NA,"12","Sidewalk Menu",2013,11655
"461","ON W 38TH ST FROM S HOMAN AV (3400 W) TO S ST LOUIS 0.00 ","1,033.00",NA,"12","Sidewalk Menu",2013,1033
"462","ON S ARCHER AVE FROM S LEAVITT ST (3600 S) TO S 0.00 ","4,400.00",NA,"12","Sidewalk Menu",2013,4400
"463","ON W 43RD ST FROM S PAULINA ST (1699 W) TO S 0.00 ","5,812.00",NA,"12","Sidewalk Menu",2013,5812
"464","ON W 23RD PL FROM S WASHTENAW AV (2700 W) TO S 0.00 ","14,151.00",NA,"12","Sidewalk Menu",2013,14151
"465","ON S LEAVITT ST FROM W 36 ST (3600 S) TO W 37 ST (3700 S) 0.00 ","2,410.00",NA,"12","Sidewalk Menu",2013,2410
"466","ON S LEAVITT ST FROM W 34 ST (3400 S) TO W 35 ST (3500 S) 0.00 ","5,981.00",NA,"12","Sidewalk Menu",2013,5981
"467","ON S HONORE ST FROM W 37TH ST (3700 S) TO W PERSHING 0.00 ","391.00",NA,"12","Sidewalk Menu",2013,391
"468","ON S HONORE ST FROM W 35TH ST (3500 S) TO W 37TH ST 0.00 ","2,378.00",NA,"12","Sidewalk Menu",2013,2378
"469","ON S ALBANY AVE FROM W 38TH ST (3800 S) TO W 0.00 ","2,382.00",NA,"12","Sidewalk Menu",2013,2382
"470","ON S KEDZIE AVE FROM W 37 PL (3732 S) TO W 38 PL (3832 S) 0.00 ","5,212.00",NA,"12","Sidewalk Menu",2013,5212
"471","ON S HONORE ST FROM W 38 ST (3800 S) TO Dead End (3917 S) 0.00 ","2,007.00",NA,"12","Sidewalk Menu",2013,2007
"472","ON S HERMITAGE AVE FROM W 36 ST (3600 S) TO W 37 ST 0.00 ","536.00",NA,"12","Sidewalk Menu",2013,536
"473","ON S WESTERN BLVD FROM W 34TH ST (3400 S) TO W 35TH 0.00 ","48,278.00",NA,"12","Sidewalk Menu",2013,48278
"474","ON W 40TH ST FROM S FRANCISCO AVE (2900 W) TO S 0.00 ","1,513.00",NA,"12","Sidewalk Menu",2013,1513
"475","ON S WINCHESTER AVE FROM W 35TH ST (3500 S) TO W 0.00 ","13,294.00",NA,"12","Sidewalk Menu",2013,13294
"476","ON W 38TH PL FROM S SPAULDING AVE (3300 W) TO S 0.00 ","11,977.00",NA,"12","Sidewalk Menu",2013,11977
"477","ON S ARCHER AVE FROM W 39 PL (3932 S) TO S BRIGHTON 0.00 ","4,982.00",NA,"12","Sidewalk Menu",2013,4982
"478","ON S WOOD ST FROM W 36TH ST (3600 S) TO W 37TH ST 0.00 ","18,669.00",NA,"12","Sidewalk Menu",2013,18669
"479","ON W 25TH ST FROM S CALIFORNIA AV (2800 W) TO S 0.00 ","1,573.00",NA,"12","Sidewalk Menu",2013,1573
"480","3120 W 26TH ST 0.00 ","3,676.00",NA,"12","Sidewalk Menu",2013,3676
"481","(3132 W) ","16,844.00",NA,"12","Street Bump Outs Menu",2013,16844
"482","ON W 38TH PL FROM S ASHLAND (W) AV(1604 W) TO S 1.00 ","34,142.00",NA,"12","Street Resurfacing Menu",2013,34142
"483","ON W 37TH PL FROM S ASHLAND (W) AV(1602 W) TO S 1.00 ","33,602.00",NA,"12","Street Resurfacing Menu",2013,33602
"484","ON S BELL AVE FROM W 34 ST (3400 S) TO W 35 ST (3500 S) 1.00 ","33,486.00",NA,"12","Street Resurfacing Menu",2013,33486
"485","RICHMOND ST (2932 W) ","1,850.00",NA,"12","Street Speed Hump Menu",2013,1850
"486","ON S CHRISTIANA AVE FROM W 26TH ST (2600 S) TO W 1.00 ","3,700.00",NA,"12","Street Speed Hump Menu",2013,3700
"487","3510 S FRANCISCO AVE 1.00 ","600.00",NA,"12","Floodlight Menu",2013,600
"488","3520 S FRANCISCO AVE 1.00 ","600.00",NA,"12","Floodlight Menu",2013,600
"489","ON S HOYNE AVE FROM W 37TH ST (3700 S) TO S ARCHER 2.00 ","4,000.00",NA,"12","Street Light Residential",2013,4000
"490","ON W 32ND ST FROM S ASHLAND AV (1600 W) TO S 1.00 ","72,000.00",NA,"12","Street Light Residential",2013,72000
"491","2458 W 38TH ST ","40,000.00",NA,"12","Street Light Residential",2013,40000
"492","ON S HAMILTON AVE FROM W 37TH ST (3700 S) TO S 1.00 ","2,000.00",NA,"12","Street Light Residential",2013,2000
"493","ON CULLERTON FROM S CALIFORNIA AV (2800 W) TO S 1.00 ","72,000.00",NA,"12","Street Light Residential",2013,72000
"494","ON S SACRAMENTO AVE FROM W CERMAK RD (2200 S) TO 2.00 ","144,000.00",NA,"12","Street Light Residential",2013,144000
"495","ON S WOLCOTT AVE FROM W 37TH ST (3700 S) TO W 2.00 ","4,000.00",NA,"12","Street Light Residential",2013,4000
"496","ON S PAULINA ST FROM W 36TH ST (3600 S) TO W 3.00 ","6,000.00",NA,"12","Street Light Residential",2013,6000
"497","ON W 32ND PL FROM S ASHLAND AV (1600 W) TO S 1.00 ","72,000.00",NA,"12","Street Light Residential",2013,72000
"498","ON W 23RD ST FROM S CALIFORNIA AV (2800 W) TO S 1.00 ","72,000.00",NA,"12","Street Light Residential",2013,72000
"499","ON S WHIPPLE ST FROM W CERMAK RD (2200 S) TO W 24 ST 2.00 ","144,000.00",NA,"12","Street Light Residential",2013,144000
"500","ON S HERMITAGE AVE FROM W 36TH ST (3600 S) TO W 3.00 ","6,000.00",NA,"12","Street Light Residential",2013,6000
"501","ON S ALBANY AVE FROM W 23 ST (2300 S) TO W 24 ST (2400 1.00 ","72,000.00",NA,"12","Street Light Residential",2013,72000
"502","ON S LEAVITT ST FROM W 37TH ST (3700 S) TO S ARCHER 0.00 ","2,000.00",NA,"12","Street Light Residential",2013,2000
"503","ON S PAULINA ST FROM S ARCHER AV (3197 S) TO W 33 ST 1.00 ","72,000.00",NA,"12","Street Light Residential",2013,72000
"504","ON 23 FROM S CALIFORNIA AV (2800 W) TO Dead End (2866 1.00 ","72,000.00",NA,"12","Street Light Residential",2013,72000
"505","ON N WINCHESTER AVE FROM W 36TH ST (3600 S) TO W 3.00 ","6,000.00",NA,"12","Street Light Residential",2013,6000
"506","ON S ASHLAND AVE FROM W 35TH ST (3500 S) TO W 9.00 ","4,500.00",NA,"12","Street Light Upgrade",2013,4500
"507","ON S WOLCOTT AVE FROM W 35TH ST (3500 S) TO W 7.00 ","3,500.00",NA,"12","Street Light Upgrade",2013,3500
"508","ON S DAMEN AVE FROM W 35TH ST (3500 S) TO W 7.00 ","3,500.00",NA,"12","Street Light Upgrade",2013,3500
"509","ON S WOOD ST FROM W 35TH ST (3500 S) TO W PERSHING 7.00 ","3,500.00",NA,"12","Street Light Upgrade",2013,3500
"510","W 57TH ST & W 58TH ST & S NORMANDY AVE & S 1.00 ","8,491.00",NA,"13","Alley Resurfacing Menu",2013,8491
"511","W 69TH PL & W 70TH ST & S LAWNDALE AVE & S CENTRAL 0.00 ","1,400.00",NA,"13","Alley Speed Hump Menu",2013,1400
"512","ON W 59TH ST FROM S NORMANDY AVE (6700 W) TO S OAK 0.00 ","4,941.00",NA,"13","Curb & Gutter Menu",2013,4941
"513","S NARRAGANSETT AVE & W 59TH ST 1.00 ","950.00",NA,"13","In-Road ""State Law Stop",2013,950
"514","S MEADE AVE & W 55TH ST 1.00 ","950.00",NA,"13","In-Road ""State Law Stop",2013,950
"515","S NASHVILLE AVE & W 63RD ST 1.00 ","550.00",NA,"13","In-Road ""State Law Stop",2013,550
"516","W 59TH ST & S KOLIN AVE ","174.00",NA,"13","Miscellaneous Other",2013,174
"517","ON S MEADE AVE FROM W 57 ST (5700 S) TO W 58 ST (5800 S) 0.00 ","2,106.00",NA,"13","Sidewalk Menu",2013,2106
"518","ON S NATOMA AVE FROM W 59 ST (5900 S) TO W 60 ST (6000 1.00 ","8,464.00",NA,"13","Street Resurfacing Menu",2013,8464
"519","ON S KARLOV AVE FROM W 55 ST (5500 S) TO W 56 ST (5600 1.00 ","33,383.00",NA,"13","Street Resurfacing Menu",2013,33383
"520","ON S OAK PARK AVE FROM W 57 ST (5700 S) TO W 60 ST 3.00 ","116,634.00",NA,"13","Street Resurfacing Menu",2013,116634
"521","ON W 70TH ST FROM S CENTRAL PARK AV (3600 W) TO S 1.00 ","35,950.00",NA,"13","Street Resurfacing Menu",2013,35950
"522","ON S AVERS AVE FROM W 72ND ST (7200 S) TO W 73RD ST 1.00 ","3,700.00",NA,"13","Street Speed Hump Menu",2013,3700
"523","6059 S MULLIGAN AVE 1.00 ","600.00",NA,"13","Floodlight Menu",2013,600
"524","5711 W 64TH ST 1.00 ","600.00",NA,"13","Floodlight Menu",2013,600
"525","5721 W 64TH ST 1.00 ","600.00",NA,"13","Floodlight Menu",2013,600
"526","ON 68 FROM Dead End (3652 W) TO S PULASKI RD (4000 W) 4.00 ","288,000.00",NA,"13","Street Light Residential",2013,288000
"527","ON S MASSASOIT AVE FROM W 60 ST (6000 S) TO W 63 ST 3.00 ","216,000.00",NA,"13","Street Light Residential",2013,216000
"528","ON S KILBOURN AVE FROM W 64 ST (6400 S) TO W 3.00 ","288,000.00",NA,"13","Street Light Residential",2013,288000
"529","6058 S NARRAGANSETT AVE 1.00 ","400.00",NA,"13","Street Light Upgrade",2013,400
"530","5927 W 63RD PL 1.00 ","400.00",NA,"13","Street Light Upgrade",2013,400
"531","5722 S NEWLAND AVE 1.00 ","350.00",NA,"13","Street Light Upgrade",2013,350
"532","5621 W 64TH ST 1.00 ","365.00",NA,"13","Street Light Upgrade",2013,365
"533","5556 S KEELER AVE 1.00 ","400.00",NA,"13","Street Light Upgrade",2013,400
"534","3925 W 64TH ST 1.00 ","400.00",NA,"13","Street Light Upgrade",2013,400
"535","West Lawn Park - artificial turf field ","300,000.00",NA,"13","Chicago Park District",2013,300000
"536","3939 W 66TH ST Trees ","1,171.00",NA,"13","Miscellaneous Other",2013,1171
"537","6121 S NEENAH AVE ","612.00",NA,"13","Miscellaneous Other",2013,612
"538","3828 W 66TH ST Trees ","1,214.00",NA,"13","Miscellaneous Other",2013,1214
"539","6536 W 63RD ST ","554.00",NA,"13","Miscellaneous Other",2013,554
"540","5921 S NORMANDY AVE ","588.00",NA,"13","Miscellaneous Other",2013,588
"541","5915 S MOODY AVE Trees ","1,214.00",NA,"13","Miscellaneous Other",2013,1214
"542","5800 S MOODY AVE Trees ","839.00",NA,"13","Miscellaneous Other",2013,839
"543","ON S ARTESIAN AVE FROM S TO W 51 ST (5100 S) 1.00 ","17,086.00",NA,"14","Alley Apron Menu",2013,17086
"544","W 47TH ST & S ARCHER AVE & S RIDGEWAY AVE & S 1.00 ","27,739.00",NA,"14","Alley Resurfacing Menu",2013,27739
"545","S ARCHER AVE & W 49TH ST & S RIDGEWAY AVE & S 1.00 ","33,529.00",NA,"14","Alley Resurfacing Menu",2013,33529
"546","S KNOX AVE & S KILPATRICK AVE & W 47TH ST & W 48TH 1.00 ","5,319.00",NA,"14","Alley Resurfacing Menu",2013,5319
"547","S SAWYER AVE & S KEDZIE AVE & W 53RD ST & W 54TH ST 1.00 ","700.00",NA,"14","Alley Speed Hump Menu",2013,700
"548","S KENNETH AVE & S KOSTNER AVE & W 47TH ST & W 48TH 1.00 ","1,400.00",NA,"14","Alley Speed Hump Menu",2013,1400
"549","ON S KOLIN AVE FROM W 49TH ST (4900 S) TO W 50TH ST 0.00 ","1,533.00",NA,"14","Curb & Gutter Menu",2013,1533
"550","ON S KNOX AVE FROM W 47TH ST (4700 S) TO W 48TH ST 0.00 ","1,241.00",NA,"14","Curb & Gutter Menu",2013,1241
"551","ON S ARCHER AVE FROM S AVERS AV (4825 S) TO W 49 ST 0.00 ","25,434.00",NA,"14","Curb & Gutter Menu",2013,25434
"552","ON W 52ND ST FROM S AUSTIN AV (6000 W) TO S MASON AV 0.00 ","6,361.00",NA,"14","Sidewalk Menu",2013,6361
"553","ON S NATCHEZ AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 0.00 ","1,640.00",NA,"14","Sidewalk Menu",2013,1640
"554","ON S HOMAN AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 0.00 ","49,728.00",NA,"14","Sidewalk Menu",2013,49728
"555","ON S KILPATRICK AVE FROM S ARCHER AV (5147 S) TO W 53 0.00 ","4,214.00",NA,"14","Sidewalk Menu",2013,4214
"556","ON S LATROBE AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 0.00 ","1,618.00",NA,"14","Sidewalk Menu",2013,1618
"557","ON S KILBOURN AVE FROM W 47 ST (4700 S) TO W 48 ST 0.00 ","8,641.00",NA,"14","Sidewalk Menu",2013,8641
"558","ON S SPAULDING AVE FROM W 51 ST (5100 S) TO W 52 ST 0.00 ","1,071.00",NA,"14","Sidewalk Menu",2013,1071
"559","ON S KARLOV AVE FROM W 46 ST (4600 S) TO W 47 ST (4700 0.00 ","261.00",NA,"14","Sidewalk Menu",2013,261
"560","ON S TRUMBULL AVE FROM W 56 ST (5600 S) TO W 57 ST 0.00 ","7,858.00",NA,"14","Sidewalk Menu",2013,7858
"561","ON S RIDGEWAY AVE FROM W 47TH ST (4700 S) TO S 0.00 ","2,443.00",NA,"14","Sidewalk Menu",2013,2443
"562","ON S MAYFIELD AVE FROM W 53 ST (5300 S) TO S ARCHER 0.00 ","2,212.00",NA,"14","Sidewalk Menu",2013,2212
"563","ON S MONITOR AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 0.00 ","1,392.00",NA,"14","Sidewalk Menu",2013,1392
"564","ON S KARLOV AVE FROM W 48 ST (4800 S) TO W 49 ST (4900 0.00 ","17,188.00",NA,"14","Sidewalk Menu",2013,17188
"565","ON S ARTESIAN AVE FROM W 50TH ST (5000 S) TO W 51ST 0.00 ","464.00",NA,"14","Sidewalk Menu",2013,464
"566","ON S LOTUS AVE FROM W 52 ST (5200 S) TO Dead End (5317 S) 0.00 ","842.00",NA,"14","Sidewalk Menu",2013,842
"567","ON S MAPLEWOOD AVE FROM W 50 ST (5000 S) TO W 51 ST 0.00 ","6,784.00",NA,"14","Sidewalk Menu",2013,6784
"568","ON S MOBILE AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 0.00 ","4,676.00",NA,"14","Sidewalk Menu",2013,4676
"569","ON W 52ND ST FROM S MOBILE AV (6300 W) TO S 0.00 ","508.00",NA,"14","Sidewalk Menu",2013,508
"570","ON S TRIPP AVE FROM W 50TH ST (5000 S) TO S ARCHER 0.00 ","2,620.00",NA,"14","Sidewalk Menu",2013,2620
"571","ON S TRUMBULL AVE FROM W 56TH ST (5600 S) TO W 57TH 0.00 ","6,906.00",NA,"14","Sidewalk Menu",2013,6906
"572","ON S KEATING AVE FROM W 47TH ST (4700 S) TO W 48TH ST 0.00 ","2,584.00",NA,"14","Sidewalk Menu",2013,2584
"573","ON S TRUMBULL AVE FROM W 55 ST (5500 S) TO W 56 ST 0.00 ","8,961.00",NA,"14","Sidewalk Menu",2013,8961
"574","ON S KILDARE AVE FROM W 48 ST (4800 S) TO W 49 ST (4900 0.00 ","911.00",NA,"14","Sidewalk Menu",2013,911
"575","ON S KILPATRICK AVE FROM W 51ST ST (5099 S) TO W 53RD 0.00 ","21,451.00",NA,"14","Sidewalk Menu",2013,21451
"576","ON S MAYFIELD AVE FROM W 51 ST (5100 S) TO W 52 ST 0.00 ","7,294.00",NA,"14","Sidewalk Menu",2013,7294
"577","ON S SPAULDING AVE FROM W 52 ST (5200 S) TO W 53 ST 0.00 ","3,765.00",NA,"14","Sidewalk Menu",2013,3765
"578","ON W 48TH ST FROM S SPRINGFIELD AV (3900 W) TO S 0.00 ","522.00",NA,"14","Sidewalk Menu",2013,522
"579","ON S TRIPP AVE FROM W 48 ST (4800 S) TO W 49 ST (4900 S) 0.00 ","1,618.00",NA,"14","Sidewalk Menu",2013,1618
"580","ON W 54TH ST FROM S SACRAMENTO AV (3000 W) TO S 0.00 ","5,146.00",NA,"14","Sidewalk Menu",2013,5146
"581","ON W 53RD ST FROM S TRUMBULL AV (3432 W) TO S ST 0.00 ","8,094.00",NA,"14","Sidewalk Menu",2013,8094
"582","ON S TRIPP AVE FROM S ARCHER AV (5079 S) TO W 50 ST 0.00 ","1,273.00",NA,"14","Sidewalk Menu",2013,1273
"583","ON S MOODY AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 0.00 ","421.00",NA,"14","Sidewalk Menu",2013,421
"584","ON S KEATING AVE FROM W 47 ST (4700 S) TO W 48 ST (4800 0.00 ","17,386.00",NA,"14","Sidewalk Menu",2013,17386
"585","ON S HOMAN AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 0.00 ","8,349.00",NA,"14","Sidewalk Menu",2013,8349
"586","ON S NATCHEZ AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 0.00 ","14,712.00",NA,"14","Sidewalk Menu",2013,14712
"587","ON S RIDGEWAY AVE FROM W 47 ST (4700 S) TO S ARCHER 0.00 ","26,441.00",NA,"14","Sidewalk Menu",2013,26441
"588","ON S ROCKWELL ST FROM W 50 ST (5000 S) TO W 51 ST (5100 0.00 ","11,702.00",NA,"14","Sidewalk Menu",2013,11702
"589","ON S MENARD AVE FROM W 52 ST (5200 S) TO W 53 ST (5300 0.00 ","2,665.00",NA,"14","Sidewalk Menu",2013,2665
"590","ON S LOTUS AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 S) 0.00 ","2,697.00",NA,"14","Sidewalk Menu",2013,2697
"591","ON S KEATING AVE FROM W 49 ST (4900 S) TO W 50 ST (5000 0.00 ","9,816.00",NA,"14","Sidewalk Menu",2013,9816
"592","ON S KILDARE AVE FROM W 49 ST (4900 S) TO W 50 ST (5000 0.00 ","2,193.00",NA,"14","Sidewalk Menu",2013,2193
"593","ON W 50TH ST FROM S KENNETH AV (4432 W) TO S 0.00 ","5,452.00",NA,"14","Sidewalk Menu",2013,5452
"594","ON W 54TH ST FROM S MOZART ST (2832 W) TO S 0.00 ","9,062.00",NA,"14","Sidewalk Menu",2013,9062
"595","ON S KNOX AVE FROM W 48TH ST (4800 S) TO W 49TH ST 0.00 ","39,721.00",NA,"14","Sidewalk Menu",2013,39721
"596","ON S TROY ST FROM W 52 ST (5200 S) TO W 53 ST (5300 S) 0.00 ","38,997.00",NA,"14","Sidewalk Menu",2013,38997
"597","ON W 52ND ST FROM S MAJOR AV (5700 W) TO S MASSASOIT 0.00 ","2,121.00",NA,"14","Sidewalk Menu",2013,2121
"598","ON S WASHTENAW AVE FROM W 52 ST (5200 S) TO W 53 ST 0.00 ","3,250.00",NA,"14","Sidewalk Menu",2013,3250
"599","ON S HOMAN AVE FROM W 44 ST (4400 S) TO W 45 ST (4500 0.00 ","4,528.00",NA,"14","Sidewalk Menu",2013,4528
"600","ON S TRIPP AVE FROM W 50 ST (5000 S) TO W 51 ST (5100 S) 0.00 ","7,759.00",NA,"14","Sidewalk Menu",2013,7759
"601","ON W 50TH ST FROM S ROCKWELL ST (2600 W) TO S 0.00 ","5,653.00",NA,"14","Sidewalk Menu",2013,5653
"602","ON S PARKSIDE AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 0.00 ","1,398.00",NA,"14","Sidewalk Menu",2013,1398
"603","ON S KILPATRICK AVE FROM W 49 ST (4900 S) TO W 50 ST 0.00 ","1,723.00",NA,"14","Sidewalk Menu",2013,1723
"604","ON S LAWLER AVE FROM W 51 ST (5100 S) TO W 52 ST (5200 0.00 ","5,899.00",NA,"14","Sidewalk Menu",2013,5899
"605","ON S TRUMBULL AVE FROM W 43 ST (4300 S) TO W 44 ST 0.00 ","1,307.00",NA,"14","Sidewalk Menu",2013,1307
"606","ON S KILBOURN AVE FROM W 51 ST (5100 S) TO S ARCHER 0.00 ","12,423.00",NA,"14","Sidewalk Menu",2013,12423
